station_name,station_id,longitude_deg,latitude_deg,site_altitude_m,timezone,time,height_m,wind_dir_deg,wind_speed_mps,vertical_speed_mps,quality_flag_1,quality_flag_2,cn2_m_neg_2_3,u_ms,v_ms,model_b_shear_per_s,q1_ri_prediction,q1_ri_prediction_std,q1_out_of_domain,wpr_spectrum_width_mps,wpr_spectrum_width_mad,valid_beams,median_snr_db,dynamic_proxy_raw,wpr_spectrum_ti,wpr_dynamic_ti,wpr_turbulence_index,wpr_uncertainty
a,58235,118.8472,32.3686,16.2,LC,2025-07-31 02:00:00,700.0,41.9,16.7,4.7,100,100,1.3e-13,-11.152803676366478,-12.430002822060272,0.007135693311921906,0.0,6.63684974512262,True,2.8,1.5,3,38.2,1.7215184096786518,0.3121693121693121,0.6959381042824919,0.40811151019760705,0.4052380952380953
a,58235,118.8472,32.3686,16.2,LC,2025-07-31 02:00:00,760.0,43.5,16.8,4.8,100,100,1.4e-13,-11.564356871655066,-12.186289433006435,0.00953355299448711,0.0,6.6643540448561005,True,2.7,1.5000000000000002,3,38.7,1.862494651532439,0.29100529100529104,0.8131843203337568,0.4215500483374075,0.4052380952380953
a,58235,118.8472,32.3686,16.2,LC,2025-07-31 02:00:00,820.0,43.7,16.3,4.8,100,100,2.3e-13,-11.261383300552794,-11.78436447832596,0.00858504365321384,0.0,6.676024241584295,True,2.15,1.0,4,40.0,1.8157724927082335,0.17460317460317457,0.774326735141737,0.3245340647378152,0.3434920634920635
a,58235,118.8472,32.3686,16.2,LC,2025-07-31 02:00:00,940.0,50.7,16.5,4.6,100,100,4.2e-15,-12.768363460487354,-10.450784398354578,0.006701037147506459,0.0,6.575203209273382,True,2.75,0.9500000000000001,4,38.85,1.6733649033112072,0.30158730158730157,0.6558901051519797,0.3901630024784711,0.34031746031746035
a,58235,118.8472,32.3686,16.2,LC,2025-07-31 02:00:00,1060.0,51.7,17.1,4.5,100,100,9.3e-15,-13.419675936115718,-10.598221443696897,0.007692930805259643,0.0,6.49566189469726,True,3.1,1.05,4,36.0,1.6857674346555422,0.3756613756613757,0.6662049628220306,0.4482972724515394,0.3466666666666667
a,58235,118.8472,32.3686,16.2,LC,2025-07-31 02:00:00,1180.0,52.5,18.5,4.7,100,100,1.2e-14,-14.67703679538785,-11.262086436661333,0.0066212407393332435,0.0,6.634143712364409,True,3.25,0.8500000000000001,4,33.6,1.7008388323784551,0.4074074074074074,0.6787394461532565,0.47524041709386966,0.33396825396825397
a,58235,118.8472,32.3686,16.2,LC,2025-07-31 02:00:00,1300.0,55.7,18.9,4.7,100,100,1.4e-14,-15.613257765969935,-10.6506423249201,0.004486074326190654,2.0614076732273396,6.66785713768514,True,3.05,0.40000000000000013,4,32.6,1.6296297349537758,0.36507936507936506,0.6195167210211124,0.42868870406480186,0.30539682539682544
a,58235,118.8472,32.3686,16.2,LC,2025-07-31 02:00:00,1420.0,57.3,18.9,4.6,100,100,1.5e-14,-15.904553778766285,-10.21054205702768,0.0031985226569699065,4.006927395288806,6.625641234406567,True,2.75,0.09999999999999987,4,30.15,1.5663385914235175,0.30158730158730157,0.5668791489671166,0.3679102634322553,0.28634920634920635
a,58235,118.8472,32.3686,16.2,LC,2025-07-31 02:00:00,1540.0,57.7,18.7,4.5,100,100,1.6e-14,-15.806396281248709,-9.992388933589751,0.002189152669784254,5.603880761025582,6.579683259160498,True,2.75,0.04999999999999982,4,28.75,1.515890462439894,0.30158730158730157,0.5249227728258758,0.3574211693969451,0.2831746031746032
a,58235,118.8472,32.3686,16.2,LC,2025-07-31 02:00:00,1660.0,58.0,18.4,4.4,100,100,1.7e-14,-15.604084969278237,-9.750514461890969,0.0019481285273983623,6.238083777566903,6.51915088704341,True,2.95,0.20000000000000018,4,26.1,1.4795482954955357,0.34391534391534395,0.49469795266257055,0.3816109961021506,0.2926984126984127
a,58235,118.8472,32.3686,16.2,LC,2025-07-31 02:00:00,1780.0,58.0,18.2,3.9,100,100,1.5e-14,-15.434475350046952,-9.64453060904433,0.002871815895845399,6.075122767271977,6.200761677000051,True,2.9,0.3999999999999999,5,23.8,1.331342655140405,0.3333333333333333,0.37143923686338154,0.34285980921584536,0.2753968253968254
a,58235,118.8472,32.3686,16.2,LC,2025-07-31 02:00:00,1900.0,57.8,18.2,3.8,100,100,1.6e-14,-15.400715623521663,-9.698348224487289,0.0028512894949665286,6.433038381376681,6.141850411942784,True,2.6,0.8,5,21.3,1.2983616454152938,0.2698412698412698,0.3440098023645544,0.288383402972091,0.30079365079365084
a,58235,118.8472,32.3686,16.2,LC,2025-07-31 02:00:00,2020.0,56.5,17.3,3.9,100,100,6e-15,-14.426224721762011,-9.548509845898606,0.002222652816113761,7.221806861606458,6.207045165621168,True,2.5,1.1,5,18.2,1.318863850217218,0.24867724867724866,0.36106094447278847,0.27677317262613366,0.3198412698412698
a,58235,118.8472,32.3686,16.2,LC,2025-07-31 02:00:00,2260.0,56.7,16.9,3.6,100,100,1.1e-14,-14.125144407123766,-9.278485624168425,0.001489527479094305,8.970376493873117,6.047785940636431,True,2.6,1.8,5,10.8,1.2092092131264012,0.2698412698412698,0.26986407965135917,0.2698469722937922,0.3642857142857143
a,58235,118.8472,32.3686,16.2,LC,2025-07-31 02:00:00,2500.0,57.8,16.8,3.4,100,100,1.1e-14,-14.216045190943074,-8.952321437988267,0.0014560920958301322,9.676662967771316,5.937056795693321,True,3.05,1.7,4,10.25,1.142648890236994,0.36507936507936506,0.21450761748926522,0.3274364281818401,0.3879365079365079
a,58235,118.8472,32.3686,16.2,LC,2025-07-31 02:00:00,2740.0,58.6,16.6,3.3,100,100,9.8e-15,-14.168943234770436,-8.648759888553567,0.0015826728909283494,10.016886658835912,5.8789937836262816,True,3.4,1.7999999999999998,3,7.0,1.1113273751675492,0.43915343915343913,0.18845834085516536,0.3764796645788707,0.42428571428571427
a,58235,118.8472,32.3686,16.2,LC,2025-07-31 02:00:00,2980.0,59.6,16.3,3.2,100,100,7.8e-15,-14.058972808078297,-8.248350355174969,0.0020854072520246018,9.885783564616592,5.817079498545626,True,3.0,0.0,1,5.0,1.0868610821285973,0.3544973544973545,0.16811037128314596,0.30790060869380237,0.37
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,100.0,10.2,7.3,4.6,100,100,2.6e-13,-1.292718604332958,-7.184627938175465,0.008624686603568514,0.0,6.565249559006265,True,5.6,0.8999999999999995,5,44.5,1.759250778373809,0.9047619047619048,0.7273191185157035,0.8604012082003545,0.3071428571428571
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,160.0,18.2,8.1,4.6,100,100,3.5e-13,-2.5299128399490836,-7.694773617349685,0.007799794942305559,0.0,6.576304669156308,True,5.5,0.9000000000000004,5,42.9,1.7203136698088708,0.8835978835978836,0.6949361539595119,0.8364324511882907,0.30714285714285716
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,220.0,23.3,8.8,4.6,100,100,3.6e-13,-3.4808004225540916,-8.082328155819168,0.010644706217765343,0.0,6.5358392705786486,True,5.5,1.0,5,41.2,1.8666035507671233,0.8835978835978836,0.8166015832786884,0.8668488085180848,0.3134920634920635
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,280.0,27.9,9.4,4.7,100,100,4.1e-13,-4.398540254049389,-8.30739692283372,0.012864323910744945,0.0,6.573266969948365,True,5.4,1.0,5,39.5,2.0271538523876487,0.8624338624338626,0.9501270277320807,0.8843571537584172,0.3134920634920635
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,340.0,28.7,10.0,4.6,100,100,4.2e-13,-4.802234974431889,-8.771461637055888,0.010302306597321353,0.0,6.537560062907746,True,5.4,1.0,5,38.3,1.8472916183870975,0.8624338624338626,0.8005403592992304,0.8469604866502045,0.3134920634920635
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,400.0,28.9,10.5,4.8,100,100,2.9e-13,-5.074465024177524,-9.192377533500188,0.008362555425635396,0.0,6.688516642211,True,5.4,1.0,5,38.5,1.805359613060024,0.8624338624338626,0.7656666182249022,0.8382420513816226,0.3134920634920635
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,460.0,29.5,11.0,4.8,100,100,2.8e-13,-5.4166591611381385,-9.573912655338896,0.007391062233817595,0.0,6.702273266055159,True,5.3,1.0,5,36.5,1.7624636193242817,0.8412698412698413,0.7299911534576491,0.8134501693167933,0.3134920634920635
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,520.0,30.9,11.2,4.9,100,100,2.5e-13,-5.751662023051504,-9.610326944104818,0.007762824824119206,0.0,6.759399603393735,True,5.2,1.1000000000000005,5,36.4,1.8084225917294308,0.8201058201058201,0.7682140166667343,0.8071328692460487,0.31984126984126987
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,580.0,34.0,11.4,4.8,100,100,2.4e-13,-6.3747990995665145,-9.451028327127476,0.008180846309863918,0.0,6.68713625423715,True,5.3,1.2000000000000002,5,35.8,1.7970148756913895,0.8412698412698413,0.7587265206059806,0.8206340111038761,0.32619047619047625
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,640.0,37.5,11.5,4.8,100,100,2.1e-13,-7.000756433600287,-9.123563413349205,0.008412253484260635,0.0,6.682368784148479,True,5.2,1.1000000000000005,5,34.2,1.8076670287512995,0.8201058201058201,0.7675856348982218,0.8069757738039206,0.31984126984126987
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,700.0,40.5,11.6,4.9,100,100,2.7e-13,-7.5335973606301305,-8.820709200960358,0.008656073448813735,0.0,6.741756926860229,True,5.4,1.3000000000000007,5,35.1,1.8485274824276645,0.8624338624338626,0.8015681947728174,0.8472174455186013,0.3325396825396826
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,760.0,40.8,11.9,4.9,100,100,1.7e-13,-7.775705187482256,-9.008241162255901,0.007597979642071514,0.0,6.756407786034338,True,5.5,1.4000000000000004,5,33.1,1.801407983825738,0.8835978835978836,0.762380152584556,0.8532934508445517,0.3388888888888889
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,820.0,42.8,12.2,5.0,100,100,2.2e-13,-8.2891839119905,-8.951504346935092,0.00542014814800478,0.0,6.857710685434875,True,5.6,1.5,5,32.2,1.7525860427496776,0.9047619047619048,0.72177623396554,0.8590154870628136,0.34523809523809523
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,940.0,44.9,12.6,4.8,100,100,2.2e-14,-8.893981790551381,-8.925081955329064,0.0031555474712190337,3.0631128905992817,6.767840267226695,True,5.8,1.9,5,32.7,1.630820283915787,0.9470899470899471,0.6205068691409945,0.865444177602709,0.37063492063492065
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,1060.0,46.3,12.3,4.8,100,100,2.4e-14,-8.892495894687688,-8.49785365624536,0.0031374869810968133,3.2523788740073503,6.764837499593469,True,6.0,2.0,5,31.6,1.630471786191199,0.9894179894179894,0.6202170327900384,0.8971177502610017,0.376984126984127
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,1180.0,48.4,12.3,4.7,100,100,2.3e-14,-9.197916513131942,-8.166292415622573,0.0026195005756032086,4.233620294316449,6.707586583616043,True,6.1,2.0,5,31.8,1.5884150204213947,1.0,0.5852395317514019,0.8963098829378504,0.376984126984127
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,1300.0,50.0,12.4,4.6,100,100,2.4e-14,-9.498951094675327,-7.9705663601130885,0.002043997718020293,5.286930802664803,6.652386209436322,True,6.3,2.000000000000001,5,32.8,1.5468970159075983,1.0,0.5507101042164374,0.8876775260541093,0.37698412698412703
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,1420.0,50.7,12.6,4.6,100,100,2.6e-14,-9.750386642553979,-7.980598995107131,0.0016596254096013323,5.9351916948974495,6.65722291536985,True,6.3,1.8999999999999995,5,32.4,1.542288778443601,1.0,0.5468775548576617,0.8867193887144154,0.37063492063492065
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,1540.0,51.0,12.9,4.7,100,100,3e-14,-10.025182902794924,-8.118233044542903,0.0015373448758231303,6.0894873543431824,6.7205297567593805,True,6.4,1.6999999999999993,5,31.7,1.5741914550386304,1.0,0.5734101681795138,0.8933525420448785,0.3579365079365079
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,1660.0,50.5,12.9,5.0,100,100,3e-14,-9.953957125701589,-8.205409041583156,0.0015269197800070963,5.772506651107079,6.9139604983222185,True,6.4,1.799999999999999,5,31.5,1.6736465032746752,1.0,0.6561243044023117,0.9140310761005779,0.3642857142857142
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,1780.0,50.6,13.1,4.8,100,100,2.8e-14,-10.122809812815298,-8.314969722949705,0.002079414148014017,5.5779773451498516,6.767244810824908,True,6.3,1.5999999999999996,5,31.1,1.6134558041637237,1.0,0.6060652900645728,0.9015163225161432,0.35158730158730156
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,1900.0,49.6,13.4,4.8,100,100,2.8e-14,-10.204613320992273,-8.684806674245953,0.003494512033346424,3.971471625281617,6.736141977844633,True,6.2,1.4000000000000004,5,29.4,1.6377167470329017,1.0,0.6262424753253147,0.9065606188313287,0.3388888888888889
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,2020.0,49.6,13.4,4.9,100,100,2.7e-14,-10.204613320992273,-8.684806674245953,0.003514959001907235,3.946927308372051,6.798001948037807,True,6.2,1.2000000000000002,5,28.4,1.6707265322693194,1.0,0.6536958416567064,0.9134239604141766,0.32619047619047625
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,2260.0,46.3,14.2,4.9,100,100,2.9e-14,-10.266133471915866,-9.81053023729139,0.0019549648087636004,6.234898205297386,6.822967585228254,True,6.1,1.2999999999999998,5,26.9,1.6449913835071657,1.0,0.6322925983002241,0.908073149575056,0.3325396825396826
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,2500.0,44.4,14.9,4.8,100,100,2.7e-14,-10.424983773649146,-10.64564292652877,0.0013334109515261044,7.51254727928852,6.764573699860755,True,6.3,1.3999999999999995,5,26.2,1.6055465884416114,1.0,0.5994874042934893,0.8998718510733723,0.33888888888888885
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,2740.0,43.6,15.2,4.7,100,100,2.1e-14,-10.48221706478218,-11.007412293849505,0.0008258235517867518,8.64739445294335,6.7047281373076615,True,6.4,1.7000000000000002,5,24.7,1.5688417032420132,1.0,0.5689609209395614,0.8922402302348904,0.35793650793650794
b,58238,118.8994,31.9317,40.6,LC,2025-07-31 02:00:00,2980.0,44.9,15.0,4.7,100,100,1.8e-14,-10.588073560180215,-10.625097565867934,0.0019076317902916111,7.62514218566607,6.677847915016656,True,6.7,1.7999999999999998,5,24.4,1.578237952565378,1.0,0.5767755332724775,0.8941938833181193,0.3642857142857143
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,100.0,294.0,8.6,2.6,100,100,4.2e-15,7.856490935726369,-3.4979351304518778,0.017039956245359672,0.0,5.506479229959705,True,2.3,1.0000000000000002,4,28.6,1.9117301586648758,0.20634920634920628,0.8541321909163078,0.36829495249098165,0.3434920634920635
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,160.0,303.6,8.2,2.7,100,100,8.3e-15,6.829954173822812,-4.537810703795425,0.013887138314927315,0.0,5.535978003006758,True,2.05,0.95,4,29.55,1.6548492698065351,0.15343915343915338,0.6404911419105964,0.27520215055701414,0.34031746031746035
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,220.0,319.3,8.4,2.9,100,100,8.7e-15,5.477626592175292,-6.368328424060281,0.01568423695582803,0.0,5.618262496726205,True,1.75,0.35,4,28.45,1.8423890287640288,0.08994708994708991,0.7964630050259255,0.26657606871679884,0.3022222222222222
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,280.0,330.6,9.6,3.0,100,100,8.2e-15,4.712676034705347,-8.36365258675382,0.018017397287327586,0.0,5.6678218655472765,True,1.7000000000000002,0.20000000000000018,4,25.7,2.0606469979339,0.07936507936507937,0.9779823920637889,0.30401940753975676,0.2926984126984127
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,340.0,332.4,9.4,3.0,100,100,1.1e-14,4.354982730126705,-8.330313644773417,0.013455958412111417,0.0,5.6598573877581115,True,1.8,0.44999999999999996,4,26.049999999999997,1.6764928177253609,0.10052910052910051,0.6584915089372506,0.24001970263113803,0.3085714285714286
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,400.0,334.8,9.1,3.0,100,100,1.1e-14,3.874591553242157,-8.233926177440779,0.010626827061678749,0.0,5.670116744042453,True,1.9,0.5,4,24.65,1.4592102432440222,0.12169312169312164,0.47778333189394484,0.21071567424332743,0.31174603174603177
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,460.0,337.5,7.9,2.9,100,100,1e-14,3.0231991156842075,-7.2986483068391665,0.010854298282764099,0.0,5.623962626628628,True,1.9,0.5,4,23.450000000000003,1.4534793966742703,0.12169312169312164,0.4730171381989061,0.20952412581956775,0.31174603174603177
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,520.0,343.1,8.1,2.9,100,100,1.4e-14,2.354687768145842,-7.75019003086662,0.0103639520588075,0.0,5.62588690317465,True,1.9,0.4,4,23.15,1.4172365600763503,0.12169312169312164,0.44287492846063276,0.20198857338499943,0.3053968253968254
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,580.0,349.1,8.5,3.0,100,100,1.3e-14,1.6073112654140758,-8.346649057919771,0.009292167010422049,0.0,5.676738280289209,True,1.9,0.30000000000000004,4,23.4,1.3650800992966523,0.12169312169312164,0.39949777789516305,0.19114428574363201,0.299047619047619
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,640.0,353.7,8.7,3.0,100,100,1.2e-14,0.9546885064920981,-8.647460312460062,0.008786681458845366,0.0,5.67989245131389,True,1.9,0.25,4,22.4,1.3311865799324185,0.12169312169312164,0.37130943323608084,0.18409719957886145,0.29587301587301584
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,700.0,352.7,9.1,3.1,100,100,1.2e-14,1.1562879382722921,-9.02623942756927,0.004875499186081349,3.3892291586206706,5.770138663015371,True,1.9,0.25,4,22.75,1.1425772187964265,0.12169312169312164,0.21444801024555532,0.14488184383123007,0.29587301587301584
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,760.0,356.0,8.7,3.0,100,100,6.1e-15,0.606881321573893,-8.67880723726047,0.0011511196811836305,8.304817464772778,5.783444493579053,True,2.0,0.30000000000000004,4,21.95,1.0066035789744059,0.14285714285714282,0.10136232614579004,0.13248343867930462,0.299047619047619
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,820.0,359.4,8.8,2.9,100,100,1.1e-14,0.09215170022296722,-8.799517490416507,0.002377272520211837,7.017304947154319,5.7121324463250795,True,2.0,0.30000000000000004,4,21.75,0.9954690807845253,0.14285714285714282,0.09210205815150542,0.13016837168073347,0.299047619047619
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,940.0,352.1,8.5,2.4,100,100,1.5e-15,1.1682786413157438,-8.419330437525625,0.0009956415851294957,9.742946792918305,5.515861821695551,True,2.0,0.25,4,20.35,0.8061718313488705,0.14285714285714282,0.0,0.10714285714285712,0.29587301587301584
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,1060.0,350.3,8.0,2.5,100,100,2e-15,1.3479150365200165,-7.885627752710829,0.0002451652885330693,10.684382376539677,5.567395065000486,True,1.9,0.19999999999999996,4,19.8,0.8336938914442515,0.12169312169312164,0.0,0.09126984126984124,0.2926984126984127
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,1180.0,348.7,8.5,2.5,100,100,2.1e-15,1.6655422260614037,-8.33522459764621,0.0011131730063216054,9.7633898971075,5.548897074068024,True,1.7999999999999998,0.29999999999999993,4,18.3,0.8407353839731473,0.10052910052910047,0.0,0.07539682539682535,0.299047619047619
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,1300.0,354.9,8.4,2.4,100,100,3.6e-15,0.7467120936781165,-8.366744949450464,0.0027822983243486906,8.004143306971546,5.4798168935301845,True,1.75,0.55,4,14.9,0.8470016763010184,0.08994708994708991,0.0,0.06746031746031744,0.31492063492063493
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,1420.0,359.0,8.9,2.6,100,100,3.4e-15,0.1553264172918237,-8.898644486891882,0.0035351350191668383,6.89634246324488,5.548642762122957,True,1.7,0.7000000000000001,4,12.75,0.9359930059292688,0.07936507936507932,0.04263737792834432,0.07018315400589557,0.3244444444444444
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,1540.0,358.1,9.4,2.5,100,100,2.7e-15,0.31165867685214665,-9.394832029852518,0.003944607294958593,6.715462456965748,5.500187049045422,True,1.65,0.9,4,10.25,0.9219781513457085,0.06878306878306874,0.030981593614449802,0.059332699990914006,0.33714285714285713
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,1660.0,356.1,9.9,2.3,100,100,2e-15,0.6733513775859525,-9.877074360472493,0.0036115688459982176,7.630520759934139,5.42430443658322,True,1.55,0.95,4,7.800000000000001,0.8474739365146439,0.047619047619047596,0.0,0.0357142857142857,0.34031746031746035
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,1780.0,352.0,10.6,2.0,100,100,1.6e-15,1.4752348701766984,-10.496841528660644,0.002801663972351862,9.308660567650616,5.3254219661626365,True,1.35,0.8,4,6.55,0.7231442833793189,0.0052910052910052725,0.0,0.003968253968253954,0.3307936507936508
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,1900.0,349.4,11.0,1.6,100,100,9.6e-16,2.023464856739925,-10.812288840645095,0.0022904725016431,10.778067227993066,5.20824200743005,True,1.2,0.6,4,5.3,0.5804369795699413,0.0,0.0,0.0,0.3180952380952381
c,58339,118.91,31.33,25.2,LC,2025-07-31 02:00:00,2020.0,350.2,9.9,1.5,100,100,5e-16,1.6850740417437249,-9.755538194986553,0.0013542354902561136,12.28338373714449,5.19018287211787,True,2.25,0.75,2,5.25,0.5180149974959144,0.19576719576719576,0.0,0.1468253968253968,0.38761904761904764
