scenario,height_agl_m,mean_turbulence_index,p90_turbulence_index,mae_from_baseline,mean_delta_from_baseline,mean_coverage,mean_uncertainty
radar_radius_50km,2000.0,0.39312503395103465,0.619990611076355,0.00028935818254303676,-9.17201354151585e-05,0.6158386570064961,0.5868923121497553
wpr_weight_0.60,0.0,0.42327054079358173,0.7417860388755797,0.0,0.0,0.9693225027991086,0.3919339293119859
wpr_weight_0.60,100.0,0.4853445861537774,0.6942245841026305,0.01684275580769112,-0.008536710057939802,0.8472406183256537,0.4431782203490565
wpr_weight_0.60,200.0,0.49884321439702684,0.6916595458984375,0.014943149499818772,-0.0028845513317765307,0.7785456059073486,0.47912297949355903
wpr_weight_0.60,300.0,0.5178755473117439,0.7253623485565186,0.01335900842356367,-0.0022210526652410535,0.7524075830183109,0.4905226072844337
wpr_weight_0.60,400.0,0.5031431447862148,0.728292191028595,0.011477691992348125,-0.0010038301634903,0.7505301971538585,0.494105125074627
wpr_weight_0.60,500.0,0.4782305981181249,0.7046390652656556,0.011168188332509594,-0.0007390905650151449,0.7546312068404556,0.48848512527607785
wpr_weight_0.60,600.0,0.46103963105976226,0.6956289649009705,0.009733712039932627,-0.003830830786837822,0.7604229236207232,0.47675967512010525
wpr_weight_0.60,700.0,0.4414392412567482,0.6838634133338928,0.009567438171548145,-0.004989526563045643,0.766439652925923,0.46961196185875625
wpr_weight_0.60,800.0,0.42430163665192755,0.6585106730461121,0.009280278468403924,-0.0034849191574203154,0.7648188143038378,0.47228412367001016
wpr_weight_0.60,900.0,0.4153106002568626,0.6416811347007751,0.009047250319071033,-0.002281581521892891,0.75068414834868,0.48411030506744246
wpr_weight_0.60,1000.0,0.41882920979308624,0.6510003685951233,0.009844489780222239,-0.0019948259013898378,0.7247916353171041,0.5057255153610212
wpr_weight_0.60,1100.0,0.43218744572828943,0.6692560195922851,0.012526729871101884,-0.001950417550242677,0.7206162488653737,0.5081413061034923
wpr_weight_0.60,1200.0,0.44747116103822016,0.672627317905426,0.015464789367595069,-0.0003991034512474042,0.7164992281189915,0.514354089721769
wpr_weight_0.60,1300.0,0.4586582525044071,0.6712778091430665,0.018297399217341127,0.002719490163895835,0.7135746949539036,0.5213017638276319
wpr_weight_0.60,1400.0,0.4604752937123841,0.6677191495895386,0.020392376388392957,0.004646430700337615,0.7112302557546265,0.5241409702962186
wpr_weight_0.60,1500.0,0.4477703875585908,0.6498600840568542,0.020806096410121665,0.0037495946540695136,0.7045125471264804,0.5265805934586015
wpr_weight_0.60,1600.0,0.42474262753740794,0.6307296276092529,0.019935902289482724,0.001813354929025863,0.6890125416764835,0.5321749992874347
wpr_weight_0.60,1700.0,0.3947337423427766,0.6071215987205505,0.020346303772525626,-0.0002640882674671736,0.6999360105856841,0.5211219926126579
wpr_weight_0.60,1800.0,0.36607488558268775,0.5805924773216248,0.020277022700063606,-0.0011159330892677353,0.7039502227542495,0.5156650256065904
wpr_weight_0.60,1900.0,0.3471152151531192,0.5661189436912536,0.02019350963364057,-0.002811912976267959,0.6837849166678066,0.5339819826427199
wpr_weight_0.60,2000.0,0.38353979046605213,0.5972377538681031,0.023064271599447884,-0.009676963620397652,0.6154130499581901,0.6288152800101479
wpr_weight_1.10,0.0,0.42327054079358173,0.7417860388755797,0.0,0.0,0.9693225027991086,0.3919339293119859
wpr_weight_1.10,100.0,0.5006196156233584,0.6755506753921509,0.014092677704641083,0.006738319411641267,0.8472406183256537,0.41566718911924283
wpr_weight_1.10,200.0,0.5036593767327994,0.6961781501770019,0.012278602092492194,0.0019316110039959435,0.7785456059073486,0.4404575342533826
wpr_weight_1.10,300.0,0.5213708818245049,0.7276754021644593,0.010737730718317295,0.0012742818475198917,0.7524075830183109,0.4442914663314247
wpr_weight_1.10,400.0,0.5046207010495563,0.7270396471023559,0.009110392445848197,0.0004737260998511801,0.7505301971538585,0.44357356929263864
wpr_weight_1.10,500.0,0.4793159072818447,0.701672625541687,0.00893890143227892,0.0003462185987046644,0.7546312068404556,0.43716608012566904
wpr_weight_1.10,600.0,0.46809304969436694,0.6945940375328064,0.007791949273729954,0.003222587847766899,0.7604229236207232,0.42666011181484464
wpr_weight_1.10,700.0,0.4509114205282705,0.6863308787345886,0.007795029039643392,0.004482652708476617,0.766439652925923,0.4207071595761527
wpr_weight_1.10,800.0,0.43102701687011397,0.6598207473754882,0.007684246727040693,0.003240461060766126,0.7648188143038378,0.42190774740720566
wpr_weight_1.10,900.0,0.4199372379093611,0.6418053865432739,0.007490183359363071,0.0023450561306055853,0.75068414834868,0.4314876449351408
wpr_weight_1.10,1000.0,0.42310531688373343,0.6485772848129272,0.008095281037176643,0.002281281189257357,0.7247916353171041,0.45218989874850085
wpr_weight_1.10,1100.0,0.4364920347392344,0.66735759973526,0.01007349051776625,0.0023541714607023534,0.7206162488653737,0.454065625206763
wpr_weight_1.10,1200.0,0.44907212918009365,0.6708625316619873,0.012169357440194019,0.0012018646906260826,0.7164992281189915,0.4600121437644615
wpr_weight_1.10,1300.0,0.45468927368718465,0.6657568931579589,0.01424907434280036,-0.0012494886533266642,0.7135746949539036,0.46808527384628623
wpr_weight_1.10,1400.0,0.45291308479077247,0.6545790314674378,0.015999023745111488,-0.002915778221274052,0.7112302557546265,0.4746007575708277
wpr_weight_1.10,1500.0,0.4417142206756007,0.6411757469177246,0.016583430631106354,-0.00230657222892056,0.7045125471264804,0.48120334633544426
wpr_weight_1.10,1600.0,0.4222048957450908,0.6285109162330628,0.016150797975091946,-0.0007243768632912836,0.6890125416764835,0.49108394431609925
wpr_weight_1.10,1700.0,0.39606177447294416,0.6117372512817383,0.016275382816505316,0.0010639438627003766,0.6999360105856841,0.47749040371515883
wpr_weight_1.10,1800.0,0.3689341127720414,0.589535367488861,0.015987577683785382,0.001743294100085942,0.7039502227542495,0.46671705291050825
wpr_weight_1.10,1900.0,0.3529878874283646,0.5855199456214905,0.015736301684257936,0.0030607592989774454,0.6837849166678066,0.4780209448157238
wpr_weight_1.10,2000.0,0.40114115032256725,0.6376932263374329,0.017883286395279013,0.007924396236117433,0.6154130499581901,0.5547685906094234
surface_scale_200m,0.0,0.42327054079358173,0.7417860388755797,0.0,0.0,0.9693225027991086,0.3919339293119859
surface_scale_200m,100.0,0.5051063293705181,0.6853506684303283,0.016336605809673686,0.011225033158800897,0.7952728085443467,0.4550583604217864
surface_scale_200m,200.0,0.5148000783386494,0.7190322875976562,0.02460736126637831,0.013072312609845994,0.7173778599049865,0.4923762442398758
surface_scale_200m,300.0,0.5331411807262311,0.759523582458496,0.02613136247426522,0.01304458074924611,0.6991372943210716,0.495405759344868
surface_scale_200m,400.0,0.5102439250765728,0.7475458264350892,0.021615717670067446,0.006096950126867764,0.7093674507247013,0.49220853211785276
surface_scale_200m,500.0,0.4805598596886856,0.7169859409332275,0.015867128918150893,0.001590171005545544,0.7238899069745429,0.4796979059477528
surface_scale_200m,600.0,0.46431609376424215,0.7025747418403625,0.011426753471163856,-0.0005543680823579127,0.7378056131348032,0.462470863274738
surface_scale_200m,700.0,0.4448296826283614,0.6900123000144959,0.008770194535209637,-0.0015990851914324537,0.7499306250412782,0.45157717308219597
surface_scale_200m,800.0,0.42615826989279215,0.6640239834785462,0.006792277607525669,-0.0016282859165556863,0.7524389011769735,0.4510216370421727
surface_scale_200m,900.0,0.4162196152261039,0.6455113887786865,0.00543769156338931,-0.0013725665526516011,0.7409573063880456,0.46011982700403997
surface_scale_200m,1000.0,0.41992037468561894,0.6516915798187256,0.00446539702786117,-0.0009036610088571637,0.7168669884695726,0.4803631458462787
surface_scale_200m,1100.0,0.4338881473545553,0.669669258594513,0.003324778301089036,-0.0002497159239767837,0.714703912397965,0.48082649417999695
surface_scale_200m,1200.0,0.4479709030807662,0.6719990611076355,0.002480918675267539,0.0001006385912986792,0.7121050399248483,0.4862256720358012
surface_scale_200m,1300.0,0.4562005012941246,0.6672533631324767,0.001855834488536702,0.0002617389536132904,0.7103332068882927,0.4936349424136644
surface_scale_200m,1400.0,0.4561547486471529,0.661020028591156,0.0013605947021533603,0.00032588563510636034,0.7088505073397958,0.4984694331276173
surface_scale_200m,1500.0,0.44428270500318773,0.6423932194709777,0.0009731330129565025,0.00026191209866648535,0.7027429210037744,0.5030900545552427
surface_scale_200m,1600.0,0.42307222515773946,0.629194724559784,0.0006834719540262852,0.00014295254935737416,0.6876614795512512,0.5109433458632782
surface_scale_200m,1700.0,0.3950091302090762,0.6099702000617981,0.0004499434244160463,1.129959883237658e-05,0.6989924861352985,0.4980937684569754
surface_scale_200m,1800.0,0.36713690377709246,0.5844204664230347,0.00030626383076767387,-5.391489486305081e-05,0.7032776168879626,0.48928567707037723
surface_scale_200m,1900.0,0.3498467696366646,0.5740048885345459,0.00024495221493320735,-8.03584927225671e-05,0.6832664166535793,0.5032913416230521
surface_scale_200m,2000.0,0.39318521628234565,0.620641791820526,0.0002740897578136975,-3.1537804104128375e-05,0.6149582623111672,0.5877828245689602
surface_scale_500m,0.0,0.42327054079358173,0.7417860388755797,0.0,0.0,0.9693225027991086,0.3919339293119859
surface_scale_500m,100.0,0.48434242386133874,0.6821733474731445,0.013711114324369923,-0.009538872350378483,0.8955228760319741,0.4052377048803836
surface_scale_500m,200.0,0.48898715821563266,0.6732807040214538,0.02315834247443427,-0.012740607513170712,0.8444900238785853,0.4238877753893725
surface_scale_500m,300.0,0.5053314742671341,0.6937017798423767,0.028611800926072257,-0.01476512570985082,0.8189938094149403,0.4298220059164718
surface_scale_500m,400.0,0.4951298634097928,0.6979652404785156,0.02790200606721933,-0.009017111539912252,0.8101366358931039,0.4314179250673086
surface_scale_500m,500.0,0.4751051158678918,0.6832152724266052,0.024402463049734053,-0.0038645728152482306,0.8061601883580848,0.42890090084448007
surface_scale_500m,600.0,0.46436215153976934,0.6850882053375245,0.020784596377918844,-0.0005083103068307096,0.8042728530831125,0.4229162513851976
surface_scale_500m,700.0,0.4484473013738338,0.6773954033851624,0.018611351190423335,0.00201853355403994,0.803432221487075,0.42086343027535034
surface_scale_500m,800.0,0.43070137953343224,0.6498243808746338,0.01665716668745192,0.0029148237240843983,0.796855796399523,0.4248166984226666
surface_scale_500m,900.0,0.42061860249036787,0.6346700668334961,0.015367429081846972,0.003026420711612358,0.7797333011678717,0.4362776361164354
surface_scale_500m,1000.0,0.42306583304794465,0.6448271155357361,0.014518709142668909,0.002241797353468594,0.7520856344578217,0.45744869705437186
surface_scale_500m,1100.0,0.43469570852986045,0.65991131067276,0.012714623370949103,0.0005578452513283756,0.7440845937466993,0.46369550835614015
surface_scale_500m,1200.0,0.44720085406539534,0.6611868023872375,0.011046796636421139,-0.0006694104240722016,0.7365883646821346,0.47245067322955414
surface_scale_500m,1300.0,0.45449083326171996,0.6570503950119019,0.009559816512025419,-0.001447929078791322,0.7306324900413046,0.4819347078559779
surface_scale_500m,1400.0,0.453880852883031,0.6517202973365783,0.008088493230892401,-0.0019480101290155574,0.7256366572102436,0.48858016811642185
surface_scale_500m,1500.0,0.44225197970008506,0.6337151527404785,0.006662280077622289,-0.0017688132044361706,0.7168298497420399,0.494456123024905
surface_scale_500m,1600.0,0.4218263965981061,0.6224097728729248,0.0053881853479011005,-0.0011028760102759748,0.6998193371124198,0.5031123831492512
surface_scale_500m,1700.0,0.3948999151587486,0.6043726086616515,0.004090255108915744,-9.7915451495158e-05,0.7086047150650803,0.4922983018290095
surface_scale_500m,1800.0,0.3677501067537077,0.5797232866287231,0.0032064713645024315,0.000559288081752152,0.7110451038358878,0.4848923236882987
surface_scale_500m,1900.0,0.3508836050798484,0.5702303409576416,0.0029441822434262354,0.0009564769504611947,0.6900616754002932,0.4995124108078672
surface_scale_500m,2000.0,0.39362101035297703,0.6170570731163025,0.003716657738260576,0.0004042562665272446,0.6217288269429934,0.5811822197088102
