longitude_deg,latitude_deg,height_agl_m,turbulence_index,coverage,uncertainty,radar_contribution,wpr_contribution,surface_contribution
118.69120962839821,31.202767352511447,200.0,0.3796412,0.5845447,0.5490172,0.0,0.44986117,0.55013883
118.70180009177935,31.202767352511447,200.0,0.36360633,0.5839789,0.54624134,0.0,0.4523458,0.5476542
118.71239055516048,31.202767352511447,200.0,0.36321154,0.5829819,0.5483047,0.0,0.4587021,0.5412979
118.72298101854162,31.202767352511447,200.0,0.35071388,0.58155906,0.5415576,0.0,0.4531454,0.54685456
118.73357148192275,31.202767352511447,200.0,0.3487477,0.5811487,0.5404451,0.0,0.4543298,0.5456702
118.74416194530387,31.202767352511447,200.0,0.33881864,0.5913295,0.53480387,0.0,0.44932023,0.5506798
118.75475240868501,31.202767352511447,200.0,0.33446872,0.5932311,0.5294941,0.0,0.44354564,0.55645436
118.76534287206614,31.202767352511447,200.0,0.32582188,0.60443,0.519484,0.0,0.43040547,0.56959456
118.77593333544728,31.202767352511447,200.0,0.31977957,0.6083723,0.5118161,0.0,0.42051592,0.5794841
118.78652379882841,31.202767352511447,200.0,0.31439334,0.6089415,0.50778425,0.0,0.41627997,0.58372
118.79711426220955,31.202767352511447,200.0,0.3064085,0.6090506,0.50674266,0.0,0.4169428,0.5830572
118.80770472559067,31.202767352511447,200.0,0.3003969,0.6087006,0.50537467,0.0,0.41664338,0.5833566
118.8182951889718,31.202767352511447,200.0,0.29385206,0.60789394,0.50500035,0.0,0.4177837,0.5822163
118.82888565235294,31.202767352511447,200.0,0.28657413,0.6066344,0.505163,0.0,0.4196056,0.5803944
118.83947611573407,31.202767352511447,200.0,0.2785056,0.60492694,0.50548124,0.0,0.4214427,0.5785573
118.85006657911521,31.202767352511447,200.0,0.2637387,0.60277784,0.50772077,0.0,0.4261651,0.5738349
118.86065704249634,31.202767352511447,200.0,0.25256312,0.60483813,0.50397855,0.0,0.4203643,0.5796357
118.87124750587746,31.202767352511447,200.0,0.24298444,0.60704964,0.49953705,0.0,0.41311064,0.5868894
118.8818379692586,31.202767352511447,200.0,0.23379472,0.6088137,0.494889,0.0,0.4052738,0.5947262
118.89242843263973,31.202767352511447,200.0,0.22571994,0.6101251,0.49027485,0.0,0.39737105,0.60262895
118.90301889602087,31.202767352511447,200.0,0.2068516,0.61098015,0.46437955,0.0,0.35494423,0.6450558
118.913609359402,31.202767352511447,200.0,0.2103137,0.61137617,0.46723637,0.0,0.3597077,0.6402923
118.92419982278314,31.202767352511447,200.0,0.21238731,0.61131203,0.46670648,0.0,0.35901305,0.6409869
118.93479028616427,31.202767352511447,200.0,0.21680945,0.6107877,0.46649182,0.0,0.35890076,0.6410993
118.9453807495454,31.202767352511447,200.0,0.21731935,0.61105055,0.46281615,0.0,0.3529883,0.6470117
118.95597121292653,31.202767352511447,200.0,0.2231226,0.6112821,0.4624038,0.0,0.3524017,0.6475983
118.96656167630766,31.202767352511447,200.0,0.2239143,0.6110532,0.4643075,0.0,0.35476783,0.64523214
118.9771521396888,31.202767352511447,200.0,0.22768927,0.61036396,0.46548498,0.0,0.35613835,0.64386165
118.98774260306993,31.202767352511447,200.0,0.23108755,0.60921574,0.46739075,0.0,0.35844716,0.6415528
118.99833306645107,31.202767352511447,200.0,0.2545146,0.60761136,0.48706013,0.0,0.38941532,0.6105847
119.00892352983219,31.202767352511447,200.0,0.26086313,0.6055548,0.49127012,0.0,0.39510855,0.6048915
119.01951399321332,31.202767352511447,200.0,0.2675006,0.60305154,0.49534804,0.0,0.40038836,0.59961164
119.03010445659446,31.202767352511447,200.0,0.27412093,0.6022886,0.49776313,0.0,0.40275058,0.5972494
119.04069491997559,31.202767352511447,200.0,0.27549672,0.6038378,0.49862075,0.0,0.40245268,0.59754735
119.05128538335673,31.202767352511447,200.0,0.2846211,0.60494065,0.4962183,0.0,0.39659384,0.6034062
119.06187584673786,31.202767352511447,200.0,0.28921965,0.60559225,0.4974472,0.0,0.39647007,0.60352993
119.07246631011898,31.202767352511447,200.0,0.29302347,0.60578865,0.49954727,0.0,0.3975868,0.60241324
119.08305677350012,31.202767352511447,200.0,0.29636097,0.6055274,0.50277025,0.0,0.40033728,0.5996627
119.09364723688125,31.202767352511447,200.0,0.2999731,0.60609126,0.5064333,0.0,0.40359506,0.59640497
119.10423770026239,31.202767352511447,200.0,0.3041934,0.60630757,0.51148415,0.0,0.40883672,0.5911633
119.11482816364352,31.202767352511447,200.0,0.31388098,0.6060643,0.5165397,0.0,0.41339567,0.58660436
119.12541862702466,31.202767352511447,200.0,0.32178578,0.60535985,0.52337664,0.0,0.42063075,0.57936925
119.13600909040579,31.202767352511447,200.0,0.3315979,0.60419405,0.529838,0.0,0.4266911,0.5733089
119.14659955378691,31.202767352511447,200.0,0.34215945,0.6044859,0.5341406,0.0,0.42878488,0.5712151
119.15719001716805,31.202767352511447,200.0,0.35151708,0.6050022,0.5368146,0.0,0.42811716,0.57188284
119.16778048054918,31.202767352511447,200.0,0.35774168,0.60505915,0.53841585,0.0,0.42606977,0.5739302
119.17837094393032,31.202767352511447,200.0,0.35969153,0.60465354,0.5393404,0.0,0.4236208,0.5763792
119.18896140731145,31.202767352511447,200.0,0.35736886,0.60378367,0.53982496,0.0,0.42116895,0.5788311
119.19955187069259,31.202767352511447,200.0,0.35183117,0.6024491,0.5397762,0.0,0.41830748,0.5816925
119.21014233407371,31.202767352511447,200.0,0.34141266,0.60065085,0.5409844,0.0,0.41789666,0.5821034
119.22073279745484,31.202767352511447,200.0,0.33329475,0.5983913,0.53908765,0.0,0.41208303,0.587917
119.23132326083598,31.202767352511447,200.0,0.32605937,0.5956741,0.5362263,0.0,0.40449756,0.59550244
119.24191372421711,31.202767352511447,200.0,0.3206504,0.59637207,0.5299778,0.0,0.39159837,0.6084016
119.25250418759825,31.202767352511447,200.0,0.31696558,0.59752566,0.5225329,0.0,0.3769412,0.6230588
119.26309465097938,31.202767352511447,200.0,0.3147625,0.5982274,0.5150584,0.0,0.36238095,0.637619
119.2736851143605,31.202767352511447,200.0,0.31564534,0.5984712,0.5081428,0.0,0.34867164,0.6513283
119.28427557774164,31.202767352511447,200.0,0.3145217,0.59825236,0.502893,0.0,0.3376027,0.6623973
119.29486604112277,31.202767352511447,200.0,0.31256312,0.59780455,0.49909163,0.0,0.32865173,0.6713483
118.2993624832963,31.211750464261357,200.0,0.1932292,0.5529801,0.5919405,0.0,0.33205995,0.66794
118.30995294667744,31.211750464261357,200.0,0.14832303,0.5572115,0.5071116,0.0,0.24566066,0.75433934
118.32054341005858,31.211750464261357,200.0,0.1499457,0.5526583,0.5079283,0.0,0.2509836,0.7490164
118.33113387343971,31.211750464261357,200.0,0.15292755,0.55596966,0.5037257,0.0,0.25145444,0.7485456
118.34172433682083,31.211750464261357,200.0,0.15631075,0.55883723,0.4999081,0.0,0.25224006,0.74775994
118.35231480020197,31.211750464261357,200.0,0.15948461,0.56125695,0.49629948,0.0,0.25312534,0.7468747
118.3629052635831,31.211750464261357,200.0,0.19302289,0.57164395,0.5357,0.0,0.3023693,0.6976307
118.37349572696424,31.211750464261357,200.0,0.19789994,0.5731571,0.5348546,0.0,0.30679205,0.6932079
118.38408619034537,31.211750464261357,200.0,0.20762436,0.57420975,0.53419924,0.0,0.31170806,0.68829197
118.3946766537265,31.211750464261357,200.0,0.21543863,0.5748038,0.5382554,0.0,0.32204032,0.6779597
118.40526711710763,31.211750464261357,200.0,0.2254983,0.57494247,0.54445124,0.0,0.3352807,0.6647193
118.41585758048876,31.211750464261357,200.0,0.24934363,0.5746303,0.5576954,0.0,0.35824195,0.641758
118.4264480438699,31.211750464261357,200.0,0.26444134,0.57387346,0.5641122,0.0,0.37244037,0.62755966
118.43703850725103,31.211750464261357,200.0,0.2885959,0.567858,0.5688621,0.0,0.38421303,0.61578697
118.44762897063217,31.211750464261357,200.0,0.3452026,0.5780622,0.5924739,0.0,0.41827095,0.58172905
118.4582194340133,31.211750464261357,200.0,0.36061642,0.579544,0.59181166,0.0,0.42103592,0.5789641
118.46880989739444,31.211750464261357,200.0,0.3868137,0.5723096,0.5905304,0.0,0.42024916,0.57975084
118.47940036077556,31.211750464261357,200.0,0.40825668,0.5614005,0.59679264,0.0,0.4297376,0.5702624
118.48999082415669,31.211750464261357,200.0,0.4215569,0.561588,0.5978779,0.0,0.4331957,0.5668043
118.50058128753783,31.211750464261357,200.0,0.43475372,0.5613484,0.5989346,0.0,0.43612015,0.56387985
118.51117175091896,31.211750464261357,200.0,0.45848784,0.5720292,0.5954225,0.0,0.42882887,0.57117116
118.5217622143001,31.211750464261357,200.0,0.48864207,0.56073105,0.59200495,0.0,0.41858828,0.5814117
118.53235267768123,31.211750464261357,200.0,0.4906121,0.5734918,0.5840388,0.0,0.41166848,0.5883315
118.54294314106235,31.211750464261357,200.0,0.5141903,0.56322,0.57808566,0.0,0.39956802,0.600432
118.55353360444349,31.211750464261357,200.0,0.51550573,0.5638217,0.57735974,0.0,0.40194365,0.5980564
118.56412406782462,31.211750464261357,200.0,0.50245506,0.57523096,0.5769364,0.0,0.40995514,0.59004486
118.57471453120576,31.211750464261357,200.0,0.49725345,0.5749368,0.5780891,0.0,0.41716033,0.58283967
118.58530499458689,31.211750464261357,200.0,0.48920915,0.5742125,0.57951903,0.0,0.4258538,0.5741462
118.59589545796803,31.211750464261357,200.0,0.47831655,0.57306415,0.580768,0.0,0.43546405,0.5645359
118.60648592134915,31.211750464261357,200.0,0.46588063,0.5741974,0.5795943,0.0,0.4422886,0.55771136
118.61707638473028,31.211750464261357,200.0,0.4551211,0.57713205,0.58370435,0.0,0.45606095,0.54393905
118.62766684811142,31.211750464261357,200.0,0.44561127,0.5796366,0.5797755,0.0,0.45761263,0.54238737
118.63825731149255,31.211750464261357,200.0,0.43267262,0.58170617,0.5751477,0.0,0.45911074,0.54088926
118.64884777487369,31.211750464261357,200.0,0.42162743,0.5833374,0.57021236,0.0,0.45906854,0.54093146
118.65943823825482,31.211750464261357,200.0,0.39301956,0.5845283,0.5484374,0.0,0.4377713,0.5622287
118.67002870163596,31.211750464261357,200.0,0.38915864,0.585278,0.54725343,0.0,0.4402567,0.5597433
118.68061916501708,31.211750464261357,200.0,0.38785148,0.58558685,0.5482345,0.0,0.44532928,0.5546707
118.69120962839821,31.211750464261357,200.0,0.38126844,0.58545667,0.5505574,0.0,0.45390645,0.5460935
118.70180009177935,31.211750464261357,200.0,0.36638933,0.5848906,0.54889494,0.0,0.45806757,0.54193246
118.71239055516048,31.211750464261357,200.0,0.36644247,0.5838929,0.5513026,0.0,0.46493065,0.53506935
118.72298101854162,31.211750464261357,200.0,0.35435784,0.58246905,0.54517895,0.0,0.46045607,0.5395439
118.73357148192275,31.211750464261357,200.0,0.352362,0.58217317,0.54360753,0.0,0.46093252,0.5390675
118.74416194530387,31.211750464261357,200.0,0.34289157,0.5923659,0.5371108,0.0,0.4545165,0.5454835
118.75475240868501,31.211750464261357,200.0,0.3420044,0.5999377,0.5291453,0.0,0.44373855,0.5562615
118.76534287206614,31.211750464261357,200.0,0.329273,0.6054816,0.5200367,0.0,0.4328612,0.5671388
118.77593333544728,31.211750464261357,200.0,0.32278407,0.60942835,0.5117379,0.0,0.422013,0.57798696
118.78652379882841,31.211750464261357,200.0,0.31694576,0.60999817,0.50709575,0.0,0.41685548,0.5831445
118.79711426220955,31.211750464261357,200.0,0.30861002,0.6101073,0.50566083,0.0,0.41695338,0.5830466
118.80770472559067,31.211750464261357,200.0,0.30226606,0.6097568,0.5041185,0.0,0.4164209,0.5835791
118.8182951889718,31.211750464261357,200.0,0.29544237,0.60894924,0.5036767,0.0,0.4174955,0.5825045
118.82888565235294,31.211750464261357,200.0,0.28794205,0.6076882,0.5038171,0.0,0.4193191,0.5806809
118.83947611573407,31.211750464261357,200.0,0.27971408,0.60597867,0.50413996,0.0,0.42119625,0.5788038
118.85006657911521,31.211750464261357,200.0,0.26488033,0.6038271,0.5063649,0.0,0.42594525,0.5740547
118.86065704249634,31.211750464261357,200.0,0.2535192,0.6052359,0.5030897,0.0,0.42093447,0.57906556
118.87124750587746,31.211750464261357,200.0,0.24378318,0.6074465,0.49874237,0.0,0.41382334,0.58617663
118.8818379692586,31.211750464261357,200.0,0.23438674,0.60920984,0.49418542,0.0,0.40610644,0.5938935
118.89242843263973,31.211750464261357,200.0,0.22603238,0.6105207,0.48964295,0.0,0.39827242,0.60172755
118.90301889602087,31.211750464261357,200.0,0.20692272,0.61137533,0.46409792,0.0,0.3562048,0.6437952
118.913609359402,31.211750464261357,200.0,0.20976692,0.61177117,0.4669596,0.0,0.36092907,0.6390709
118.92419982278314,31.211750464261357,200.0,0.21121435,0.611707,0.46645105,0.0,0.3602006,0.63979936
118.93479028616427,31.211750464261357,200.0,0.215173,0.6111828,0.4663198,0.0,0.36018193,0.6398181
118.9453807495454,31.211750464261357,200.0,0.21541552,0.61127955,0.4629065,0.0,0.35462397,0.645376
118.95597121292653,31.211750464261357,200.0,0.2210295,0.6115105,0.46262196,0.0,0.35423678,0.6457632
118.96656167630766,31.211750464261357,200.0,0.22170794,0.61128145,0.46458685,0.0,0.35670027,0.64329976
118.9771521396888,31.211750464261357,200.0,0.22567025,0.61059237,0.46581256,0.0,0.358183,0.64181703
118.98774260306993,31.211750464261357,200.0,0.22941697,0.6094447,0.4677185,0.0,0.36054283,0.63945717
118.99833306645107,31.211750464261357,200.0,0.24426861,0.60784113,0.48292854,0.0,0.38425398,0.615746
119.00892352983219,31.211750464261357,200.0,0.25933868,0.6057858,0.49064025,0.0,0.39595735,0.60404265
119.01951399321332,31.211750464261357,200.0,0.26633155,0.603284,0.49438065,0.0,0.4007336,0.5992664
119.03010445659446,31.211750464261357,200.0,0.27328265,0.6039925,0.49540555,0.0,0.40086558,0.5991344
119.04069491997559,31.211750464261357,200.0,0.27493092,0.6055466,0.49580392,0.0,0.39983258,0.6001674
119.05128538335673,31.211750464261357,200.0,0.284513,0.6066537,0.49294624,0.0,0.39325875,0.60674125
119.06187584673786,31.211750464261357,200.0,0.2890794,0.6073082,0.49382952,0.0,0.39260045,0.6073996
119.07246631011898,31.211750464261357,200.0,0.29261902,0.6075064,0.4956952,0.0,0.39337116,0.60662884
119.08305677350012,31.211750464261357,200.0,0.29456475,0.6072456,0.49979952,0.0,0.39760777,0.6023922
119.09364723688125,31.211750464261357,200.0,0.2971999,0.60728246,0.50387514,0.0,0.4016042,0.59839576
119.10423770026239,31.211750464261357,200.0,0.30099204,0.6074995,0.5088063,0.0,0.40672213,0.5932779
119.11482816364352,31.211750464261357,200.0,0.31039387,0.6072563,0.51409256,0.0,0.4117576,0.5882424
119.12541862702466,31.211750464261357,200.0,0.31829122,0.60655123,0.5217148,0.0,0.42033386,0.57966614
119.13600909040579,31.211750464261357,200.0,0.32851076,0.60538405,0.52910024,0.0,0.42792162,0.57207835
119.14659955378691,31.211750464261357,200.0,0.33952776,0.6047302,0.53486216,0.0,0.43234932,0.5676507
119.15719001716805,31.211750464261357,200.0,0.34928587,0.6052442,0.5382202,0.0,0.43271455,0.5672855
119.16778048054918,31.211750464261357,200.0,0.35550883,0.6052993,0.5402265,0.0,0.43128523,0.5687148
119.17837094393032,31.211750464261357,200.0,0.35699168,0.60489213,0.54125655,0.0,0.4290532,0.5709468
119.18896140731145,31.211750464261357,200.0,0.35390532,0.60402095,0.54158163,0.0,0.42644358,0.5735564
119.19955187069259,31.211750464261357,200.0,0.34759688,0.60268545,0.54120773,0.0,0.42313582,0.5768642
119.21014233407371,31.211750464261357,200.0,0.336431,0.6008865,0.5419422,0.0,0.42201105,0.5779889
119.22073279745484,31.211750464261357,200.0,0.32803905,0.5986266,0.53975797,0.0,0.41565546,0.5843445
119.23132326083598,31.211750464261357,200.0,0.3208386,0.59625757,0.5365219,0.0,0.40735978,0.5926402
119.24191372421711,31.211750464261357,200.0,0.3156296,0.5969757,0.53022933,0.0,0.3942282,0.60577184
119.25250418759825,31.211750464261357,200.0,0.31232947,0.59812826,0.5228004,0.0,0.37942833,0.6205717
119.26309465097938,31.211750464261357,200.0,0.31295168,0.598829,0.5151983,0.0,0.3643821,0.6356179
119.2736851143605,31.211750464261357,200.0,0.3121566,0.5990716,0.5083517,0.0,0.35079715,0.6492028
119.28427557774164,31.211750464261357,200.0,0.31093654,0.5988515,0.5025346,0.0,0.33889163,0.6611084
119.29486604112277,31.211750464261357,200.0,0.31008303,0.5981751,0.49934834,0.0,0.33064175,0.66935825
118.2993624832963,31.220733576011266,200.0,0.19287945,0.5525555,0.5961314,0.0,0.33809465,0.66190535
118.30995294667744,31.220733576011266,200.0,0.18986523,0.556784,0.5847499,0.0,0.3311253,0.6688747
118.32054341005858,31.220733576011266,200.0,0.14705697,0.5605728,0.5034193,0.0,0.247341,0.75265896
118.33113387343971,31.220733576011266,200.0,0.14894569,0.5555563,0.504653,0.0,0.25307542,0.7469246
118.34172433682083,31.220733576011266,200.0,0.15229702,0.5584236,0.50101465,0.0,0.25405788,0.7459421
118.35231480020197,31.220733576011266,200.0,0.15545201,0.56084394,0.49754733,0.0,0.25510645,0.74489355
118.3629052635831,31.220733576011266,200.0,0.1899887,0.5712147,0.5376678,0.0,0.30561656,0.69438344
118.37349572696424,31.220733576011266,200.0,0.19541113,0.5727301,0.53710186,0.0,0.31046534,0.68953466
118.38408619034537,31.220733576011266,200.0,0.20595908,0.5737861,0.53650355,0.0,0.31559142,0.6844086
118.3946766537265,31.220733576011266,200.0,0.21424346,0.57438433,0.54064393,0.0,0.32617807,0.6738219
118.40526711710763,31.220733576011266,200.0,0.22480081,0.57486373,0.5467686,0.0,0.33951166,0.6604883
118.41585758048876,31.220733576011266,200.0,0.2401459,0.5667408,0.56075346,0.0,0.3634012,0.6365988
118.4264480438699,31.220733576011266,200.0,0.26510844,0.5747731,0.5665208,0.0,0.37721497,0.62278503
118.43703850725103,31.220733576011266,200.0,0.29076594,0.5685607,0.5718492,0.0,0.38982818,0.6101718
118.44762897063217,31.220733576011266,200.0,0.32072982,0.57877207,0.5779819,0.0,0.40235534,0.5976446
118.4582194340133,31.220733576011266,200.0,0.37799034,0.5719794,0.5921841,0.0,0.42029628,0.57970375
118.46880989739444,31.220733576011266,200.0,0.3920438,0.57301736,0.5918584,0.0,0.42272067,0.5772793
118.47940036077556,31.220733576011266,200.0,0.40547356,0.57360893,0.59278744,0.0,0.42650902,0.573491
118.48999082415669,31.220733576011266,200.0,0.4291403,0.5622908,0.5987403,0.0,0.4339738,0.5660262
118.50058128753783,31.220733576011266,200.0,0.45336583,0.5734654,0.5955263,0.0,0.42737138,0.5726286
118.51117175091896,31.220733576011266,200.0,0.4842984,0.56139076,0.593378,0.0,0.41898662,0.5810134
118.5217622143001,31.220733576011266,200.0,0.4962432,0.5624985,0.5901896,0.0,0.41500375,0.5849963
118.53235267768123,31.220733576011266,200.0,0.5176713,0.56395924,0.5778884,0.0,0.39559203,0.60440797
118.54294314106235,31.220733576011266,200.0,0.52125,0.56498957,0.5760372,0.0,0.39578798,0.604212
118.55353360444349,31.220733576011266,200.0,0.52278036,0.56559014,0.5752181,0.0,0.3979013,0.6020987
118.56412406782462,31.220733576011266,200.0,0.5099345,0.57703537,0.57522136,0.0,0.40636677,0.59363323
118.57471453120576,31.220733576011266,200.0,0.50477386,0.5767372,0.5766829,0.0,0.41390675,0.58609325
118.58530499458689,31.220733576011266,200.0,0.4965345,0.57600754,0.5785192,0.0,0.42318442,0.57681555
118.59589545796803,31.220733576011266,200.0,0.48515406,0.5748524,0.5802228,0.0,0.4336102,0.5663898
118.60648592134915,31.220733576011266,200.0,0.47148424,0.5746605,0.58034045,0.0,0.4428012,0.5571988
118.61707638473028,31.220733576011266,200.0,0.47415343,0.57759607,0.58834255,0.0,0.45674425,0.54325575
118.62766684811142,31.220733576011266,200.0,0.44938558,0.58010155,0.5809396,0.0,0.45960847,0.54039156
118.63825731149255,31.220733576011266,200.0,0.4357069,0.58217216,0.5766144,0.0,0.46197218,0.5380278
118.64884777487369,31.220733576011266,200.0,0.42409167,0.5838044,0.5719079,0.0,0.4625976,0.5374024
118.65943823825482,31.220733576011266,200.0,0.41565615,0.58499634,0.5679387,0.0,0.46288556,0.53711444
118.67002870163596,31.220733576011266,200.0,0.39164713,0.585747,0.55019087,0.0,0.44598854,0.55401146
118.68061916501708,31.220733576011266,200.0,0.38340628,0.58605695,0.55175173,0.0,0.4539801,0.5460199
118.69120962839821,31.220733576011266,200.0,0.38447186,0.58592796,0.55432385,0.0,0.46095473,0.5390453
118.70180009177935,31.220733576011266,200.0,0.37035918,0.585363,0.55360055,0.0,0.4667075,0.53329253
118.71239055516048,31.220733576011266,200.0,0.37081215,0.58436644,0.5561112,0.0,0.47369868,0.5263013
118.72298101854162,31.220733576011266,200.0,0.35898834,0.58294386,0.55046123,0.0,0.47016108,0.5298389
118.73357148192275,31.220733576011266,200.0,0.3569673,0.58276355,0.5483007,0.0,0.46971598,0.530284
118.74416194530387,31.220733576011266,200.0,0.34787548,0.59295815,0.5408949,0.0,0.46182847,0.5381715
118.75475240868501,31.220733576011266,200.0,0.34661555,0.60053134,0.5318594,0.0,0.4492962,0.55070376
118.76534287206614,31.220733576011266,200.0,0.34128022,0.6060764,0.521678,0.0,0.4355306,0.5644694
118.77593333544728,31.220733576011266,200.0,0.3307372,0.6100241,0.51508194,0.0,0.42828843,0.5717116
118.78652379882841,31.220733576011266,200.0,0.32019207,0.6105944,0.50781184,0.0,0.41949365,0.5805063
118.79711426220955,31.220733576011266,200.0,0.31123164,0.6107039,0.5059006,0.0,0.41894144,0.58105856
118.80770472559067,31.220733576011266,200.0,0.30430758,0.61035377,0.5039775,0.0,0.41786918,0.5821308
118.8182951889718,31.220733576011266,200.0,0.2970219,0.6095464,0.5032146,0.0,0.41848093,0.58151907
118.82888565235294,31.220733576011266,200.0,0.28923714,0.60828555,0.50309384,0.0,0.41991797,0.580082
118.83947611573407,31.220733576011266,200.0,0.27879915,0.60657614,0.50304705,0.0,0.42126343,0.5787366
118.85006657911521,31.220733576011266,200.0,0.27008778,0.6044246,0.50288,0.0,0.42200178,0.5779982
118.86065704249634,31.220733576011266,200.0,0.2548506,0.6051809,0.50252634,0.0,0.42191413,0.57808584
118.87124750587746,31.220733576011266,200.0,0.24526456,0.6073885,0.49831703,0.0,0.41504434,0.58495563
118.8818379692586,31.220733576011266,200.0,0.23598394,0.6091494,0.49394494,0.0,0.40763852,0.59236145
118.89242843263973,31.220733576011266,200.0,0.22763123,0.61045843,0.48959377,0.0,0.40010652,0.59989345
118.90301889602087,31.220733576011266,200.0,0.2082813,0.61131185,0.46425104,0.0,0.35816035,0.6418396
118.913609359402,31.220733576011266,200.0,0.2057841,0.6117071,0.46330947,0.0,0.356451,0.64354897
118.92419982278314,31.220733576011266,200.0,0.21091893,0.61164284,0.46672255,0.0,0.36217368,0.6378263
118.93479028616427,31.220733576011266,200.0,0.21387327,0.61111933,0.46668628,0.0,0.36220294,0.63779706
118.9453807495454,31.220733576011266,200.0,0.2131938,0.6110501,0.46352276,0.0,0.3569085,0.6430915
118.95597121292653,31.220733576011266,200.0,0.21396483,0.6112802,0.46486577,0.0,0.35857126,0.64142877
118.96656167630766,31.220733576011266,200.0,0.21855369,0.6110509,0.46549764,0.0,0.35938984,0.64061016
118.9771521396888,31.220733576011266,200.0,0.22275212,0.61036247,0.46676993,0.0,0.36099777,0.6390022
118.98774260306993,31.220733576011266,200.0,0.22697558,0.60921615,0.46863532,0.0,0.36336765,0.6366323
118.99833306645107,31.220733576011266,200.0,0.24209721,0.6076148,0.4833412,0.0,0.38650176,0.6134982
119.00892352983219,31.220733576011266,200.0,0.25742424,0.60556245,0.49063072,0.0,0.39765826,0.6023418
