station_name,station_id,time,timezone,longitude_deg,latitude_deg,site_altitude_m,height_m,wind_dir_deg,wind_speed_mps,vertical_speed_mps,quality_flag_1,quality_flag_2,cn2_m_neg_2_3,profiler_source,profile_id,temperature_c,pressure_hpa,potential_temperature_k,u_ms,v_ms,dtheta_dz_k_per_m,du_dz_per_s,dv_dz_per_s,n2_per_s2,shear2_per_s2,ri_model_a,ri_target,turbulence_index,nearest_radiometer_gap_min,model_b_shear_per_s,horizontal_wind_tendency_mps2,vertical_wind_tendency_mps2,shear_tendency_per_s2,temporal_support_count
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,700.0,283.4,2.4,0.1,100,100,1.6e-16,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,24.286,920.4515765046013,304.571499465995,2.334662107702552,-0.5561949683859763,0.004904977686676748,0.009000249175043058,-0.0037532251507119124,0.00015793138726172566,9.509118424479972e-05,1.6608415229654951,1.6608415229654951,0.37582095414893585,0.0,0.004421594023347563,0.0008075160805508342,4.629629629629631e-05,1.1492343512930632e-06,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,760.0,277.7,2.6,0.0,100,100,9.7e-17,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,23.9226,914.1259162084463,304.79993847707436,2.5765563192585748,-0.348364082087558,0.003929185162619309,0.004636651334362658,0.006531052883306049,0.00012641781972636077,6.415318736098727e-05,1.9705617900949026,1.9705617900949026,0.3366366602217867,0.0,0.0014943057820091712,0.0008776530454201318,0.0,9.976209103827941e-07,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,820.0,265.5,2.9,-0.1,100,100,7.5e-17,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,23.573,907.8362108722541,305.0430016855093,2.891060267826071,0.22753137761074957,0.004136899444304398,0.0015260287589618235,0.0077834534615578215,0.0001329947735608547,6.2910911561415e-05,2.1140175886820893,2.1140175886820893,0.3211285651161716,0.0,0.002087906868989069,0.0008690809937192197,0.0,2.7617705982263146e-07,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,940.0,251.6,2.3,-0.0,100,100,2.5e-17,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,22.9024,895.3650420123033,305.56003265171915,2.182414826782342,0.7259927849783351,0.004074113307305893,-0.005941667160344889,0.0017316044376616125,0.00013075467664526232,3.830186257285028e-05,3.4137942090039735,3.4137942090039735,0.22656244325121405,0.0,0.003322270173379299,0.0005650856951751878,4.629629629629629e-05,1.428654373606871e-06,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,1060.0,246.3,1.6,0.0,100,100,3.3e-17,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,22.1754,883.0363227087255,306.02078887926274,1.4650601493432978,0.6431164426495366,0.004122414954857989,-0.0051054754674669505,-8.929998683317869e-06,0.00013210566760877207,2.606595949378336e-05,5.068129858802197,5.068129858802197,0.16479541856696395,0.0,0.003421457121532131,0.0002993241247383696,0.0,1.1323574842353217e-06,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,1180.0,232.9,1.2,0.1,100,100,1.4e-16,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,21.512,870.8489106783697,306.5494122408851,0.9571007145902742,0.7238495852943387,0.004350563449826428,-0.0028691725899864526,0.0005669057451976886,0.00013917643078602547,8.553533475067714e-06,16.271220682271743,16.271220682271743,0.05789978707332843,0.0,0.0026733406109991143,0.00029421155188750407,4.629629629629631e-05,7.93801678540446e-07,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,1300.0,224.9,1.1,-0.1,100,100,1.5e-16,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,20.834,858.8025061243286,307.0649241072211,0.7764587277465491,0.7791738214969819,0.004458014528900156,-0.0006526082442837766,-0.0013019227122563085,0.00014237441253489824,2.120900269195976e-06,67.12923497759363,20.0,0.047619047619047616,0.0,0.001540160793279044,0.00027499887187525384,4.629629629629636e-05,6.366520285417005e-07,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,1420.0,242.8,0.9,-0.0,100,100,5e-17,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,20.191200000000002,846.8962107015283,307.6193357278211,0.8004747359621678,0.41138813435282473,0.004329879558203853,0.0013277476388201615,-0.0028152278201942355,0.00013803297919812646,9.688421471988101e-06,14.247210404421182,14.247210404421182,0.0655857677224703,0.0,0.0016700393922162119,0.0001905565240927266,0.0,3.140785502802765e-07,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,1540.0,264.6,1.1,0.0,100,100,4.6e-17,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,19.48,835.1280379575078,308.10409520119,1.095118161063388,0.10351914465036537,0.004405588808099825,0.0020681605390650156,-0.0020919647925841146,0.00014022555414831527,8.653604708757194e-06,16.204293917702426,16.204293917702426,0.05812502418195995,0.0,0.002247979324976439,0.0001887654155295666,9.259259259259259e-05,4.5758302217728776e-07,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,1660.0,274.0,1.3,0.1,100,100,5.3e-17,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,18.850199999999997,823.4969632046657,308.67667704176506,1.2968332653377717,-0.09068341586736278,0.004970011366451921,0.0017591653636105462,-0.002546694145410471,0.00015789713182710316,9.580313846794995e-06,16.481415364062023,16.481415364062023,0.0572036061825853,0.0,0.002518237306097356,0.00025352957234887587,9.259259259259262e-05,5.278355999094672e-08,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,1780.0,288.5,1.6,0.1,100,100,6.5e-17,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,18.2632,812.0041266820043,309.2968979291384,1.517317848329919,-0.5076874502481477,0.005124864956938646,0.0011246801319043914,-0.0009740677362627356,0.00016249033619948134,2.2137133539284893e-06,73.40170574077422,20.0,0.047619047619047616,0.0,0.0019492374819883548,0.00014138455804558396,9.259259259259262e-05,7.729659407102524e-07,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,1900.0,281.7,1.6,0.0,100,100,5.3e-17,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,17.664,800.6487592901342,309.90664463143037,1.5667564969948256,-0.3244596725704193,0.005130817395523124,0.001744144875024718,-0.0012753970054219517,0.0001623589919204457,4.668678866514271e-06,34.776217547313585,20.0,0.047619047619047616,0.0,0.0019561546018248307,0.0005762923417606619,0.0,7.91331886437529e-08,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,2020.0,292.8,2.1,-0.1,100,100,6.6e-17,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,17.07364,789.4294284654002,310.528294104064,1.9359126183358513,-0.813782731549416,0.005031395501475799,0.0022428574753861675,-0.0011319404552528967,0.0001588941672349267,6.311698849133748e-06,25.174548252842293,20.0,0.047619047619047616,0.0,0.0023577268264831455,0.0004873930977906047,4.6296296296296206e-05,6.665654768315393e-07,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,2260.0,261.0,2.1,-0.1,100,100,2.4e-17,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,15.786,767.3898872891134,311.66430097459215,2.074145515249789,0.3285123765844852,0.004787938000316294,0.00015544229490250475,0.004425890495800095,0.00015065450885447924,1.9612668987858164e-05,7.681489395846461,7.681489395846461,0.11518760830122492,0.0,0.0019701921139855423,0.00022208960883834695,4.629629629629636e-05,3.4726673972640205e-07,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,2500.0,236.9,2.4,0.0,100,100,2.7e-17,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,14.514,745.8718943033427,312.82650434421583,2.0105249198890536,1.3106447064346292,0.004818657236939861,0.00017708971388615685,0.0026929629829070875,0.00015105780468217548,7.283410394072119e-06,20.739982578095507,20.0,0.047619047619047616,0.0,0.002304629066681792,0.0005571479026280007,9.259259259259259e-05,4.7490375964901335e-07,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,2740.0,233.1,2.7,0.0,100,100,3.5e-17,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,13.222800000000001,724.8652117552218,313.97725644832326,2.1591485779151443,1.6211346083798872,0.004856713876155605,0.00023082379931372698,0.0016889075773437786,0.00015169281263351745,2.905688431138855e-06,52.205463947166216,20.0,0.047619047619047616,0.0,0.00207755594901677,0.00046905314270436225,0.0,6.08374969731697e-07,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,2980.0,225.0,3.0,0.0,100,100,3.1e-17,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,11.95,704.3598745699846,315.1577270047705,2.1213203435596424,2.121320343559643,0.005254172870042706,-0.0006960821747304486,0.0013178930830111003,0.000163492213456738,2.2213725722259736e-06,73.5996363243592,20.0,0.047619047619047616,0.0,0.0008348710252201583,0.0006606699121827247,0.0,2.989709359179414e-07,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,3220.0,219.0,2.9,0.1,100,100,2.1e-17,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,10.81352,684.3514722163,316.49925942594376,1.825029134044529,2.253723288225215,0.005054051661805836,-0.0002698785533394119,0.00025432068319990175,0.0001565985203856229,1.3751344345583858e-07,1138.786990203713,20.0,0.047619047619047616,0.0,0.0010498382009412929,0.0009789577755180295,0.0,8.047228218735692e-07,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,3460.0,221.6,3.0,0.1,100,100,1.6e-17,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,9.43736,664.8264275018107,317.5836718024373,1.9917786379567248,2.2433942714955957,0.004777959208778104,0.00237908166785248,-0.0021978795610297836,0.00014753835865942083,1.049070414710421e-05,14.063723139132316,14.063723139132316,0.06638465077748375,0.0,0.0019081429084202696,0.0013741597840811,0.0,6.116143633254146e-07,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,3700.0,248.0,3.2,0.1,100,100,2.1e-17,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,8.1636,645.7706157075178,318.7926798461572,2.9669883346137196,1.1987410989309193,0.005099015739120527,0.0025053933570819255,-0.00427836224177608,0.00015685511575164567,2.4581379345565486e-05,6.38105427472452,6.38105427472452,0.13548200064377966,0.0,0.002622359342400509,0.001491884183046462,0.0,3.3151931454085425e-07,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,3940.0,266.6,3.2,0.1,100,100,2.6e-17,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,6.90688,627.1787764544466,320.03119935721514,3.194367449356049,0.18978039544307734,0.005067060312278215,0.0012956543058865438,-0.003085820507398254,0.00015526888350638203,1.120100828424196e-05,13.86204523434026,13.86204523434026,0.06728549026949526,0.0,0.002520316830814487,0.001073704771156198,9.259259259259257e-05,3.458972615315058e-08,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,4180.0,274.5,3.6,0.0,100,100,2.9e-17,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,5.601999999999999,609.0406279146952,321.22486879605077,3.5889024014392605,-0.2824527446202428,0.004848340955236674,0.0025049778809389254,-0.000747264073808678,0.00014801463848946017,6.83331777999841e-06,21.660728105271083,20.0,0.047619047619047616,0.0,0.0018305933833673816,0.0011846802563137966,0.00013888888888888894,2.837804715250755e-07,6
a,58235,2025-08-02 00:00:00,LC,118.8472,32.3686,16.2,4420.0,272.2,4.4,0.2,100,100,2.8e-17,Z_RADA_I_58235_20250802000000_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:00:00,4.23644,591.3436932715078,322.35840301572875,4.396756832206734,-0.16890635998508813,0.004723059248658264,0.0033660601281978045,0.00047310993597981106,0.0001436828962656035,1.155419379816584e-05,12.435562253457467,12.435562253457467,0.0744293376886898,0.0,0.0015558019419274038,0.0011034245676600296,0.0,4.2229290938873854e-07,6
a,58235,2025-08-02 00:06:00,LC,118.8472,32.3686,16.2,100.0,131.6,3.3,0.0,100,100,1.9e-16,Z_RADA_I_58235_20250802000600_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:06:00,25.355,985.9553154836158,299.7149741903605,-2.467733698645155,2.1909565017523973,0.00891918051005689,0.0051608325626240886,0.007272294135643269,0.00029183487340007095,7.952045473475259e-05,3.669934664904918,3.669934664904918,0.21413575815420116,0.0,0.004500749465775695,0.0007500762339686418,9.259259259259262e-05,5.358782509594701e-07,6
a,58235,2025-08-02 00:06:00,LC,118.8472,32.3686,16.2,160.0,140.6,3.4,0.0,100,100,2.4e-16,Z_RADA_I_58235_20250802000600_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:06:00,25.301199999999998,979.2071798805565,300.25012502096394,-2.1580837448877097,2.6272941498909934,0.008934662821245443,0.007110377520309108,0.0047659105015772675,0.0002918203985755174,7.327137139036158e-05,3.98273422536083,3.98273422536083,0.20069302410517068,0.0,0.004791630343019185,0.0004890366553979041,6.944444444444444e-05,4.4997591017556446e-07,6
a,58235,2025-08-02 00:06:00,LC,118.8472,32.3686,16.2,220.0,149.7,3.2,0.0,100,100,1.7e-16,Z_RADA_I_58235_20250802000600_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:06:00,25.2482,972.5040351508628,300.78713372890996,-1.614488396208062,2.7628657619416694,0.00897912593484973,0.00962211238467391,-0.00011057463082357263,0.00029274904234552615,9.259727349227681e-05,3.1615298302486545,3.1615298302486545,0.24029624700305205,0.0,0.005672953660852742,0.00043337164938232775,0.0,8.109218251966252e-07,6
a,58235,2025-08-02 00:06:00,LC,118.8472,32.3686,16.2,280.0,159.0,2.8,0.0,100,100,1.6e-16,Z_RADA_I_58235_20250802000600_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:06:00,25.1976,965.8456248902083,301.3276201331459,-1.0034302587268404,2.614025194192165,0.008984951726295431,0.01093408500192665,0.0001729744765067813,0.00029241354246829884,0.00011958413499888009,2.4452536489981496,2.4452536489981496,0.2902543910782277,0.0,0.007161718103671145,0.0005321041473111124,9.259259259259262e-05,1.050645977533878e-06,6
a,58235,2025-08-02 00:06:00,LC,118.8472,32.3686,16.2,340.0,173.8,2.8,0.1,100,100,1.3e-16,Z_RADA_I_58235_20250802000600_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:06:00,25.1432,959.2316427672896,301.86532793606546,-0.30239819597686407,2.783622699122483,0.008963859027158794,0.0031584089194686554,-0.01041809192184635,0.0002912074358778461,0.00011851218619461934,2.4571940255969005,2.4571940255969005,0.2892519171895032,0.0,0.008821756295865428,0.0009520522865866726,2.314814814814818e-05,8.498065569794687e-07,6
a,58235,2025-08-02 00:06:00,LC,118.8472,32.3686,16.2,400.0,155.4,1.5,-0.1,100,100,2.4e-16,Z_RADA_I_58235_20250802000600_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:06:00,25.088,952.66174959527,302.40328321640493,-0.6244211883906018,1.3638541635706027,0.008496018297431185,-0.0014984172124260084,-0.01495791040161166,0.0002755177686906267,0.00022598433772513685,1.2191896636028687,1.2191896636028687,0.45061493228861454,0.0,0.01009965284217744,0.0010478190481300884,0.00011574074074074076,7.305750117448272e-07,6
a,58235,2025-08-02 00:06:00,LC,118.8472,32.3686,16.2,460.0,154.0,1.1,-0.1,100,100,1.9e-16,Z_RADA_I_58235_20250802000600_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:06:00,24.976200000000002,946.1350333462732,302.88485013175716,-0.48220826146798507,0.9886734509290839,0.007818758020345928,0.0011066144550718705,-0.012124766052638972,0.00025315172847658387,0.00014823454738340045,1.707778199786457,1.707778199786457,0.36930646685864554,0.0,0.009632186977598363,0.0011054440254246256,4.6296296296296294e-05,4.5195098275136527e-07,6
a,58235,2025-08-02 00:06:00,LC,118.8472,32.3686,16.2,520.0,79.5,0.5,-0.0,100,100,1.3e-16,Z_RADA_I_58235_20250802000600_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:06:00,24.839,939.6503334634893,303.3415341788465,-0.4916274537819773,-0.09111776274607372,0.007209611839549712,0.005016774843092519,-0.009573497709323588,0.0002330776764141869,0.00011681988821670996,1.9951883191482747,1.9951883191482747,0.33386882340819374,0.0,0.008443464710367781,0.0008438102563069631,0.0,2.5240736962774507e-07,6
a,58235,2025-08-02 00:06:00,LC,118.8472,32.3686,16.2,580.0,323.2,0.2,-0.0,100,100,1.4e-16,Z_RADA_I_58235_20250802000600_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:06:00,24.653599999999997,933.2066035014584,303.75000355250313,0.11980471970311722,-0.1601462741897467,0.006540569874464275,0.00817099226801067,0.00163272536831654,0.00021116404546256507,6.943090677223452e-05,3.0413551439747257,3.0413551439747257,0.24744175267321022,0.0,0.008285045280627382,0.0006993979259611588,0.0,1.83512939677461e-07,6
a,58235,2025-08-02 00:06:00,LC,118.8472,32.3686,16.2,640.0,257.9,0.5,-0.0,100,100,1.2e-16,Z_RADA_I_58235_20250802000600_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:06:00,24.436,926.8027449700443,304.12640256378216,0.48889161837930306,0.10480928145191108,0.006139694471026136,0.013162770632212377,0.0017301088334984514,0.00019797634890203616,0.000176251807291982,1.1232585466432403,1.1232585466432403,0.4709742021672053,0.0,0.008219485406448632,0.0006650934303457279,0.0,2.002761696387636e-08,6
a,58235,2025-08-02 00:06:00,LC,118.8472,32.3686,16.2,700.0,268.4,1.7,-0.0,100,100,1.4e-16,Z_RADA_I_58235_20250802000600_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:06:00,24.202,920.4380199091592,304.4867668890263,1.6993371955686023,0.04746678583006747,0.004945994832244782,0.011175977154468726,0.003384486480975782,0.0001592963816365491,0.00013635721409711472,1.1682284849490758,1.1682284849490758,0.46120600616659024,0.0,0.008201164650252162,0.0011681171141125245,6.944444444444444e-05,9.318414575733682e-07,6
a,58235,2025-08-02 00:06:00,LC,118.8472,32.3686,16.2,760.0,254.4,1.9,0.0,100,100,1.2e-16,Z_RADA_I_58235_20250802000600_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:06:00,23.8432,914.1107197748919,304.7199219436515,1.8300088769155503,0.510947659169005,0.003999306566715877,0.002946141906805113,0.00996498363887871,0.00012870769817844972,0.00010798065105815366,1.1919514923940715,1.1919514923940715,0.4562144753065634,0.0,0.004588501756828917,0.0011527829083851056,0.0,2.4445302187203844e-06,6
a,58235,2025-08-02 00:06:00,LC,118.8472,32.3686,16.2,820.0,238.8,2.4,-0.1,100,100,8.6e-17,Z_RADA_I_58235_20250802000600_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:06:00,23.4972,907.8194803747317,304.96668367703217,2.052874224385216,1.2432648224955127,0.004201465323557918,0.002275985408842802,0.0066209505771286006,0.00013510426587746085,4.9017096126044883e-05,2.7562682524082485,2.7562682524082485,0.26622166810340875,0.0,0.0011147796155508553,0.0010409076608048809,4.629629629629631e-05,8.330115073294191e-07,6
a,58235,2025-08-02 00:06:00,LC,118.8472,32.3686,16.2,940.0,250.6,2.1,-0.1,100,100,3.1e-17,Z_RADA_I_58235_20250802000600_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:06:00,22.8348,895.3455449403235,305.49216425999043,1.980767581689962,0.6975383769557778,0.004144666859537072,-0.003798360020129299,-0.003635185121856565,0.00013304857542430408,2.764210971268398e-05,4.813256904311208,4.813256904311208,0.1720206102122174,0.0,0.0020779429685349542,0.0005307401407749704,6.944444444444444e-05,1.4171746030447475e-06,6
a,58235,2025-08-02 00:06:00,LC,118.8472,32.3686,16.2,1060.0,252.0,1.2,-0.0,100,100,5.9e-17,Z_RADA_I_58235_20250802000600_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:06:00,22.116,883.0144646915153,305.9614037233211,1.141267819554184,0.37082039324993704,0.004182004790133309,-0.005502132171361005,-0.0019376066026549385,0.00013404127702410206,3.402777777777778e-05,3.9391722227491215,3.9391722227491215,0.20246307577495332,0.0,0.003001294066536277,0.0006714750729659414,4.6296296296296294e-05,1.2936921903006019e-06,6
a,58235,2025-08-02 00:06:00,LC,118.8472,32.3686,16.2,1180.0,250.6,0.7,0.0,100,100,1.8e-16,Z_RADA_I_58235_20250802000600_P_WPRD_LC_ROBS.TXT,a__2025-08-02 00:06:00,21.4582,870.8250320367302,306.4958454096224,0.6602558605633205,0.2325127923185926,0.004395672517327975,-0.0031507963374316356,-0.0010940842285816316,0.00014064406593976313,1.1124537859203673e-05,12.642688417245482,12.642688417245482,0.0732993358358839,0.0,0.0030824955232638214,0.0005315476711867404,2.3148148148148154e-05,5.967479916765296e-07,6
