样本编号,温度_oC,频率_Hz,磁芯材料,励磁波形,磁通密度峰值B_m_T,实际磁芯损耗_w每m3,第四问OOF预测损耗_w每m3,第四问预测相对误差_percent,传输磁能指标_f×B_m,Pareto最优,Pareto序号,对数损耗归一化代价,对数传输磁能归一化代价,等权理想点距离
6355,90,199180.0,材料2,梯形波,0.0197947285,3563.443891,3652.623112783354,2.5026133288807837,3942.7140226300003,True,38,0.24219101012276348,0.7563883680689046,0.5615958728188025
960,90,158500.0,材料1,正弦波,0.027893567,3678.249795,3691.879159571503,0.3705393959385164,4421.130369500001,True,39,0.24343316875483684,0.7272859277128166,0.5423119620196079
980,90,177820.0,材料1,正弦波,0.0248891605,3801.00731,3775.9264398773057,-0.6598479844200629,4425.79052011,True,40,0.24604880731641438,0.7270182187807152,0.5427225377764009
929,90,125860.0,材料1,正弦波,0.0351986794999999,3584.043542,4037.968296786783,12.665157369530167,4430.105801869987,True,41,0.25384521839191676,0.7267705725735251,0.54434954765265
981,90,177820.0,材料1,正弦波,0.0275921375,4757.597689,4899.531565859722,2.983309773919846,4906.433890249999,True,42,0.27631767577853344,0.7008196694806453,0.5326817375687906
961,90,158500.0,材料1,正弦波,0.03100951,4627.454297,4963.656976534059,7.265391680951244,4915.007335,True,43,0.27782861737131903,0.7003760248249117,0.5327829374050956
741,70,223850.0,材料1,正弦波,0.0219666335,5180.006426,5035.678253916001,-2.786254691877841,4917.230908975,True,44,0.2795025035926582,0.7002610893197642,0.5331450284537345
1042,90,281850.0,材料1,正弦波,0.0174650854999999,5672.472447,5424.199766644591,-4.376798348076819,4922.534348174972,True,45,0.2881385910528522,0.6999871666908154,0.5352596945342318
3483,25,398100.0,材料2,正弦波,0.012369639,5754.900881,5481.701903232989,-4.747240368100626,4924.3532859,True,46,0.2893639269640522,0.6998932865211641,0.5355287549447992
6867,90,199500.0,材料3,正弦波,0.024755,5491.93,5543.617101827794,0.9411464062322974,4938.6224999999995,True,47,0.29066901378609433,0.6991580155792274,0.5354019080672313
7172,90,199500.0,材料3,正弦波,0.0247552755,5490.044671,5655.646878399416,3.016409106362558,4938.67746225,True,48,0.29299382240918276,0.699155187567066,0.5360332808100086
962,90,158500.0,材料1,正弦波,0.034789098,6022.969781,6067.621008303904,0.7413490176351312,5514.0720329999995,True,49,0.3011639503830117,0.6711505812173697,0.5201647948865409
963,90,158500.0,材料1,正弦波,0.03889932,7752.760975,7934.120243320757,2.3392862092044195,6165.54222,True,50,0.3323289427249291,0.6427732163550985,0.5116639198908535
983,90,177820.0,材料1,正弦波,0.034813574,7988.024299,8325.494137997033,4.224697201275171,6190.54972868,True,51,0.33792386735331376,0.6417446201866374,0.5128492457172533
791,70,316230.0,材料1,正弦波,0.0195965555,9830.333671,9309.805470005633,-5.295122408000789,6197.018745765001,True,52,0.35090850907246507,0.6414792162978648,0.5170262888294864
5412,90,199170.0,材料2,三角波,0.031261434,9300.337035,9373.169813965842,0.7831197804095654,6226.339809779999,True,53,0.3516966961342871,0.640279726591737,0.5165504304306419
5186,70,199170.0,材料2,三角波,0.0313056435,9168.407971,9647.934395497155,5.230203826159504,6235.145015895,True,54,0.35505394833711523,0.6399206188082714,0.5174754605803719
9780,25,398100.0,材料4,正弦波,0.015675203,10909.61126,10637.81104556673,-2.491383129569637,6240.298314299999,True,55,0.36640311305377377,0.6397106840541783,0.5212873490449204
5888,50,396810.0,材料2,梯形波,0.0157530125,10684.76667,10676.826421422062,-0.0743137292855755,6250.952890125,True,56,0.3668285028444979,0.6392771878090945,0.5211710244018944
5655,25,396810.0,材料2,梯形波,0.015761661,10586.61818,10931.596799505116,3.258629088530295,6254.38470141,True,57,0.3695686552103544,0.639137717102526,0.5220526852421211
763,70,251170.0,材料1,正弦波,0.027493899,11581.25487,11336.715374810445,-2.111511213029335,6905.64261183,True,58,0.3737970108551595,0.6139663883313087,0.5082710553065379
1014,90,223850.0,材料1,正弦波,0.031004868,10845.05856,11395.660496399798,5.076984447373961,6940.4397018,True,59,0.37439961587593423,0.6126891499998953,0.507721905621395
726,70,199500.0,材料1,正弦波,0.0348054894999999,11297.51022,12075.0145751195,6.882085875373516,6943.6951552499795,True,60,0.38112815322153276,0.6125699852826483,0.5101473591263803
932,90,125860.0,材料1,正弦波,0.0551892285,11032.88796,12194.3761227646,10.527508001310286,6946.11629901,True,61,0.3822711310411927,0.6124813963959982,0.5105216344870728
689,70,158500.0,材料1,正弦波,0.043895759,11710.85379,12801.991692942293,9.317321542123816,6957.4778015,True,62,0.3879213630607653,0.6120660946120914,0.5124001795923864
9997,50,398100.0,材料4,正弦波,0.017480505,14369.78568,12991.532996887016,-9.59132386387119,6958.989040500001,True,63,0.38962913440368857,0.612010904766656,0.5130147219766059
1030,90,251170.0,材料1,正弦波,0.0310796809999999,14470.24183,13652.748177947757,-5.649481616522812,7806.283476769975,True,64,0.3953975523417878,0.5828147749646551,0.49800215175989865
1000,90,199500.0,材料1,正弦波,0.039177588,13719.96348,13819.358204499747,0.7244532731055571,7815.928806,True,65,0.3968069814338386,0.5825009918359281,0.498378965248572
1015,90,223850.0,材料1,正弦波,0.034952111,14182.30884,14291.711632879142,0.771403261016152,7824.03004735,True,66,0.40071232556632913,0.5822377402380474,0.49978553101219514
964,90,158500.0,材料1,正弦波,0.0494016875,13899.54076,16087.392744116116,15.740462378529088,7830.16746875,True,67,0.41446507530533816,0.5820384848064609,0.5052475118413056
6630,70,316230.0,材料3,正弦波,0.024761644,17526.46755,17749.449826717937,1.2722602320279637,7830.37468212,True,68,0.42588950381741913,0.5820317602136238,0.5099719793082835
1016,90,223850.0,材料1,正弦波,0.0390992665,18041.45511,17811.000024718654,-1.2773641808614875,8752.370806025,True,69,0.4262917494844901,0.5537454832806574,0.49414507785278816
965,90,158500.0,材料1,正弦波,0.0552450415,18359.64719,18589.081202541995,1.24966460503098,8756.33907775,True,70,0.43126015973990434,0.5536302965966764,0.49623171537529304
945,90,141260.0,材料1,正弦波,0.0619939055,19124.17456,18876.549378399217,-1.2948280764949394,8757.25909093,True,71,0.4330433348041334,0.5536035989069865,0.49699269337740387
1059,90,316230.0,材料1,正弦波,0.0276977705,19778.73104,19530.212893246146,-1.2564918661933189,8758.865965215,True,72,0.4369989789840856,0.5535569760506113,0.4986950136944575
985,90,177820.0,材料1,正弦波,0.0493307075,18057.87393,19601.37642600783,8.54753168612818,8771.98640765,True,73,0.43742160791597856,0.5531766110563139,0.49866924212926367
745,70,223850.0,材料1,正弦波,0.03924406,19653.1025,21964.438263111217,11.760666098959264,8784.782830999999,True,74,0.4506478377592663,0.5528061870810757,0.5043204111238306
1017,90,223850.0,材料1,正弦波,0.044189563,24046.93982,24263.174056898108,0.8992172746998128,9891.833677550001,True,75,0.4622136110721243,0.5226460170683096,0.49335599794555085
1060,90,316230.0,材料1,正弦波,0.031299649,25667.99566,24793.42761731182,-3.407231535616446,9897.88800327,True,76,0.4647256813253385,0.5224905347091102,0.49445238281553056
1046,90,281860.0,材料1,正弦波,0.0351177445,25046.69085,25822.04971430988,3.0956539087473147,9898.28746477,True,77,0.46944915004429455,0.5224802794025686,0.49667300452203794
2885,70,396820.0,材料1,三角波,0.0249533175,25903.96896,26723.980157231417,3.165581299520747,9901.975450349999,True,78,0.47343852196838726,0.5223856179259317,0.49851317329608685
2886,70,396820.0,材料1,三角波,0.027774049,32611.94525,31951.38369171044,-2.025520260216795,11021.298124179999,True,79,0.4941977858370317,0.49517142279875914,0.4946848438565569
1047,90,281860.0,材料1,正弦波,0.0394171715,32107.62901,32524.061091994165,1.296987958420926,11110.12395899,True,80,0.49626200522122776,0.49313162404874195,0.49469929071262253
1061,90,316230.0,材料1,正弦波,0.0351784515,33066.84625,33373.54407426014,0.9275085441815906,11124.481717845,True,81,0.49925797785707465,0.4928034439087254,0.49604120936784857
746,70,223850.0,材料1,正弦波,0.049708158,34840.65302,35400.06276210034,1.6056235851240048,11127.171168300001,True,82,0.5061078629690038,0.4927420173357873,0.49946965103357044
1032,90,251170.0,材料1,正弦波,0.044315365,31919.17006,36473.39466339431,14.267991914681732,11130.690227050001,True,83,0.5095786384539288,0.4926616650751324,0.5011915327512836
2887,70,396820.0,材料1,三角波,0.0310497085,41382.3238,40942.905492161786,-1.061850247854404,12321.14532697,True,84,0.5230106029886911,0.4668411660096531,0.49572208197731454
1048,90,281860.0,材料1,正弦波,0.0441208505,42962.83211,43338.80740439844,0.8751175747348442,12435.902921930001,True,85,0.5296187765458266,0.46448535363961524,0.4981178034439326
1018,90,223860.0,材料1,正弦波,0.055625933,43466.30167,44596.463315307854,2.600086968263691,12452.42136138,True,86,0.5329427464150712,0.46414804424651984,0.49973061639962996
3160,90,396820.0,材料1,三角波,0.0346687819999999,51225.16818,51060.3732489886,-0.3217069594233944,13757.26607323996,True,87,0.5486706325863323,0.43882527541858224,0.4967932595199338
2888,70,396820.0,材料1,三角波,0.0347808,52886.41894,51828.11009170712,-2.0010975776097415,13801.717056,True,88,0.5504047656165845,0.43800554025077,0.49739031921812477
1063,90,316230.0,材料1,正弦波,0.0436503055,54682.60835,54732.27516576052,0.0908274445187769,13803.536108265,True,89,0.556739987205304,0.43797205076676154,0.5008886755588535
748,70,223850.0,材料1,正弦波,0.0617695105,61750.05456,60758.79698036264,-1.6052740142507766,13827.104925425,True,90,0.5688778354481366,0.43753853794746717,0.50747510473587
987,90,177820.0,材料1,正弦波,0.077818528,59060.94231,62386.06646849012,5.629988328051317,13837.690648959999,True,91,0.5719489583246662,0.4373440699617963,0.5091146464498048
1050,90,281860.0,材料1,正弦波,0.0553441465,72754.56115,71108.78576045061,-2.2620923877971615,15599.30113249,True,92,0.587155670545265,0.40689383028438425,0.5051308595685662
2874,70,396820.0,材料1,三角波,0.043577477,86005.21367,87661.5269714961,1.9258289478255832,17292.414423140002,True,93,0.6114726881965232,0.3807096771613054,0.5093322622289638
1065,90,316230.0,材料1,正弦波,0.055430676,94691.42506,91670.11188747417,-3.1906935296532,17528.84267148,True,94,0.616668282730679,0.37725890246051563,0.5111770976930194
3143,90,396820.0,材料1,三角波,0.048930156,106507.1312,112145.47209128094,5.293862324291896,19416.46450392,True,95,0.6400938614674719,0.3512699336104778,0.5162899949384302
1066,90,316230.0,材料1,正弦波,0.0621644004999999,123821.8119,124248.8354710188,0.3448694252379931,19658.24837011497,True,96,0.6520029277743937,0.34812514051210314,0.5226370304919815
1051,90,281860.0,材料1,正弦波,0.0698861785,127074.9846,130851.1545876097,2.97160766888631,19698.11827201,True,97,0.6580189828099127,0.3476102850431484,0.5262232853105091
1020,90,223860.0,材料1,正弦波,0.0879937345,134332.1282,138779.03081244207,3.3103790374118875,19698.27740517,True,98,0.6648540420513457,0.34760823218373366,0.5305008861038373
1004,90,199500.0,材料1,正弦波,0.098750749,142631.1487,156496.04352927572,9.720804295307287,19700.7744255,True,99,0.6788149749731638,0.34757602213951416,0.539258222660603
1052,90,281850.0,材料1,正弦波,0.0780406174999999,163416.7829,162388.75884487358,-0.6290810753235151,21995.74804237497,True,100,0.683109941789393,0.319575121514126,0.5332764062202059
1037,90,251170.0,材料1,正弦波,0.087932937,171863.9905,178056.95787459504,3.603411835474067,22086.11578629,True,101,0.6938129742691068,0.31853326211947114,0.5398332531164675
1067,90,316230.0,材料1,正弦波,0.0699402455,163722.3468,179872.73124695674,9.864496058492085,22117.203834465,True,102,0.6949919269607355,0.31817582993550125,0.5404857247401366
3144,90,396820.0,材料1,三角波,0.061705786,176911.5779,188247.0623968625,6.407429424019898,24486.09000052,True,103,0.7002796004269872,0.2923200852333212,0.5365829623669564
3161,90,396820.0,材料1,三角波,0.0617459695,176224.4706,190035.82951221077,7.837367231228763,24502.03561699,True,104,0.701378528003258,0.2921546585665537,0.5372551461206102
2875,70,396820.0,材料1,三角波,0.061784463,184272.6492,192234.4168121455,4.320645330009986,24517.310607659998,True,105,0.7027151442635561,0.2919962901897379,0.5380847551556911
5443,90,499970.0,材料2,三角波,0.049042506,223172.8676,216438.58354435104,-3.017519167123411,24519.78172482,True,106,0.716495216512985,0.29197067936060056,0.5470887829650137
5916,70,396820.0,材料2,三角波,0.0618399085,220529.982,216526.9943935302,-1.8151670671563265,24539.312490969998,True,107,0.7165426713985956,0.2917683519189892,0.5470658877669851
9018,70,396820.0,材料3,三角波,0.0618426625,235419.9986,232762.1944824613,-1.1289627615938251,24540.40533325,True,108,0.7249440304379688,0.2917570354628602,0.5525694594391385
5432,90,316450.0,材料2,三角波,0.0777422815,229617.6991,234627.5798992477,2.181835641975435,24601.544980675,True,109,0.7258715443008543,0.2911247316829323,0.5530113507981398
1053,90,281850.0,材料1,正弦波,0.087740699,224289.0,237299.7993865357,5.80090837559386,24729.716013150002,True,110,0.7271874668447964,0.28980427653039686,0.5535287393764928
3145,90,396820.0,材料1,三角波,0.0693752925,229195.7748,242192.5732648555,5.670609973589922,27529.503569850003,True,111,0.7295589347361183,0.26255009118688805,0.5482648947523191
2876,70,396820.0,材料1,三角波,0.0694766645,239284.3177,242814.56596503133,1.475336243914374,27569.730006889997,True,112,0.7298569689527791,0.26217905087236565,0.5483744386116445
2889,70,396820.0,材料1,三角波,0.069514374,239013.6335,269222.8727751201,12.639128083511638,27584.693890680002,True,113,0.7418534283605643,0.2620411652456752,0.5563326709144603
3162,90,396820.0,材料1,三角波,0.077459315,292612.6171,306172.7605404039,4.634162250006382,30737.4053783,True,114,0.7567976513518148,0.23454135768085618,0.5602465232174146
2626,50,396820.0,材料1,三角波,0.0774794615,339581.1328,338457.4503731632,-0.330902490833792,30745.39991243,True,115,0.7684463711509253,0.23447527395803508,0.5681058349606706
3146,90,396820.0,材料1,三角波,0.086600399,379089.2573,378392.82857970655,-0.1837110144596677,34364.77033118,True,116,0.7814064596235647,0.20619476977036463,0.5714509332489043
2606,50,396820.0,材料1,三角波,0.086603522,441391.7157,456739.04001508775,3.4770304401269834,34366.00960004,True,117,0.8032725238300441,0.20618560610381795,0.5864125048567295
2627,50,396820.0,材料1,三角波,0.086617843,441935.0295,463983.7103022971,4.989122683314489,34371.69245926,True,118,0.8051011605930812,0.20614358892377202,0.5876576631180348
3147,90,396820.0,材料1,三角波,0.0973836845,497055.7207,526741.5978771107,5.972343932648897,38643.79368329,True,119,0.8198421180936628,0.17637365400365151,0.5929792426497336
2890,70,396820.0,材料1,三角波,0.0976217425,519309.1391,531815.0975388236,2.4081914792598034,38738.25985885,True,120,0.8209559651737453,0.17575322611567756,0.5936572635976183
3148,90,396820.0,材料1,三角波,0.109153521,651234.5924,623778.2685364682,-4.216041989161971,43314.30020322,True,121,0.8394894450054715,0.14738033545371473,0.602687104372594
3163,90,396820.0,材料1,三角波,0.1094181575,655128.1488,694218.0924800078,5.966762953417431,43419.31325915,True,122,0.8519216107679629,0.1467650012144254,0.6112734234673346
2865,70,354610.0,材料1,三角波,0.1225337945,707859.959,742242.2559414692,4.857217378143745,43451.708867645,True,123,0.8596940401310645,0.1465754763288998,0.6166677439666827
3164,90,396820.0,材料1,三角波,0.122638198,856065.9537,861190.2625249304,0.5985880880769405,48665.289730360004,True,124,0.8769656884252944,0.11778056721702586,0.6256760666228232
3133,90,354610.0,材料1,三角波,0.1373970465,889610.487,889003.9652462783,-0.0681783502538271,48722.366659365005,True,125,0.8806591863419774,0.11748270751854539,0.6282367344617799
2891,70,396820.0,材料1,三角波,0.122798909,888296.5947,894627.581041829,0.7127108647722643,48729.06306938,True,126,0.8813919107676441,0.11744778473635464,0.628747040750935
2866,70,354610.0,材料1,三角波,0.137583778,927703.2646,909690.2790041296,-1.9416753484894889,48788.583516579994,True,127,0.8833320305401651,0.11713758741717376,0.6300780469767722
3165,90,396820.0,材料1,三角波,0.1378456335,1127758.631,1076837.837087056,-4.515220944732823,54699.90428547,True,128,0.902932302276929,0.08807592191847176,0.6414998482138964
2892,70,396820.0,材料1,三角波,0.1380178759999999,1163294.243,1156009.6648207328,-0.6262025470427119,54768.25355431996,True,129,0.91117600735984,0.08775859922469594,0.6472801897656454
3166,90,396820.0,材料1,三角波,0.15373298,1469726.296,1237071.390117377,-15.82981174901854,61004.3211236,True,130,0.9190510579739073,0.06035669870906213,0.6512671411341182
2880,70,396820.0,材料1,三角波,0.1539016385,1502890.835,1354767.7081647592,-9.855880639210948,61071.24818957,True,131,0.9296115063851258,0.060078068574963145,0.6587059006595132
3152,90,354610.0,材料1,三角波,0.172295756,1556608.131,1390254.1798704418,-10.68695118678898,61097.79803516,True,132,0.932615990674781,0.059967621088787025,0.6608209672980085
6168,90,499970.0,材料2,三角波,0.1222242435,1762685.605,1595067.482545433,-9.50924668466711,61108.455022695,True,133,0.9485850210603474,0.05992330146727001,0.6720879199326517
2618,50,354610.0,材料1,三角波,0.172379745,1786557.198,1610080.5100638736,-9.878031788385345,61127.58137445,True,134,0.9496735803855665,0.05984377935713821,0.6728525793998589
6173,90,499970.0,材料2,三角波,0.1224330525,1766607.347,1648376.8121751468,-6.692519139899926,61212.853258425,True,135,0.9524050321394137,0.05948954480343037,0.6747645334431105
2882,70,354610.0,材料1,三角波,0.172679969,1587267.614,1674444.8300588587,5.492282164011863,61234.04380709,True,136,0.954228250235354,0.05940159205113803,0.6760473735935356
9010,70,499970.0,材料3,三角波,0.1226627785,1860727.877,1794197.887819643,-3.5754819392302357,61327.709366645,True,137,0.9622547910070347,0.05901319129714745,0.6816952543340263
2894,70,396820.0,材料1,三角波,0.173358202,1978770.733,1927339.0468254844,-2.5991735837198497,68792.00171764,True,138,0.9705725076556582,0.02982698657157978,0.6866224005029743
3154,90,354610.0,材料1,三角波,0.2178756045,2887987.738,2439111.853004094,-15.542859794368896,77260.86811174499,True,139,0.9979364051482407,0.00032456628738082425,0.7056476365947343
2868,70,354610.0,材料1,三角波,0.2181540655,2766294.227,2482815.6835988075,-10.24759190957862,77359.613166955,True,140,1.0,0.0,0.7071067811865476
