样本编号,温度_oC,频率_Hz,磁芯材料,励磁波形,磁通密度峰值B_m_T,实际磁芯损耗_w每m3,第四问OOF预测损耗_w每m3,第四问预测相对误差_percent,传输磁能指标_f×B_m,Pareto最优,Pareto序号,对数损耗归一化代价,对数传输磁能归一化代价,等权理想点距离
38,25,63020.0,材料1,正弦波,0.0631830195,19682.18168,22211.92188245321,12.852946099079038,3981.7938888900003,False,,,,
39,25,63020.0,材料1,正弦波,0.071045913,26015.31362,24645.316271396256,-5.266118904484478,4477.31343726,False,,,,
40,25,63020.0,材料1,正弦波,0.0787921845,33431.1089,36117.67821242338,8.036135805304921,4965.48346719,False,,,,
41,25,63020.0,材料1,正弦波,0.0882656474999999,43311.21706,42268.17631901116,-2.408246204543029,5562.501105449994,False,,,,
42,25,63020.0,材料1,正弦波,0.099308841,56888.04649,58257.01518241131,2.406425913485981,6258.44315982,False,,,,
43,25,63020.0,材料1,正弦波,0.110799353,73132.61212,69312.47947965082,-5.2235692526350626,6982.57522606,False,,,,
44,25,63020.0,材料1,正弦波,0.1250592855,96561.45489,112681.47337412483,16.69405095696652,7881.23617221,False,,,,
45,25,63020.0,材料1,正弦波,0.13987997,124836.8907,134091.1618552915,7.413090075697859,8815.2357094,False,,,,
46,25,63020.0,材料1,正弦波,0.1575239514999999,164156.6808,167369.70233812707,1.9572895373302823,9927.159423529994,False,,,,
47,25,63020.0,材料1,正弦波,0.176409011,213181.9924,201597.1844835445,-5.434233814044931,11117.29587322,False,,,,
48,25,63020.0,材料1,正弦波,0.196323624,272698.8683,281110.6055866749,3.0846249341310186,12372.31478448,False,,,,
49,25,63020.0,材料1,正弦波,0.2176908065,345321.4402,332972.72290199663,-3.5760065435993105,13718.87462563,False,,,,
50,25,63030.0,材料1,正弦波,0.2451738675,450682.3276,467388.2597255754,3.706808788030093,15453.308868525,False,,,,
51,25,63030.0,材料1,正弦波,0.2716515845,568872.0099,586088.9107972559,3.0264981573416634,17122.199371035,False,,,,
52,25,70840.0,材料1,正弦波,0.0247207635,2225.097322,2120.487695753571,-4.701350597662931,1751.21888634,False,,,,
53,25,70840.0,材料1,正弦波,0.0280215435,3024.184603,3438.7860008609073,13.709526774576569,1985.04614154,False,,,,
54,25,70840.0,材料1,正弦波,0.0315271295,4089.657062,4826.2872793944325,18.012029033901236,2233.3818537800003,False,,,,
55,25,70840.0,材料1,正弦波,0.0351047914999999,5561.224672,4865.015163241662,-12.518996261087189,2486.8234298599928,False,,,,
56,25,70840.0,材料1,正弦波,0.0394464015,7428.611375,6967.582005282851,-6.206131219472349,2794.38308226,False,,,,
57,25,70840.0,材料1,正弦波,0.044232072,9781.334899,9632.787395958125,-1.5186833349000408,3133.3999804799996,False,,,,
58,25,70830.0,材料1,正弦波,0.0498639255,13030.14014,13310.944669516171,2.155038445474247,3531.861843165,False,,,,
59,25,70840.0,材料1,正弦波,0.0562300975,17428.60715,15760.581383385726,-9.570620028659452,3983.3401069,False,,,,
60,25,70840.0,材料1,正弦波,0.0787509475,38034.45168,40973.24645929911,7.7266652981471635,5578.7171209,False,,,,
61,25,70840.0,材料1,正弦波,0.099234443,64866.78904,64826.78004832518,-0.0616786991724751,7029.76794212,False,,,,
62,25,70840.0,材料1,正弦波,0.111533755,84929.72944,88762.33724045932,4.5126810431757445,7901.0512042,False,,,,
63,25,70840.0,材料1,正弦波,0.1246781214999999,109923.077,103240.54628087187,-6.079279166401184,8832.198127059994,False,,,,
64,25,70840.0,材料1,正弦波,0.1404842385,144795.5963,145718.88777706312,0.6376516279888532,9951.90345534,False,,,,
65,25,70840.0,材料1,正弦波,0.218316009,398991.6659,418839.906539268,4.974600307627116,15465.50607756,False,,,,
66,25,70840.0,材料1,正弦波,0.2756380105,677349.1971,732326.8024656813,8.116582347932534,19526.19666382,False,,,,
67,25,79470.0,材料1,正弦波,0.0195517195,1351.668508,1313.9606694871925,-2.789725312798919,1553.775148665,False,,,,
68,25,79460.0,材料1,正弦波,0.0249306015,2547.825849,2779.859303667754,9.107115965513312,1980.98559519,False,,,,
69,25,79460.0,材料1,正弦波,0.028132811,3427.227242,2690.443832398187,-21.49794447746785,2235.43316206,False,,,,
70,25,79470.0,材料1,正弦波,0.0312507965,4655.897506,4527.457678965795,-2.758648077383285,2483.5007978549997,False,,,,
71,25,79460.0,材料1,正弦波,0.0350564605,6205.058112,6119.694442653001,-1.375711037772774,2785.5863513299996,False,,,,
72,25,79460.0,材料1,正弦波,0.0395426829999999,8367.055189,9245.437787571624,10.498109295686431,3142.061591179992,False,,,,
73,25,79470.0,材料1,正弦波,0.044416859,11089.48772,11520.0844111546,3.882926804436736,3529.80778473,False,,,,
74,25,79470.0,材料1,正弦波,0.0498052,14658.56285,13634.88288055702,-6.983494766289324,3958.019244,False,,,,
75,25,79470.0,材料1,正弦波,0.056242186,19233.50271,18719.53479326291,-2.672253330486011,4469.56652142,False,,,,
76,25,79460.0,材料1,正弦波,0.0699736255,32688.69228,34945.94412400875,6.905298702908979,5560.10428223,False,,,,
77,25,79460.0,材料1,正弦波,0.0880604889999999,55945.83678,57018.639465553984,1.9175737593713165,6997.286455939991,False,,,,
78,25,79460.0,材料1,正弦波,0.0994555209999999,74362.24612,78841.40979477816,6.023437844454072,7902.735698659992,False,,,,
79,25,79460.0,材料1,正弦波,0.1256871984999999,128576.4162,138350.1904807341,7.601529556968704,9987.104792809992,False,,,,
80,25,79460.0,材料1,正弦波,0.1406338174999999,166639.6736,166588.63232376284,-0.0306297264837961,11174.763138549992,False,,,,
81,25,79470.0,材料1,正弦波,0.1575832555,218449.8965,217081.1148812653,-0.626588357634999,12523.141314585,False,,,,
82,25,79460.0,材料1,正弦波,0.1737466715,273541.545,247504.35832639175,-9.5185492476502,13805.91051739,False,,,,
83,25,79460.0,材料1,正弦波,0.195883865,360199.2721,359308.271833191,-0.2473631502957766,15564.9319129,False,,,,
84,25,79460.0,材料1,正弦波,0.2184955115,461810.5667,440250.021540764,-4.668698967479906,17361.65334379,False,,,,
85,25,79460.0,材料1,正弦波,0.2474602885,613904.3362,653045.5974692975,6.375791627662631,19663.194524209997,False,,,,
86,25,89080.0,材料1,正弦波,0.0174854175,1129.391913,1030.7932135106023,-8.73024663577502,1557.6009909,False,,,,
87,25,89080.0,材料1,正弦波,0.019720906,1532.851361,1549.3239737590377,1.0746386230359162,1756.73830648,False,,,,
88,25,89080.0,材料1,正弦波,0.0221851179999999,2119.668152,2292.9566840824673,8.175267053900006,1976.250311439991,False,,,,
89,25,89090.0,材料1,正弦波,0.0311189425,5166.874084,5494.73762197867,6.34549115477671,2772.386587325,False,,,,
90,25,89080.0,材料1,正弦波,0.0351156995,7061.093869,7387.121356019322,4.617237683960913,3128.10651146,False,,,,
91,25,89080.0,材料1,正弦波,0.0394200725,9430.12443,9238.912075176024,-2.0276758407945636,3511.5400583,False,,,,
92,25,89080.0,材料1,正弦波,0.0445558805,12766.46246,13733.18576504191,7.572366331478713,3969.03783494,False,,,,
93,25,89090.0,材料1,正弦波,0.0555244109999999,21893.48022,19628.25130781759,-10.346591265618391,4946.669775989991,False,,,,
94,25,89080.0,材料1,正弦波,0.062305866,28291.14184,28154.815951774453,-0.4818677485572523,5550.20654328,False,,,,
95,25,89090.0,材料1,正弦波,0.0789289465,49708.07326,52112.97202916994,4.838044630277718,7031.779843685,False,,,,
96,25,89080.0,材料1,正弦波,0.0885737725,65196.27638,70313.07822129436,7.8483038072156175,7890.1516543,False,,,,
97,25,89080.0,材料1,正弦波,0.09925759,85243.35886,83377.44661398268,-2.1889238891698333,8841.866117200001,False,,,,
98,25,89090.0,材料1,正弦波,0.1114912375,112150.6467,107811.46411883416,-3.869066036483082,9932.754348875,False,,,,
99,25,89080.0,材料1,正弦波,0.125352897,147631.7533,146007.24309451898,-1.1003799448075964,11166.436064759999,False,,,,
100,25,89090.0,材料1,正弦波,0.1402714895,193355.8322,210967.5618735848,9.10845536604652,12496.786999555,False,,,,
101,25,89080.0,材料1,正弦波,0.1555689885,245886.8962,249480.64199934067,1.4615442526134446,13858.08549558,False,,,,
102,25,89090.0,材料1,正弦波,0.174701857,321281.5746,304621.09048193105,-5.185633237390434,15564.18844013,False,,,,
103,25,89090.0,材料1,正弦波,0.1952358525,415631.7819,410766.8440390937,-1.170492265694155,17393.562099225,False,,,,
104,25,89090.0,材料1,正弦波,0.219488703,542772.7158,579125.0486631638,6.697523992079003,19554.24855027,False,,,,
105,25,89080.0,材料1,正弦波,0.247224368,711545.3171,699988.0840928742,-1.6242441246369057,22022.74670144,False,,,,
106,25,89090.0,材料1,正弦波,0.2715454029999999,896343.4213,885248.1952409694,-1.2378320401949074,24191.97995326999,False,,,,
107,25,99950.0,材料1,正弦波,0.017502333,1299.233133,1228.4971428793417,-5.444441672860128,1749.3581833499998,False,,,,
108,25,99950.0,材料1,正弦波,0.0197247485,1755.831126,1672.5362696522502,-4.743899063773052,1971.488612575,False,,,,
109,25,99950.0,材料1,正弦波,0.022224283,2390.408185,2075.7575709972884,-13.163049556856809,2221.3170858500002,False,,,,
110,25,99950.0,材料1,正弦波,0.0247029495,3242.978165,2818.652485116998,-13.084444553545186,2469.059802525,False,,,,
111,25,99960.0,材料1,正弦波,0.0312536615,5892.742949,5618.073412110761,-4.661149133203768,3124.1160035400003,False,,,,
112,25,99950.0,材料1,正弦波,0.0349985965,7874.71143,8348.059639150866,6.0109911754679475,3498.109720175,False,,,,
113,25,99950.0,材料1,正弦波,0.039503328,10735.42591,10541.435363456449,-1.8070130441946417,3948.3576335999996,False,,,,
114,25,99950.0,材料1,正弦波,0.0445624025,14477.24774,14661.770929206372,1.2745736794745983,4454.012129875,False,,,,
115,25,99950.0,材料1,正弦波,0.049517116,18907.91771,19910.971846594028,5.304942363185408,4949.2357442,False,,,,
116,25,99950.0,材料1,正弦波,0.0701206229999999,42837.66482,45818.67182925651,6.9588457302293145,7008.5562688499895,False,,,,
117,25,99950.0,材料1,正弦波,0.0881801359999999,74230.01899,67151.62820329732,-9.53575235870039,8813.604593199989,False,,,,
118,25,99950.0,材料1,正弦波,0.0997217975,99316.153,103937.16043119151,4.65282563974413,9967.193660125,False,,,,
119,25,99950.0,材料1,正弦波,0.154722392,281919.8367,279719.778882114,-0.7803841842555953,15464.503080399998,False,,,,
120,25,99950.0,材料1,正弦波,0.1742349495,371891.5855,375431.10157895554,0.9517601948957116,17414.783202525003,False,,,,
121,25,99950.0,材料1,正弦波,0.195530397,486551.2281,500833.9034535643,2.9354926118136877,19543.26318015,False,,,,
122,25,99950.0,材料1,正弦波,0.2209737635,642255.3272,653445.6382859813,1.7423461685817216,22086.327661825002,False,,,,
123,25,99950.0,材料1,正弦波,0.2424289075,808495.9048,824575.1595819895,1.9887861752332647,24230.769304625002,False,,,,
124,25,99950.0,材料1,正弦波,0.269807837,1026883.575,947040.3246978632,-7.775297243617589,26967.293308149998,False,,,,
125,25,112170.0,材料1,正弦波,0.0159862825,1114.703914,1325.1613181739792,18.880117090355824,1793.1813080250001,False,,,,
126,25,112160.0,材料1,正弦波,0.019764219,1964.803519,1961.626817220308,-0.1616803791815653,2216.75480304,False,,,,
127,25,112160.0,材料1,正弦波,0.024637775,3628.229323,3409.3542229409095,-6.032559702651699,2763.372844,False,,,,
128,25,112160.0,材料1,正弦波,0.027823195,4949.221631,4455.896802479396,-9.967725539519378,3120.6495511999997,False,,,,
129,25,112160.0,材料1,正弦波,0.031160381,6603.373697,6674.782460912057,1.0813981941458055,3494.9483329600002,False,,,,
130,25,112170.0,材料1,正弦波,0.035213722,9111.892514,9204.974546057983,1.0215444477090567,3949.92319674,False,,,,
131,25,112160.0,材料1,正弦波,0.049445893,21305.04772,21210.09894784622,-0.445663269107088,5545.85135888,False,,,,
132,25,112160.0,材料1,正弦波,0.0557533545,28708.38837,27957.75580461743,-2.6146802659496338,6253.296240719999,False,,,,
133,25,112160.0,材料1,正弦波,0.0621540015,36731.5784,37052.839322142376,0.8746177979173835,6971.19280824,False,,,,
134,25,112160.0,材料1,正弦波,0.0700271965,49122.63239,50309.42519762623,2.4159796612769275,7854.25035944,False,,,,
135,25,112160.0,材料1,正弦波,0.0785397905,64903.79723,61089.34118385833,-5.877092264146514,8809.02290248,False,,,,
136,25,112160.0,材料1,正弦波,0.099347042,114103.3322,108378.7965171092,-5.016975028263733,11142.76423072,False,,,,
137,25,112160.0,材料1,正弦波,0.1236948425,194634.2954,224761.43766747336,15.478845701657038,13873.6135348,False,,,,
138,25,112160.0,材料1,正弦波,0.1550021295,329555.1343,334778.2870268148,1.5849101358742963,17385.03884472,False,,,,
139,25,112160.0,材料1,正弦波,0.1738244219999999,432205.1043,417659.7373201875,-3.365385284694914,19496.147171519988,False,,,,
140,25,112160.0,材料1,正弦波,0.1972514825,579176.7738,603299.8300144414,4.16505932310945,22123.7262772,False,,,,
141,25,112160.0,材料1,正弦波,0.2173333295,737413.5818,675483.6771886229,-8.398259286221512,24376.10623672,False,,,,
142,25,112160.0,材料1,正弦波,0.272334886,1223675.078,1235625.76155005,0.9766222884576894,30545.08081376,False,,,,
143,25,125860.0,材料1,正弦波,0.0168106915,1472.545902,1390.8325725925602,-5.549119337907057,2115.7936321899997,False,,,,
144,25,125850.0,材料1,正弦波,0.0195156215,2256.015194,1991.1279937524928,-11.7413748343535,2456.040965775,False,,,,
145,25,125860.0,材料1,正弦波,0.022027956,3084.707485,2956.7784122598096,-4.147202720590875,2772.43854216,False,,,,
146,25,125860.0,材料1,正弦波,0.024779816,4200.974078,3735.975103336495,-11.068837037073122,3118.78764176,False,,,,
147,25,125850.0,材料1,正弦波,0.0276260649999999,5525.178254,4546.776212268516,-17.708062921285148,3476.7402802499873,False,,,,
148,25,125860.0,材料1,正弦波,0.039246581,13775.45003,14347.113516828042,4.149871587375223,4939.5746846600005,False,,,,
149,25,125850.0,材料1,正弦波,0.043961569,18310.96022,17051.190713615153,-6.879865890423783,5532.56345865,False,,,,
150,25,125860.0,材料1,正弦波,0.0494092225,24421.93184,24190.774887887954,-0.9465137877972528,6218.64474385,False,,,,
151,25,125860.0,材料1,正弦波,0.0555298964999999,32684.68129,33533.02282842309,2.595532539834321,6988.9927734899875,False,,,,
152,25,125860.0,材料1,正弦波,0.0701128375,56884.91087,55563.76222163786,-2.3224940114284145,8824.401727749999,False,,,,
153,25,125850.0,材料1,正弦波,0.079174438,76878.8708,86818.54115157032,12.929001490446336,9964.1030223,False,,,,
154,25,125860.0,材料1,正弦波,0.1101001809999999,172790.731,160211.60241375104,-7.27997880062731,13857.208780659987,False,,,,
155,25,125860.0,材料1,正弦波,0.1752485959999999,516365.5506,521127.7487231534,0.9222532598504756,22056.788292559988,False,,,,
156,25,125860.0,材料1,正弦波,0.1954342495,679260.437,648531.9026382184,-4.5238221877747415,24597.35464207,False,,,,
157,25,141250.0,材料1,正弦波,0.015724658,1402.690272,1333.1194319227384,-4.959814826267054,2221.1079425,False,,,,
158,25,141260.0,材料1,正弦波,0.022040972,3564.3754,3124.947788262879,-12.32832018022347,3113.5077047199998,False,,,,
159,25,141270.0,材料1,正弦波,0.0246616365,4792.365224,4347.298479233799,-9.28699554318861,3483.949388355,False,,,,
160,25,141270.0,材料1,正弦波,0.0313891005,8888.402923,9435.463259324695,6.15476527182515,4434.338227635,False,,,,
161,25,141260.0,材料1,正弦波,0.043889361,20972.82318,21586.087318551967,2.9240895862641194,6199.8111348600005,False,,,,
162,25,141260.0,材料1,正弦波,0.055511165,37837.05515,35810.027966638714,-5.357254086834731,7841.5071679,False,,,,
163,25,141260.0,材料1,正弦波,0.0624649495,49742.16541,51137.90901233855,2.8059566583684545,8823.79876637,False,,,,
164,25,141260.0,材料1,正弦波,0.070411753,67223.83993,65686.45576813501,-2.286962725523956,9946.36422878,False,,,,
165,25,141270.0,材料1,正弦波,0.0791556579999999,89782.66539,102425.0637003302,14.081112713031924,11182.319805659987,False,,,,
166,25,141260.0,材料1,正弦波,0.1235246755,266704.6966,267301.8982845322,0.2239186981502009,17449.09566113,False,,,,
167,25,141260.0,材料1,正弦波,0.139823091,357572.7731,375575.52303129225,5.0347093754416115,19751.40983466,False,,,,
168,25,141260.0,材料1,正弦波,0.175058288,619011.8338,650441.8532025825,5.077450492285311,24728.73376288,False,,,,
169,25,141260.0,材料1,正弦波,0.218276942,1026071.684,1121237.9835215262,9.274819781648532,30833.80082692,False,,,,
170,25,158500.0,材料1,正弦波,0.013948554,1187.754171,1206.687662478232,1.594058092196914,2210.845809,False,,,,
171,25,158500.0,材料1,正弦波,0.0139649459999999,1192.605834,1261.7447722336335,5.797300018375858,2213.443940999984,False,,,,
172,25,158500.0,材料1,正弦波,0.015524442,1641.045747,1655.2233808192934,0.8639389758153728,2460.624057,False,,,,
173,25,158500.0,材料1,正弦波,0.0196700925,3044.949531,3213.309087366209,5.529141112263933,3117.70966125,False,,,,
174,25,158500.0,材料1,正弦波,0.0220096895,4080.613099,3640.630963373184,-10.782255630523723,3488.53578575,False,,,,
175,25,158510.0,材料1,正弦波,0.024808252,5648.015608,5834.794509515758,3.3069827436595616,3932.35602452,False,,,,
176,25,158500.0,材料1,正弦波,0.034858277,13587.381,14205.684966733485,4.550575027913658,5525.0369045,False,,,,
177,25,158500.0,材料1,正弦波,0.0391039539999999,18242.28949,18911.5680985607,3.668830104508447,6197.976708999984,False,,,,
178,25,158510.0,材料1,正弦波,0.043934542,24635.10959,23362.008803272016,-5.167830823227867,6964.06425242,False,,,,
179,25,158510.0,材料1,正弦波,0.0495075985,33238.5309,35480.840741192755,6.746115969863027,7847.449438235,False,,,,
180,25,158500.0,材料1,正弦波,0.055606653,44430.17965,43480.87390852144,-2.1366236845242152,8813.6545005,False,,,,
181,25,158500.0,材料1,正弦波,0.0626846665,59069.01523,60087.883154403586,1.7248771127068414,9935.51964025,False,,,,
182,25,158500.0,材料1,正弦波,0.0704552175,79066.42767,77584.71838673088,-1.8740056012816784,11167.15197375,False,,,,
183,25,158500.0,材料1,正弦波,0.078823311,107275.1057,119972.18020403838,11.835993468555843,12493.494793499998,False,,,,
184,25,158500.0,材料1,正弦波,0.0878222295,139304.1316,132627.37236289022,-4.792936979271741,13919.82337575,False,,,,
185,25,158500.0,材料1,正弦波,0.098362729,183014.8648,203264.2264328088,11.064326198277628,15590.4925465,False,,,,
186,25,158510.0,材料1,正弦波,0.1096635159999999,237859.9575,236401.6955007676,-0.6130758680693044,17382.763921159985,False,,,,
187,25,158500.0,材料1,正弦波,0.1243688595,320931.3637,320698.2403593958,-0.0726396254689851,19712.46423075,False,,,,
188,25,158500.0,材料1,正弦波,0.155684436,556312.9256,596806.5014196305,7.27892054205949,24675.983106,False,,,,
189,25,177820.0,材料1,正弦波,0.0138180935,1455.296582,1341.228851295822,-7.838108885503988,2457.13338617,False,,,,
190,25,177820.0,材料1,正弦波,0.0154921505,1947.216719,2014.62687867841,3.461872477811756,2754.81420191,False,,,,
191,25,177820.0,材料1,正弦波,0.0174531405,2619.028052,2436.9908401949165,-6.950563651506991,3103.51744371,False,,,,
192,25,177830.0,材料1,正弦波,0.019648801,3573.989819,3702.1642387709135,3.5863118324935996,3494.14628183,False,,,,
193,25,177820.0,材料1,正弦波,0.022132149,4896.646627,4711.838357006729,-3.774180251730693,3935.53873518,False,,,,
194,25,177820.0,材料1,正弦波,0.0277168005,8757.571039,9212.58070525426,5.195614905411218,4928.60146491,False,,,,
195,25,177820.0,材料1,正弦波,0.0346753805,15704.90259,15551.331144489825,-0.9778567210468458,6165.976160509999,False,,,,
196,25,177820.0,材料1,正弦波,0.039066398,21387.24118,20809.551788532193,-2.701093547343667,6946.786892360001,False,,,,
197,25,177820.0,材料1,正弦波,0.04409337,29039.82633,28004.41032706601,-3.565503426803693,7840.6830534,False,,,,
198,25,177820.0,材料1,正弦波,0.0494174089999999,38777.3922,40186.60776506185,3.6341163887288217,8787.403668379982,False,,,,
199,25,177820.0,材料1,正弦波,0.05567526,51692.85659,50086.77854561283,-3.106963225355718,9900.1747332,False,,,,
200,25,177820.0,材料1,正弦波,0.062634304,69575.88416,71129.73145121797,2.233313036518042,11137.63193728,False,,,,
201,25,177820.0,材料1,正弦波,0.0700570325,94829.7604,91697.74746331034,-3.302774280435341,12457.541519150001,False,,,,
202,25,177820.0,材料1,正弦波,0.07807135,123936.1788,122463.93510455744,-1.1879047019985662,13882.647457,False,,,,
203,25,177820.0,材料1,正弦波,0.0981969239999999,216240.5996,221105.42497807991,2.249728028445556,17461.37702567998,False,,,,
204,25,177820.0,材料1,正弦波,0.1108415995,290107.5928,300012.28150061984,3.414143216667941,19709.85322309,False,,,,
205,25,177820.0,材料1,正弦波,0.124426791,381807.5464,403632.1843239611,5.716135820190561,22125.571975619998,False,,,,
206,25,177820.0,材料1,正弦波,0.139227434,508254.8668,487203.5008957718,-4.141891653053667,24757.42231388,False,,,,
207,25,199500.0,材料1,正弦波,0.012815212,1359.728946,1705.0200988389695,25.394116515260944,2556.634794,False,,,,
208,25,199500.0,材料1,正弦波,0.0123097255,1295.823376,1351.9896039970772,4.3344045984456105,2455.7902372500002,False,,,,
209,25,199500.0,材料1,正弦波,0.0138156239999999,1713.519808,1716.2605236864904,0.1599465424148966,2756.21698799998,False,,,,
210,25,199510.0,材料1,正弦波,0.017499987,3131.491897,3167.921285605685,1.163323738457858,3491.4224063700003,False,,,,
211,25,199500.0,材料1,正弦波,0.019716653,4293.7631,4361.138758253348,1.5691517366979997,3933.4722735,False,,,,
212,25,199500.0,材料1,正弦波,0.0221005489999999,5780.063046,5670.791464205259,-1.8904911750116744,4409.05952549998,False,,,,
213,25,199500.0,材料1,正弦波,0.0246384215,7703.877937,8033.71798818886,4.281480754059089,4915.36508925,False,,,,
214,25,199500.0,材料1,正弦波,0.030924014,13727.56106,13405.170001871074,-2.348494803409205,6169.340793,False,,,,
215,25,199500.0,材料1,正弦波,0.0348577025,18846.99738,18603.396348419927,-1.2925190504805708,6954.111648749999,False,,,,
216,25,199500.0,材料1,正弦波,0.0440802045,34431.32807,36596.44430801359,6.288215875994778,8794.000797749999,False,,,,
217,25,199500.0,材料1,正弦波,0.0495806419999999,46554.40586,48373.47642846232,3.907407977523536,9891.33807899998,False,,,,
218,25,199500.0,材料1,正弦波,0.0557953465,61598.99788,61658.56261693538,0.0966975746121919,11131.17162675,False,,,,
219,25,199510.0,材料1,正弦波,0.062398487,84808.51689,86765.35421822703,2.307359449246269,12449.12214137,False,,,,
220,25,199500.0,材料1,正弦波,0.069263705,109976.8533,106311.21751900784,-3.333097530071049,13818.1091475,False,,,,
221,25,199500.0,材料1,正弦波,0.0781414615,147898.0434,140416.93156659254,-5.058289928267879,15589.22156925,False,,,,
222,25,199500.0,材料1,正弦波,0.087605485,195279.9663,183776.66911169305,-5.89066938419835,17477.294257499998,False,,,,
223,25,199500.0,材料1,正弦波,0.0989592105,263199.8984,290110.51528961776,10.224402461098272,19742.36249475,False,,,,
