sequence,model,valid_time,longitude_deg,latitude_deg,altitude_agl_m,turbulence_index,grid_z,grid_y,grid_x
54,model_e,2025-07-31 06:00:00,118.98422241210938,31.585464477539062,200.0,0.09082421660423279,4,47,68
55,model_e,2025-07-31 06:00:00,118.99609375,31.59387969970703,150.0,0.0826004147529602,3,48,69
56,model_e,2025-07-31 06:00:00,119.0079345703125,31.60228729248047,100.0,0.07429935783147812,2,49,70
57,model_e,2025-07-31 06:00:00,119.01980590820312,31.610675811767578,100.0,0.07429935783147812,2,50,71
58,model_e,2025-07-31 06:00:00,119.03167724609375,31.61910629272461,100.0,0.07266837358474731,2,51,72
59,model_e,2025-07-31 06:00:00,119.04351806640625,31.627506256103516,100.0,0.0708141177892685,2,52,73
60,model_e,2025-07-31 06:00:00,119.05538940429688,31.635894775390625,100.0,0.06936773657798767,2,53,74
61,model_e,2025-07-31 06:00:00,119.0672607421875,31.644302368164062,100.0,0.07706397026777267,2,54,75
62,model_e,2025-07-31 06:00:00,119.07913208007812,31.65270233154297,100.0,0.06734898686408997,2,55,76
63,model_e,2025-07-31 06:00:00,119.09100341796875,31.661102294921875,100.0,0.08602701872587204,2,56,77
64,model_e,2025-07-31 06:00:00,119.10287475585938,31.669506072998047,100.0,0.08517986536026001,2,57,78
65,model_e,2025-07-31 06:00:00,119.11474609375,31.677898406982422,100.0,0.12824960052967072,2,58,79
66,model_e,2025-07-31 06:00:00,119.12664794921875,31.686294555664062,100.0,0.16077643632888794,2,59,80
67,model_e,2025-07-31 06:00:00,119.13851928710938,31.694679260253906,100.0,0.22536258399486542,2,60,81
68,model_e,2025-07-31 06:00:00,119.15042114257812,31.703083038330078,100.0,0.2473677545785904,2,61,82
69,model_e,2025-07-31 06:00:00,119.16229248046875,31.711475372314453,100.0,0.2503613531589508,2,62,83
70,model_e,2025-07-31 06:00:00,119.1741943359375,31.719871520996094,100.0,0.19487051665782928,2,63,84
71,model_e,2025-07-31 06:00:00,119.18609619140625,31.728252410888672,100.0,0.18445879220962524,2,64,85
72,model_e,2025-07-31 06:00:00,119.197998046875,31.736652374267578,100.0,0.16714709997177124,2,65,86
73,model_e,2025-07-31 06:00:00,119.20989990234375,31.745033264160156,100.0,0.15849648416042328,2,66,87
74,model_e,2025-07-31 06:00:00,119.22177124023438,31.753421783447266,150.0,0.19424881041049957,3,67,88
75,model_e,2025-07-31 06:00:00,119.22280883789062,31.762683868408203,200.0,0.2012968361377716,4,68,88
76,model_e,2025-07-31 06:00:00,119.22381591796875,31.771923065185547,250.0,0.18125367164611816,5,69,88
77,model_e,2025-07-31 06:00:00,119.2357177734375,31.780319213867188,300.0,0.1139863058924675,6,70,89
78,model_e,2025-07-31 06:00:00,119.24761962890625,31.788700103759766,350.0,0.10195612907409668,7,71,90
79,model_e,2025-07-31 06:00:00,119.25955200195312,31.797077178955078,350.0,0.11691921204328537,7,72,91
80,model_e,2025-07-31 06:00:00,119.27145385742188,31.805458068847656,350.0,0.1292787492275238,7,73,92
81,model_e,2025-07-31 06:00:00,119.27249145507812,31.814720153808594,350.0,0.25058937072753906,7,74,92
82,model_e,2025-07-31 06:00:00,119.27349853515625,31.823970794677734,350.0,0.27043986320495605,7,75,92
83,model_e,2025-07-31 06:00:00,119.2745361328125,31.833232879638672,350.0,0.29120171070098877,7,76,92
84,model_e,2025-07-31 06:00:00,119.27557373046875,31.842479705810547,400.0,0.3530947268009186,8,77,92
85,model_e,2025-07-31 06:00:00,119.27658081054688,31.851734161376953,450.0,0.3684719204902649,9,78,92
86,model_e,2025-07-31 06:00:00,119.27761840820312,31.860980987548828,500.0,0.45684996247291565,10,79,92
87,model_e,2025-07-31 06:00:00,119.27862548828125,31.870243072509766,550.0,0.488964706659317,11,80,92
88,model_e,2025-07-31 06:00:00,119.2796630859375,31.879497528076172,600.0,0.7200931906700134,12,81,92
89,model_e,2025-07-31 06:00:00,119.28070068359375,31.888751983642578,650.0,0.7618239521980286,13,82,92
90,model_e,2025-07-31 06:00:00,119.28173828125,31.89800262451172,700.0,0.7958177924156189,14,83,92
91,model_e,2025-07-31 06:00:00,119.28274536132812,31.907264709472656,750.0,0.7993149161338806,15,84,92
92,model_e,2025-07-31 06:00:00,119.28378295898438,31.91651153564453,800.0,0.7849046587944031,16,85,92
93,model_e,2025-07-31 06:00:00,119.2847900390625,31.925765991210938,800.0,0.7873237729072571,16,86,92
94,model_e,2025-07-31 06:00:00,119.28582763671875,31.935028076171875,850.0,0.7825664281845093,17,87,92
95,model_e,2025-07-31 06:00:00,119.286865234375,31.944271087646484,800.0,0.7787925004959106,16,88,92
96,model_e,2025-07-31 06:00:00,119.28790283203125,31.953529357910156,800.0,0.7756649255752563,16,89,92
97,model_e,2025-07-31 06:00:00,119.2889404296875,31.962779998779297,800.0,0.743886411190033,16,90,92
98,model_e,2025-07-31 06:00:00,119.28994750976562,31.972042083740234,800.0,0.7340002655982971,16,91,92
99,model_e,2025-07-31 06:00:00,119.29098510742188,31.981304168701172,800.0,0.7500446438789368,16,92,92
100,model_e,2025-07-31 06:00:00,119.29202270507812,31.990550994873047,750.0,0.7605189681053162,15,93,92
101,model_e,2025-07-31 06:00:00,119.29302978515625,31.999805450439453,800.0,0.7735430002212524,16,94,92
102,model_e,2025-07-31 06:00:00,119.2940673828125,32.00906753540039,850.0,0.7865684032440186,17,95,92
103,model_e,2025-07-31 06:00:00,119.29510498046875,32.018314361572266,900.0,0.7862535119056702,18,96,92
104,model_e,2025-07-31 06:00:00,119.296142578125,32.027565002441406,950.0,0.7912130951881409,19,97,92
105,model_e,2025-07-31 06:00:00,119.29718017578125,32.036827087402344,1000.0,0.8066543936729431,20,98,92
106,model_e,2025-07-31 06:00:00,119.2982177734375,32.046085357666016,1000.0,0.8033342361450195,20,99,92
107,model_e,2025-07-31 06:00:00,119.29922485351562,32.055328369140625,1000.0,0.7973300814628601,20,100,92
108,model_e,2025-07-31 06:00:00,119.28933715820312,32.06546401977539,950.0,0.8015157580375671,19,101,91
109,model_e,2025-07-31 06:00:00,119.29037475585938,32.0747184753418,950.0,0.8050444722175598,19,102,91
110,model_e,2025-07-31 06:00:00,119.29141235351562,32.0839729309082,1000.0,0.8004023432731628,20,103,91
111,model_e,2025-07-31 06:00:00,119.29241943359375,32.09323501586914,1000.0,0.8010945916175842,20,104,91
112,model_e,2025-07-31 06:00:00,119.29345703125,32.10248947143555,1000.0,0.8033649921417236,20,105,91
113,model_e,2025-07-31 06:00:00,119.29449462890625,32.111751556396484,1000.0,0.8110834956169128,20,106,91
114,model_e,2025-07-31 06:00:00,119.2955322265625,32.121002197265625,1000.0,0.8112845420837402,20,107,91
115,model_e,2025-07-31 06:00:00,119.29656982421875,32.13026428222656,1000.0,0.8090599775314331,20,108,91
116,model_e,2025-07-31 06:00:00,119.297607421875,32.13951873779297,1000.0,0.8083817362785339,20,109,91
117,model_e,2025-07-31 06:00:00,119.29864501953125,32.148773193359375,950.0,0.8174355030059814,19,110,91
118,model_e,2025-07-31 06:00:00,119.29965209960938,32.15802764892578,900.0,0.8076649904251099,18,111,91
119,model_e,2025-07-31 06:00:00,119.28976440429688,32.16816329956055,850.0,0.8061491847038269,17,112,90
120,model_e,2025-07-31 06:00:00,119.290771484375,32.17741775512695,800.0,0.7935117483139038,16,113,90
121,model_e,2025-07-31 06:00:00,119.29180908203125,32.18667984008789,750.0,0.7880024909973145,15,114,90
122,model_e,2025-07-31 06:00:00,119.2928466796875,32.1959228515625,700.0,0.7832589745521545,14,115,90
123,model_e,2025-07-31 06:00:00,119.29388427734375,32.2051887512207,650.0,0.7669162154197693,13,116,90
124,model_e,2025-07-31 06:00:00,119.294921875,32.21444320678711,650.0,0.7602530717849731,13,117,90
125,model_e,2025-07-31 06:00:00,119.29595947265625,32.22369384765625,650.0,0.7579880356788635,13,118,90
126,model_e,2025-07-31 06:00:00,119.2969970703125,32.23295593261719,650.0,0.7610642910003662,13,119,90
127,model_e,2025-07-31 06:00:00,119.29803466796875,32.24221420288086,700.0,0.7596278190612793,14,120,90
128,model_e,2025-07-31 06:00:00,119.299072265625,32.2514762878418,700.0,0.7647238969802856,14,121,90
129,model_e,2025-07-31 06:00:00,119.30010986328125,32.260719299316406,650.0,0.7610946297645569,13,122,90
130,model_e,2025-07-31 06:00:00,119.2901611328125,32.2708625793457,700.0,0.7869366407394409,14,123,89
131,model_e,2025-07-31 06:00:00,119.29119873046875,32.28012466430664,750.0,0.792461633682251,15,124,89
132,model_e,2025-07-31 06:00:00,119.292236328125,32.28938674926758,800.0,0.7815415263175964,16,125,89
133,model_e,2025-07-31 06:00:00,119.29327392578125,32.29862594604492,850.0,0.7871783375740051,17,126,89
134,model_e,2025-07-31 06:00:00,119.28335571289062,32.30876159667969,900.0,0.7758843898773193,18,127,88
135,model_e,2025-07-31 06:00:00,119.28439331054688,32.318023681640625,900.0,0.767219603061676,18,128,88
136,model_e,2025-07-31 06:00:00,119.28543090820312,32.32727813720703,900.0,0.7723047733306885,18,129,88
137,model_e,2025-07-31 06:00:00,119.28646850585938,32.33654022216797,850.0,0.7687404155731201,17,130,88
138,model_e,2025-07-31 06:00:00,119.2874755859375,32.345802307128906,850.0,0.7749379873275757,17,131,88
139,model_e,2025-07-31 06:00:00,119.28851318359375,32.355072021484375,850.0,0.7658662796020508,17,132,88
140,model_e,2025-07-31 06:00:00,119.28955078125,32.36431121826172,850.0,0.7686797976493835,17,133,88
141,model_e,2025-07-31 06:00:00,119.29058837890625,32.373573303222656,850.0,0.7745122909545898,17,134,88
142,model_e,2025-07-31 06:00:00,119.2916259765625,32.38282775878906,900.0,0.7577295899391174,18,135,88
143,model_e,2025-07-31 06:00:00,119.29266357421875,32.39209747314453,900.0,0.7368901371955872,18,136,88
144,model_e,2025-07-31 06:00:00,119.293701171875,32.40135192871094,950.0,0.7523692846298218,19,137,88
145,model_e,2025-07-31 06:00:00,119.29473876953125,32.410614013671875,1000.0,0.7414541244506836,20,138,88
146,model_e,2025-07-31 06:00:00,119.2957763671875,32.41986846923828,1000.0,0.7432044744491577,20,139,88
147,model_e,2025-07-31 06:00:00,119.29681396484375,32.42911911010742,1000.0,0.7369827032089233,20,140,88
148,model_e,2025-07-31 06:00:00,119.2978515625,32.438385009765625,950.0,0.750036895275116,19,141,88
149,model_e,2025-07-31 06:00:00,119.29888916015625,32.447654724121094,900.0,0.7349942922592163,18,142,88
150,model_e,2025-07-31 06:00:00,119.2999267578125,32.4569091796875,850.0,0.7474223971366882,17,143,88
151,model_e,2025-07-31 06:00:00,119.28997802734375,32.467044830322266,800.0,0.7302016615867615,16,144,87
152,model_e,2025-07-31 06:00:00,119.280029296875,32.4771728515625,850.0,0.7501910924911499,17,145,86
153,model_e,2025-07-31 06:00:00,119.27008056640625,32.4873161315918,800.0,0.7286286950111389,16,146,85
154,model_e,2025-07-31 06:00:00,119.2601318359375,32.497432708740234,850.0,0.749211847782135,17,147,84
155,model_e,2025-07-31 06:00:00,119.25021362304688,32.50756072998047,800.0,0.7850517630577087,16,148,83
156,model_e,2025-07-31 06:00:00,119.240234375,32.517696380615234,750.0,0.7953590154647827,15,149,82
157,model_e,2025-07-31 06:00:00,119.23028564453125,32.527828216552734,700.0,0.784700870513916,14,150,81
158,model_e,2025-07-31 06:00:00,119.2313232421875,32.53707504272461,650.0,0.8131530284881592,13,151,81
159,model_e,2025-07-31 06:00:00,119.23236083984375,32.54634475708008,600.0,0.8532946109771729,12,152,81
160,model_e,2025-07-31 06:00:00,119.2333984375,32.555606842041016,550.0,0.8676176071166992,11,153,81
161,model_e,2025-07-31 06:00:00,119.23443603515625,32.56487274169922,500.0,0.8796722888946533,10,154,81
162,model_e,2025-07-31 06:00:00,119.23544311523438,32.57411575317383,450.0,0.8871920704841614,9,155,81
163,model_e,2025-07-31 06:00:00,119.23648071289062,32.58338928222656,400.0,0.8692072033882141,8,156,81
164,model_e,2025-07-31 06:00:00,119.23751831054688,32.592647552490234,350.0,0.8711806535720825,7,157,81
165,model_e,2025-07-31 06:00:00,119.23855590820312,32.601905822753906,300.0,0.864118754863739,6,158,81
