sequence,model,valid_time,longitude_deg,latitude_deg,altitude_agl_m,turbulence_index,grid_z,grid_y,grid_x
133,model_d,2025-07-31 06:00:00,119.05441284179688,32.43885803222656,250.0,0.43232354521751404,5,139,66
134,model_d,2025-07-31 06:00:00,119.06536865234375,32.438011169433594,200.0,0.42723262310028076,4,139,67
135,model_d,2025-07-31 06:00:00,119.07736206054688,32.44641876220703,200.0,0.4399084448814392,4,140,68
136,model_d,2025-07-31 06:00:00,119.08935546875,32.454811096191406,250.0,0.4830711781978607,5,141,69
137,model_d,2025-07-31 06:00:00,119.10134887695312,32.463233947753906,250.0,0.5208946466445923,5,142,70
138,model_d,2025-07-31 06:00:00,119.11334228515625,32.47163009643555,250.0,0.5545503497123718,5,143,71
139,model_d,2025-07-31 06:00:00,119.12533569335938,32.480037689208984,300.0,0.5617697238922119,6,144,72
140,model_d,2025-07-31 06:00:00,119.1373291015625,32.48843002319336,250.0,0.4030364155769348,5,145,73
141,model_d,2025-07-31 06:00:00,119.1483154296875,32.487571716308594,250.0,0.4118727743625641,5,145,74
142,model_d,2025-07-31 06:00:00,119.16030883789062,32.4959716796875,200.0,0.43708527088165283,4,146,75
143,model_d,2025-07-31 06:00:00,119.17230224609375,32.504371643066406,250.0,0.3991563022136688,5,147,76
144,model_d,2025-07-31 06:00:00,119.184326171875,32.512760162353516,250.0,0.42484939098358154,5,148,77
145,model_d,2025-07-31 06:00:00,119.19631958007812,32.52116775512695,250.0,0.4389576017856598,5,149,78
146,model_d,2025-07-31 06:00:00,119.20834350585938,32.529563903808594,300.0,0.5399876832962036,6,150,79
147,model_d,2025-07-31 06:00:00,119.2093505859375,32.5388298034668,300.0,0.5060129761695862,6,151,79
148,model_d,2025-07-31 06:00:00,119.22137451171875,32.547203063964844,350.0,0.5442467331886292,7,152,80
149,model_d,2025-07-31 06:00:00,119.222412109375,32.556480407714844,400.0,0.5301699638366699,8,153,80
150,model_d,2025-07-31 06:00:00,119.22344970703125,32.56574249267578,400.0,0.540108323097229,8,154,80
151,model_d,2025-07-31 06:00:00,119.22445678710938,32.57499694824219,350.0,0.6029906272888184,7,155,80
152,model_d,2025-07-31 06:00:00,119.22549438476562,32.584266662597656,300.0,0.5204999446868896,6,156,80
153,model_d,2025-07-31 06:00:00,119.22653198242188,32.59352111816406,250.0,0.4437250792980194,5,157,80
154,model_d,2025-07-31 06:00:00,119.23855590820312,32.601905822753906,300.0,0.5157509446144104,6,158,81
