eventid,危害等级,危害得分,人员伤亡得分,财产损失得分,直接后果得分,行动复杂度得分,情境风险得分,数据完整率,数据质量
199801210002,4,0.26716013119453336,0.10148793559913001,0.0,0.10148793559913001,0.5905993808225396,0.7104713425920193,0.8,medium
199801210003,4,0.2658057934936415,0.10148793559913001,0.0,0.10148793559913001,0.5905993808225396,0.7018991287978446,0.8,medium
199801210004,4,0.2658057934936415,0.10148793559913001,0.0,0.10148793559913001,0.5905993808225396,0.7018991287978446,0.8,medium
199801210005,1,0.7930183181456442,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.5905993808225396,0.8851424708616162,0.6,medium
199801210006,1,0.8069756210126187,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.5905993808225396,0.9734845321414312,0.8,medium
199801220001,2,0.7024357962858033,0.8019846518118847,0.0,0.8019846518118847,0.2785503255929501,0.6423762846636341,0.8,medium
199801230001,4,0.26275941149882426,0.10148793559913001,0.0,0.10148793559913001,0.2785503255929501,0.9630978879353231,0.8,medium
199801230002,4,0.2491783226770392,0.19204885485039963,0.0,0.19204885485039963,0.2785503255929501,0.47589643931825343,0.8,medium
199801240001,4,0.3277938527858216,0.19204885485039963,0.0,0.19204885485039963,0.2785503255929501,0.9734895663434211,0.6,medium
199801240002,3,0.39540231176915164,0.2905724084070406,0.0,0.2905724084070406,0.2785503255929501,0.9648939917780218,0.8,medium
199801240003,3,0.45645024341996554,0.3758487535435812,0.0,0.3758487535435812,0.2785503255929501,0.9734671698915129,0.6,medium
199801250001,1,0.7945452134356681,0.45989499263172867,0.8132902461547432,0.8132902461547432,0.5905993808225396,0.8948068794199721,0.8,medium
199801250002,1,0.783421367847942,0.8275896221778172,0.8132902461547432,0.8275896221778172,0.4830239125268321,0.8577366296102926,0.8,medium
199801250003,1,0.7612909324698371,0.6356803620351106,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.964806229368861,0.8,medium
199801250004,1,0.7945494494472561,0.38113332765831026,0.8132902461547432,0.8132902461547432,0.5905993808225396,0.8948336910467499,0.8,medium
199801250005,2,0.6966619807478104,0.4874624122538667,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.5557404615845215,0.6,medium
199801250006,5,0.2214922038183001,0.10148793559913001,0.0,0.10148793559913001,0.2785503255929501,0.7018991287978446,0.8,medium
199801250007,1,0.7373893923434504,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.7955264130661179,0.34884628807181006,0.8,medium
199801250008,2,0.6305483380166543,0.7154974940134868,0.0,0.7154974940134868,0.2785503255929501,0.5705595019143738,0.8,medium
199801260001,1,0.7734307595904963,0.4874624122538667,0.8132902461547432,0.8132902461547432,0.4830239125268321,0.8578566040881355,0.6,medium
199801260002,2,0.6552418873718246,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.29357401996526267,0.8,medium
199801270001,1,0.7373893923434504,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.7955264130661179,0.34884628807181006,0.8,medium
199801280001,1,0.7337793408734151,0.7895893517773537,0.0,0.7895893517773537,0.5905993808225396,0.6152018317700831,0.8,medium
199801280002,3,0.47642742163215124,0.47492560073818246,0.0,0.47492560073818246,0.2785503255929501,0.6609403175226299,0.6,medium
199801280003,3,0.45212268383111726,0.46058318490132855,0.0,0.46058318490132855,0.2785503255929501,0.5706504067076481,0.6,medium
199801280004,3,0.46030299803760155,0.4722703002658742,0.0,0.4722703002658742,0.2785503255929501,0.570646187820485,0.6,medium
199801280005,5,0.2125734828630776,0.10148793559913001,0.0,0.10148793559913001,0.3120490552295895,0.6153386853233501,0.8,medium
199801290001,4,0.32048288028717076,0.31968535526787134,0.0,0.31968535526787134,0.2785503255929501,0.36170686442253214,0.8,medium
199801290002,1,0.7204890455373453,0.24046867271168193,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.7065526949950222,0.8,medium
199801310001,5,0.23658246448878378,0.10148793559913001,0.0,0.10148793559913001,0.2785503255929501,0.797412190711448,0.8,medium
199802010001,3,0.4484710478708616,0.48521299342518265,0.0,0.48521299342518265,0.2785503255929501,0.4384123444465786,0.6,medium
199802020001,2,0.6449575773083303,0.7216151286167171,0.0,0.7216151286167171,0.2785503255929501,0.6346571856375913,0.8,medium
199802020002,1,0.749816149052863,0.14990775346041232,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.8921771527158386,0.8,medium
199802030001,1,0.7396113914399763,0.23214188573707745,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.8275866418574388,0.8,medium
199802040001,3,0.43619666303897164,0.42581392185964567,0.0,0.42581392185964567,0.2785503255929501,0.623896679194347,0.6,medium
199802040002,4,0.29606034523539526,0.1985478305620847,0.0,0.1985478305620847,0.48347735783652845,0.559643794094181,1.0,high
199802040003,3,0.4255977287587721,0.3317724361874341,0.0,0.3317724361874341,0.2785503255929501,0.9734729137928204,0.4,low
199802050001,4,0.2489653412514219,0.14990775346041232,0.0,0.14990775346041232,0.2785503255929501,0.6612594023118815,0.8,medium
199802050002,3,0.45212268383111726,0.46058318490132855,0.0,0.46058318490132855,0.2785503255929501,0.5706504067076481,0.6,medium
199802050003,1,0.7210964950717563,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.7103975169140418,0.8,medium
199802060001,5,0.23302385411544096,0.19204885485039963,0.0,0.19204885485039963,0.2785503255929501,0.37364752595631895,0.8,medium
199802060002,1,0.7712859938800454,0.8139906904732096,0.0,0.8139906904732096,0.4830239125268321,0.8411780156476808,0.8,medium
199802060003,4,0.2505668492623718,0.10148793559913001,0.0,0.10148793559913001,0.2785503255929501,0.8859256655857396,0.8,medium
199802060004,1,0.7743160961248277,0.5262055857421224,0.8599676846160574,0.8599676846160574,0.2785503255929501,0.8404385774658225,0.6,medium
199802060005,3,0.4863420651975108,0.4485319140434378,0.0,0.4485319140434378,0.2785503255929501,0.8406348440721807,0.6,medium
199802070001,3,0.5339791724283943,0.4927401356677135,0.0,0.4927401356677135,0.2785503255929501,0.946281935317187,0.8,medium
199802070002,3,0.45102989860066267,0.36810517312915364,0.0,0.36810517312915364,0.2785503255929501,0.9734681919129684,0.8,medium
199802070003,1,0.7939749227011851,0.23214188573707745,0.8599676846160574,0.8599676846160574,0.2785503255929501,0.9648681523378537,0.6,medium
199802070004,1,0.7626534562672251,0.5499698558561755,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.9734302566577483,0.8,medium
199802080001,4,0.2504507702903419,0.10148793559913001,0.0,0.10148793559913001,0.2785503255929501,0.8851909494476644,0.8,medium
199802090001,4,0.33445019308112284,0.31968535526787134,0.0,0.31968535526787134,0.0,0.7004831287009394,0.8,medium
199802100001,4,0.2844232670510959,0.24046867271168193,0.0,0.24046867271168193,0.2785503255929501,0.48444798220393426,0.8,medium
199802100002,4,0.25053355470695426,0.19204885485039963,0.0,0.19204885485039963,0.2785503255929501,0.48447431372394617,0.8,medium
199802100003,4,0.3729306767058755,0.3758487535435812,0.0,0.3758487535435812,0.2785503255929501,0.4448341846334448,0.6,medium
199802110001,4,0.27845748908421764,0.19204885485039963,0.0,0.19204885485039963,0.2785503255929501,0.6612174814721192,0.8,medium
199802120001,2,0.6840964364268446,0.7010664054865631,0.0,0.7010664054865631,0.2785503255929501,0.9734281592508471,0.8,medium
199802120002,1,0.755816381938456,0.8800227075531355,0.0,0.8800227075531355,0.2785503255929501,0.6344894512341431,0.8,medium
199802120003,4,0.25673618841234247,0.14990775346041232,0.0,0.14990775346041232,0.2785503255929501,0.7104445968031818,0.8,medium
199802120004,1,0.7759377750580394,0.10148793559913001,0.8599676846160574,0.8599676846160574,0.2785503255929501,0.8507029144268667,0.6,medium
199802120005,5,0.2155083890154712,0.10148793559913001,0.0,0.10148793559913001,0.0,0.9143957132874958,0.8,medium
199802130001,5,0.18193571542202214,0.10148793559913001,0.0,0.10148793559913001,0.0,0.7018991287978446,0.8,medium
199802130002,1,0.7395994986028261,0.10148793559913001,0.8599676846160574,0.8599676846160574,0.5905993808225396,0.34022089881511053,0.6,medium
199802130003,1,0.7395994986028261,0.10148793559913001,0.8599676846160574,0.8599676846160574,0.5905993808225396,0.34022089881511053,0.6,medium
199802140001,1,0.7984936438417766,0.49436998676825733,0.8599676846160574,0.8599676846160574,0.2785503255929501,0.9934691753086381,0.4,low
199802140002,4,0.3149702529284787,0.23214188573707745,0.0,0.23214188573707745,0.2785503255929501,0.7146864169891577,0.8,medium
199802140004,4,0.2891893903137446,0.10148793559913001,0.0,0.10148793559913001,0.5905993808225396,0.8499044535308902,0.8,medium
199802150001,1,0.7913336473249171,0.8841138406698617,0.0,0.8841138406698617,0.2785503255929501,0.8411679957928249,0.8,medium
199802150002,3,0.48804975632024017,0.49153260854927644,0.0,0.49153260854927644,0.2785503255929501,0.6609240458992429,0.6,medium
199802150003,3,0.4724081857441278,0.46918256514521844,0.0,0.46918256514521844,0.2785503255929501,0.6609459445755785,0.6,medium
199802150004,3,0.42848595472210166,0.40642264183901694,0.0,0.40642264183901694,0.2785503255929501,0.661007437039933,0.6,medium
199802150005,1,0.8230385564466445,0.7015093613996322,0.8599676846160574,0.8599676846160574,0.5905993808225396,0.8683443071428149,0.6,medium
199802150006,1,0.8230385564466445,0.7015093613996322,0.8599676846160574,0.8599676846160574,0.5905993808225396,0.8683443071428149,0.6,medium
199802150007,1,0.8230385564466445,0.7015093613996322,0.8599676846160574,0.8599676846160574,0.5905993808225396,0.8683443071428149,0.6,medium
199802150008,1,0.8230385564466445,0.7015093613996322,0.8599676846160574,0.8599676846160574,0.5905993808225396,0.8683443071428149,0.6,medium
199802150009,1,0.8230387608526988,0.6911327744772469,0.8599676846160574,0.8599676846160574,0.5905993808225396,0.8683456009208709,0.6,medium
199802150010,1,0.8230387608526988,0.6911327744772469,0.8599676846160574,0.8599676846160574,0.5905993808225396,0.8683456009208709,0.6,medium
199802150011,1,0.8230387608526988,0.6911327744772469,0.8599676846160574,0.8599676846160574,0.5905993808225396,0.8683456009208709,0.6,medium
199802150012,1,0.8230387608526988,0.6911327744772469,0.8599676846160574,0.8599676846160574,0.5905993808225396,0.8683456009208709,0.6,medium
199802150013,1,0.8230387608526988,0.6911327744772469,0.8599676846160574,0.8599676846160574,0.5905993808225396,0.8683456009208709,0.6,medium
199802150014,1,0.8230387608526988,0.6911327744772469,0.8599676846160574,0.8599676846160574,0.5905993808225396,0.8683456009208709,0.6,medium
199802150015,1,0.8230387608526988,0.6911327744772469,0.8599676846160574,0.8599676846160574,0.5905993808225396,0.8683456009208709,0.6,medium
199802150016,1,0.8230387608526988,0.6911327744772469,0.8599676846160574,0.8599676846160574,0.5905993808225396,0.8683456009208709,0.6,medium
199802150017,3,0.5261342015164845,0.5073328757840653,0.0,0.5073328757840653,0.2785503255929501,0.8319727571497613,0.8,medium
199802150018,4,0.2952990252334194,0.19939782825947136,0.0,0.19939782825947136,0.48347735783652845,0.5510590436248926,1.0,high
199802150019,4,0.3024827877398477,0.14990775346041232,0.0,0.14990775346041232,0.2785503255929501,0.9999954448181063,0.8,medium
199802180001,2,0.659154381734931,0.7265052026769596,0.0,0.7265052026769596,0.2785503255929501,0.7028491221527349,0.8,medium
199802190001,3,0.49830631684783494,0.43564466649085276,0.0,0.43564466649085276,0.2785503255929501,0.9734604250058527,0.8,medium
199802190002,4,0.32643862075590657,0.19204885485039963,0.0,0.19204885485039963,0.2785503255929501,0.9649116919377285,0.8,medium
199802190003,1,0.7197408550483965,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.7018170601339286,0.8,medium
199802200001,1,0.7508345179223739,0.44254537333304583,0.8599676846160574,0.8599676846160574,0.2785503255929501,0.6918130843975048,0.6,medium
199802200002,3,0.4624419243388631,0.4196683475754178,0.0,0.4196683475754178,0.48347735783652845,0.6330478093114601,0.8,medium
199802200003,4,0.280185331439867,0.2011228762179571,0.0,0.2011228762179571,0.48347735783652845,0.44775463863075454,1.0,high
199802200004,1,0.7549596553492713,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.9247327225677748,0.8,medium
199802210001,3,0.520941098316152,0.4841091470859802,0.0,0.4841091470859802,0.2785503255929501,0.9019986792647622,0.6,medium
199802210002,4,0.353616187393229,0.31968535526787134,0.0,0.31968535526787134,0.2785503255929501,0.5714225003633615,0.8,medium
199802210003,5,0.1720675334684088,0.10148793559913001,0.0,0.10148793559913001,0.0,0.639438957002816,0.8,medium
199802210004,1,0.7252837295263378,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.7369004112271584,0.8,medium
199802210005,1,0.8005130526012401,0.861445459352026,0.8599676846160574,0.861445459352026,0.2785503255929501,0.9997034719208809,0.6,medium
199802210006,1,0.7501983683908526,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.8945963911962835,0.8,medium
199802220001,1,0.7770860866630324,0.10148793559913001,0.8599676846160574,0.8599676846160574,0.2785503255929501,0.857971096191171,0.2,low
199802220002,3,0.45996494249188935,0.45558363344061087,0.0,0.45558363344061087,0.2785503255929501,0.6424386871363075,0.6,medium
199802230001,3,0.45980066303735406,0.40642264183901694,0.0,0.40642264183901694,0.2785503255929501,0.8592123414768333,0.6,medium
199802230002,1,0.770799854636563,0.4939754849838001,0.8132902461547432,0.8132902461547432,0.4830239125268321,0.8412044207202666,0.6,medium
199802230003,5,0.1885285692072932,0.10148793559913001,0.0,0.10148793559913001,0.2785503255929501,0.49325742656026594,0.8,medium
199802240001,1,0.7537698672296733,0.10148793559913001,0.8599676846160574,0.8599676846160574,0.2785503255929501,0.7103922333100562,0.6,medium
199802240002,4,0.27809627993592695,0.20176708499913437,0.0,0.20176708499913437,0.48347735783652845,0.4316778485622853,1.0,high
199802250001,4,0.2435131978523192,0.10148793559913001,0.0,0.10148793559913001,0.2785503255929501,0.8412799262869406,0.6,medium
199802250002,4,0.3728088843576786,0.3317724361874341,0.0,0.3317724361874341,0.2785503255929501,0.6393485223241339,0.8,medium
199802250003,3,0.43795377180700756,0.4223333554387037,0.0,0.4223333554387037,0.2785503255929501,0.6504392642786644,0.8,medium
199802250004,5,0.15419439820004588,0.10148793559913001,0.0,0.10148793559913001,0.0,0.5263118273425277,0.8,medium
199802250005,1,0.7668303354745454,0.4525305514826311,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.9998676079431872,0.8,medium
199802260001,1,0.7688370201868405,0.816185331024422,0.8132902461547432,0.816185331024422,0.2785503255929501,0.9997418120303887,0.8,medium
199802260002,3,0.4815336277211315,0.4925302428695866,0.0,0.4925302428695866,0.2785503255929501,0.615260396649397,0.6,medium
199802260003,3,0.43804131546661407,0.40642264183901694,0.0,0.40642264183901694,0.2785503255929501,0.7214876223943572,0.6,medium
199802260004,1,0.7502133750724653,0.7898330614558136,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.894691375248666,0.8,medium
199802270001,1,0.7945385179734252,0.5795169637594006,0.8132902461547432,0.8132902461547432,0.5905993808225396,0.8947645008213712,0.8,medium
199802270002,1,0.7945406018230597,0.5430914707339007,0.8132902461547432,0.8132902461547432,0.5905993808225396,0.8947776904450302,0.8,medium
199802270003,3,0.48018570255738235,0.322702804988347,0.0,0.322702804988347,0.7950729677564216,0.8949001077878495,0.4,low
199802270004,1,0.7502134867931702,0.7875266812451323,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.8946920823793674,0.8,medium
199802270005,2,0.5776505651369852,0.6061332541318853,0.0,0.6061332541318853,0.2785503255929501,0.7202965530929537,0.8,medium
199802270006,1,0.7311290284137869,0.322702804988347,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.7738979427298764,0.8,medium
199802270007,3,0.48216548551757454,0.4167719565327956,0.0,0.4167719565327956,0.2785503255929501,0.9549155497380188,0.8,medium
199802280001,1,0.8216748595740277,0.7528236602102908,0.8599676846160574,0.8599676846160574,0.5905993808225396,0.859712854932026,0.6,medium
199802280002,1,0.8216750169046,0.7474800795729328,0.8599676846160574,0.8599676846160574,0.5905993808225396,0.8597138507481366,0.6,medium
199802280003,5,0.20889435905259623,0.10148793559913001,0.0,0.10148793559913001,0.2785503255929501,0.6221616906342884,0.8,medium
199803010001,1,0.7294406966624658,0.5370765919769644,0.8599676846160574,0.8599676846160574,0.2785503255929501,0.5564019461019941,0.6,medium
199803030001,3,0.43132821273266425,0.45033930540581874,0.0,0.45033930540581874,0.2785503255929501,0.4844195173705729,0.8,medium
199803030002,1,0.786011103614499,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.5905993808225396,0.8407906515014463,0.8,medium
199803030003,1,0.786011103614499,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.5905993808225396,0.8407906515014463,0.8,medium
199803030004,3,0.5085922291013177,0.45033930540581874,0.0,0.45033930540581874,0.2785503255929501,0.9734583047221714,0.8,medium
199803030005,1,0.723429728423144,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.5905993808225396,0.4446849185513251,0.8,medium
199803030006,1,0.723429728423144,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.5905993808225396,0.4446849185513251,0.8,medium
199803040001,1,0.7486938925799524,0.2905724084070406,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.8850738856271724,0.8,medium
199803050001,1,0.7197397783967368,0.14990775346041232,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.7018102455202591,0.8,medium
199803050002,1,0.7330564635633712,0.23214188573707745,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.7860975486079103,0.8,medium
199803050003,1,0.8888993489855401,0.8929597596837957,0.9066451230773716,0.9066451230773716,0.7950729677564216,0.8946091034774729,0.8,medium
199803050004,1,0.7860714027732655,0.7204147933928579,0.8132902461547432,0.8132902461547432,0.5905993808225396,0.841172312057905,0.8,medium
199803050005,4,0.3477292517468167,0.24046867271168193,0.0,0.24046867271168193,0.2785503255929501,0.8851400953342901,0.4,low
199803070001,1,0.7346231991265864,0.36131954409065925,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.7960141242138122,0.8,medium
199803070002,2,0.7089977832883477,0.42581392185964567,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.6338193163860779,0.8,medium
199803070003,1,0.7668305857772431,0.4478889539704038,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.9998691922217877,0.8,medium
199803090001,1,0.7348259547225925,0.6660863736391451,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.7972974557756412,0.8,medium
199803090002,1,0.782881985368693,0.825015115726866,0.8599676846160574,0.8599676846160574,0.2785503255929501,0.894655951675579,0.6,medium
199803090003,1,0.7524731974221983,0.8224667042604827,0.8132902461547432,0.8224667042604827,0.2785503255929501,0.8683374517134124,0.8,medium
199803090004,1,0.7431218266059446,0.6356803620351106,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.8498057683968925,0.8,medium
199803100001,2,0.7181668413008214,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.6918544176184772,0.8,medium
199803110001,1,0.7707979871634384,0.5795169637594006,0.8132902461547432,0.8132902461547432,0.4830239125268321,0.8411926006410733,0.8,medium
199803110002,1,0.7417648778237278,0.40642264183901694,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.8412170278920337,0.8,medium
199803110003,1,0.7656014973417952,0.794712907786267,0.9066451230773716,0.9066451230773716,0.2785503255929501,0.5784701696135269,0.8,medium
199803120001,1,0.764054444723738,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.5905993808225396,0.7018170601339286,0.8,medium
199803120002,1,0.764054444723738,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.5905993808225396,0.7018170601339286,0.8,medium
199803120003,1,0.7197408550483965,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.7018170601339286,0.8,medium
199803120004,1,0.7334038256700544,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.7882961599590689,0.8,medium
199803120005,2,0.6651291651489247,0.7249743236324502,0.0,0.7249743236324502,0.2785503255929501,0.747448956066135,0.4,low
199803130001,1,0.8396436228539494,0.36131954409065925,0.8599676846160574,0.8599676846160574,0.5905993808225396,0.9734452573830319,0.6,medium
199803140001,1,0.7197408550483965,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.7018170601339286,0.8,medium
199803140002,1,0.8396476387640261,0.14990775346041232,0.8599676846160574,0.8599676846160574,0.5905993808225396,0.9734706758881313,0.6,medium
199803140003,2,0.7098731530317183,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.6393599260760998,0.8,medium
199803140004,1,0.794796116654132,0.8890646725459057,0.8132902461547432,0.8890646725459057,0.2785503255929501,0.8411482923137694,0.8,medium
199803140005,3,0.47746012402412213,0.42581392185964567,0.0,0.42581392185964567,0.2785503255929501,0.8850717238079342,0.8,medium
199803160001,1,0.7242152399520746,0.10148793559913001,0.8132902461547432,0.8132902461547432,0.2785503255929501,0.730137459076156,0.8,medium
199803170001,1,0.7789347439492611,0.40217921641644394,0.8132902461547432,0.8132902461547432,0.5905993808225396,0.7960011814195403,0.8,medium
