Lat,Lon,Alti,Year,Mon,Day,Hour,Min,PRS,PRS_Sea,WIN_D_Avg_2mi,WIN_S_Avg_2mi,TEM,DPT,RHU,surface_id,u_ms,v_ms,local_wind_vector_variability_mps,surface_proxy_raw,surface_turbulence_index,surface_uncertainty
31.8681,118.6836,19.0,2025,7,31,2,0,990.7,993.0,359.0,2.3,25.9,23.9,89.0,SURF_0017,0.040140534805752186,-2.2996496988597,1.9267404185841348,0.7899879493177776,0.19168557062097757,0.2016496580927726
32.0317,118.9772,50.1,2025,7,31,2,0,987.3,993.1,32.0,1.9,24.9,24.2,96.0,SURF_0018,-1.0068466020430893,-1.6112913826972093,1.35224353676992,0.5895537467474891,0.0,0.2016496580927726
32.3917,119.19,13.2,2025,7,31,2,0,991.0,993.0,63.0,2.8,25.1,24.2,95.0,SURF_0019,-2.49481826772743,-1.271173399270731,1.5756070389707526,0.7677483341458958,0.1697975898753996,0.2016496580927726
32.5742,118.6897,18.0,2025,7,31,2,0,992.5,994.7,25.0,6.1,26.5,25.3,93.0,SURF_0020,-2.5779713966182665,-5.5284775009235645,3.55491066867074,1.7007511367441626,1.0,0.2016496580927726
32.1081,119.2008,73.6,2025,7,31,2,0,,,27.0,3.1,24.3,24.1,,SURF_0021,-1.4073705491925952,-2.7621202249839407,1.3929214635898637,0.7745844910322586,0.176525659095394,0.2016496580927726
32.0131,118.7717,8.4,2025,7,31,2,0,991.5,993.6,312.0,3.3,25.7,24.5,93.0,SURF_0022,2.452377924075402,-2.2081310009842308,3.2011141030489245,1.2546593827604153,0.6490100031530526,0.2016496580927726
31.9964,119.0525,21.1,2025,7,31,2,0,989.9,992.5,352.0,2.3,24.9,23.9,94.0,SURF_0023,0.32009813220815153,-2.2776165581056116,1.6125802710169819,0.7074849924182297,0.11048708233266812,0.2016496580927726
31.8956,118.8442,10.0,2025,7,31,2,0,,,335.0,1.4,25.2,25.0,,SURF_0024,0.5916655664369789,-1.26883090185131,1.7390370894857259,0.6437606524345817,0.04777029897976931,0.2016496580927726
32.145,119.0014,17.5,2025,7,31,2,0,990.8,993.0,341.0,2.0,24.8,24.1,96.0,SURF_0025,0.6511363089143134,-1.8910371511986337,3.9391222068342038,1.3726164698760284,0.7651020502337638,0.2016496580927726
31.6444,118.9806,43.5,2025,7,31,2,0,987.0,992.1,1.0,1.5,24.9,24.7,,SURF_0026,-0.026178609655925267,-1.499771542734587,1.7587379023516838,0.6585471390508385,0.06232299388253773,0.2016496580927726
32.4586,118.8422,112.3,2025,7,31,2,0,981.0,993.8,7.0,4.4,25.2,25.2,100.0,SURF_0027,-0.5362251109826489,-4.367203067221817,4.034836851165061,1.6072581350970074,0.9960337552463815,0.2016496580927726
31.2572,118.9419,16.7,2025,7,31,2,0,990.6,992.7,273.0,1.4,25.8,25.5,98.0,SURF_0028,1.3980813486564032,-0.07327033874012152,1.8243799719037403,0.669490874710319,0.073093696232741,0.2016496580927726
31.5325,118.9031,14.9,2025,7,31,2,0,990.6,992.5,4.0,1.7,24.8,23.8,94.0,SURF_0029,-0.11858600536501301,-1.6958588854417012,1.2168859971644788,0.5292774456322493,0.0,0.2016496580927726
32.2342,118.7214,34.0,2025,7,31,2,0,,,14.0,2.8,25.8,24.9,95.0,SURF_0030,-0.6773813076790696,-2.71682803357279,2.136970003725503,0.9060930045973682,0.3059548686633732,0.2016496580927726
32.35,118.9653,5.0,2025,7,31,2,0,,,101.0,1.8,25.0,24.3,96.0,SURF_0031,-1.7669289302057951,0.34345619167778063,2.2190247585646707,0.822629312977128,0.22381083599825694,0.2016496580927726
32.0444,118.5797,58.0,2025,7,31,2,0,,,32.0,2.0,25.2,24.0,93.0,SURF_0032,-1.0598385284664098,-1.696096192312852,2.682730064672657,0.9796280813484811,0.37832726951714063,0.2016496580927726
31.3283,118.8139,5.5,2025,7,31,2,0,,,7.0,0.6,25.6,25.1,97.0,SURF_0033,-0.07312160604308848,-0.5955276909847932,2.5711158414608857,0.8653988592429581,0.2659041455240073,0.2016496580927726
31.8431,118.6236,15.0,2025,7,31,2,0,,,12.0,2.4,26.1,25.6,97.0,SURF_0034,-0.4989880579626224,-2.3475542417611335,1.8663374198008384,0.7857632782169938,0.18752769653027532,0.2016496580927726
31.8439,119.2444,30.0,2025,7,31,2,0,,,15.0,3.5,24.8,24.3,97.0,SURF_0035,-0.9058666578588226,-3.380740392011739,1.8031008876131136,0.9226274564712333,0.32222789144082725,0.2016496580927726
32.1489,118.6308,23.0,2025,7,31,2,0,,,20.0,1.7,25.4,24.9,97.0,SURF_0036,-0.5814342436536368,-1.5974774553360442,1.4018261981894453,0.5778808691081073,0.0,0.2016496580927726
31.9175,118.92,11.0,2025,7,31,2,0,,,325.0,2.4,25.4,24.4,94.0,SURF_0037,1.3765834472425116,-1.9659649062935798,1.6514453844323331,0.730363064795924,0.1330034255260536,0.2016496580927726
32.6222,118.9517,31.0,2025,7,31,2,0,,,7.0,4.2,25.9,,,SURF_0038,-0.5118512423016194,-4.168693836893553,2.08552208991183,1.0903517468897725,0.48730026391102416,0.2016496580927726
32.5811,118.9028,24.7,2025,7,31,2,0,,,22.0,7.1,26.1,,,SURF_0039,-2.659706813252975,-6.583005367424191,4.243694521656074,2.004343705088021,1.0,0.2016496580927726
31.4461,118.655,9.3,2025,7,31,2,0,,,344.0,2.2,25.6,,,SURF_0040,0.6064021827973978,-2.114775731064302,1.995020530122276,0.7973920627485417,0.1989726163255965,0.2016496580927726
32.6344,118.3003,89.0,2025,7,31,2,0,,,25.0,1.9,25.6,,,SURF_0041,-0.802974697307329,-1.7219847953696348,2.3296917459717585,0.8645527829943154,0.26507144673419203,0.2016496580927726
32.2997,119.1586,22.5,2025,7,31,2,0,990.5,993.2,41.0,2.3,24.7,24.7,100.0,SURF_0042,-1.5089357666781666,-1.7358320345123754,2.0273414348648373,0.8174834890293108,0.218746373568513,0.2016496580927726
31.9317,118.8997,33.2,2025,7,31,2,0,988.8,992.7,11.0,1.9,25.0,25.0,100.0,SURF_0043,-0.3625370912154351,-1.8650916485505615,1.3171388684016574,0.5806562186827359,0.0,0.2016496580927726
31.7192,118.6594,43.0,2025,7,31,2,0,,,342.0,1.2,25.3,,,SURF_0044,0.3708203932499372,-1.141267819554184,1.2797769445896303,0.4894701248292404,0.0,0.2016496580927726
31.3439,119.0322,24.4,2025,7,31,2,0,,,314.0,1.9,25.4,25.2,,SURF_0045,1.3667456206434372,-1.3198509038720947,1.0213675310171528,0.5102060186735109,0.0,0.2016496580927726
31.6975,119.2964,75.0,2025,7,31,2,0,,,3.0,0.9,24.5,,,SURF_0046,-0.047102360618649454,-0.8987665812791165,1.7304177654952737,0.604239250181734,0.008873776496670184,0.2016496580927726
32.0614,118.7419,6.9,2025,7,31,2,0,992.2,993.0,81.0,1.0,25.7,25.7,100.0,SURF_0047,-0.9876883405951378,-0.15643446504023092,2.6660269900520874,0.9109030873983243,0.31068889840796493,0.2016496580927726
31.3708,118.4214,8.5,2025,7,31,2,0,,,316.0,1.3,26.0,,,SURF_0048,0.9030558815966969,-0.9351417404402461,2.2992857518032666,0.8093285947448808,0.21072041773697947,0.2016496580927726
32.6875,118.8856,38.4,2025,7,31,2,0,,,37.0,4.3,26.3,,,SURF_0049,-2.5878045995538073,-3.434132693203359,2.743435691486923,1.2553370239512192,0.6496769300410447,0.2016496580927726
31.6461,119.0975,40.0,2025,7,31,2,0,,,336.0,3.5,24.9,24.7,,SURF_0050,1.4235782507653005,-3.197409101749103,1.9740592643722408,0.9607236843624054,0.35972177324213583,0.2016496580927726
32.3403,118.6206,12.4,2025,7,31,2,0,992.3,993.9,351.0,4.8,25.8,24.9,95.0,SURF_0051,0.7508854321931093,-4.74090403485666,2.7184114407035675,1.3201077717346517,0.7134235762578776,0.2016496580927726
32.5958,119.005,31.6,2025,7,31,2,0,,,92.0,1.2,25.4,,,SURF_0052,-1.199268992422915,0.041879396043001144,4.183093391900413,1.4148682830473773,0.8066858126331018,0.2016496580927726
31.3622,118.3186,9.0,2025,7,31,2,0,993.1,,286.0,5.3,25.8,25.6,,SURF_0053,5.094686988473089,-1.4608779858300966,3.9537607734919358,1.6913053556352249,1.0,0.2016496580927726
31.5031,118.3244,16.0,2025,7,31,2,0,,,351.0,3.6,25.0,24.8,,SURF_0054,0.563164074144832,-3.5556780261424956,2.6266078358661327,1.133562169222578,0.52982747873552,0.2016496580927726
32.6386,119.0711,9.1,2025,7,31,2,0,991.8,993.0,88.0,4.3,25.8,25.8,100.0,SURF_0055,-4.2973805561821115,-0.15006783582075464,2.141553419304436,1.1176687567201116,0.5141853597443903,0.2016496580927726
31.6353,118.4444,3.4,2025,7,31,2,0,,,350.0,2.3,25.9,,,SURF_0056,0.39939080863393983,-2.265057831928078,1.9290143656443182,0.7906042993152735,0.19229217540138693,0.2016496580927726
31.6631,118.5953,33.1,2025,7,31,2,0,989.7,993.6,225.0,1.0,25.7,24.8,95.0,SURF_0057,0.7071067811865475,0.7071067811865477,2.1574710493014417,0.7464494720247211,0.14883548777030525,0.2016496580927726
32.5194,119.0433,44.4,2025,7,31,2,0,,,59.0,4.2,25.0,,,SURF_0058,-3.600102662948872,-2.1631599146222276,5.111141704485004,1.8995370641678246,1.0,0.2016496580927726
32.2758,118.4836,10.6,2025,7,31,2,0,,,25.0,3.1,25.8,,,SURF_0059,-1.3101166113961682,-2.809554139813615,1.85014102064803,0.874491712449424,0.2748532300458081,0.2016496580927726
32.4703,118.4153,40.3,2025,7,31,2,0,989.6,994.3,22.0,6.2,27.1,26.9,,SURF_0060,-2.3225608791786545,-5.748539898314082,2.8468455413086073,1.5614426924435654,0.9509427085309441,0.2016496580927726
32.5331,118.3122,63.7,2025,7,31,2,0,,,352.0,3.7,26.4,,,SURF_0061,0.5149404735522438,-3.66399185434381,2.2128365581273925,1.044830960968492,0.4424992150588709,0.2016496580927726
32.6144,118.9136,6.0,2025,7,31,2,0,992.1,,18.0,3.7,25.8,24.9,95.0,SURF_0062,-1.1433628791873054,-3.518909110292068,2.0452575909545407,1.0061741959498074,0.4044536588801348,0.2016496580927726
31.5111,118.8278,3.0,2025,7,31,2,0,991.7,,25.0,3.4,25.5,23.4,88.0,SURF_0063,-1.436902089918378,-3.0814464759246096,3.3640636081939648,1.3114251772605166,0.7048782637961849,0.2016496580927726
32.5356,118.4394,32.5,2025,7,31,2,0,,,13.0,3.4,26.5,26.3,,SURF_0064,-0.764833584769141,-3.3128582202697996,2.797041840883924,1.1539806978770548,0.5499231664795813,0.2016496580927726
31.5081,118.5953,9.0,2025,7,31,2,0,992.4,,319.0,1.9,25.5,25.2,98.0,SURF_0065,1.246512155081964,-1.4339482024232666,1.8976220802921764,0.7379076695941187,0.14042874126464,0.2016496580927726
31.3094,118.3811,12.0,2025,7,31,2,0,,,252.0,1.2,26.2,25.3,,SURF_0066,1.141267819554184,0.37082039324993704,1.014455613115018,0.4146645486254276,0.0,0.2016496580927726
31.3861,118.4781,17.3,2025,7,31,2,0,,,165.0,2.5,26.8,25.0,90.0,SURF_0067,-0.6470476127563025,2.4148145657226703,3.77973059195319,1.3554975858721408,0.7482538358844159,0.2016496580927726
31.2364,119.0797,37.0,2025,7,31,2,0,,,212.0,2.0,25.2,,,SURF_0068,1.0598385284664096,1.6960961923128521,3.027894485502486,1.085671579936501,0.4826940958920373,0.2016496580927726
32.1711,118.4672,6.2,2025,7,31,2,0,992.5,993.3,24.0,2.7,26.2,25.3,95.0,SURF_0069,-1.0981889363046606,-2.4665727356350224,2.539421468691046,1.0040507620881962,0.40236379900089475,0.2016496580927726
32.0472,118.6961,5.0,2025,7,31,2,0,,,322.0,5.8,26.0,24.6,92.0,SURF_0070,3.570836556888817,-4.570462370918988,5.055479280581502,2.04581607613601,1.0,0.2016496580927726
31.725,118.3611,20.5,2025,7,31,2,0,990.9,993.4,332.0,3.1,25.9,25.2,96.0,SURF_0071,1.4553618446362615,-2.7371375378626737,1.895084593752373,0.8851205578574906,0.28531402092916935,0.2016496580927726
32.1781,118.9403,73.0,2025,7,31,2,0,,,44.0,7.7,24.5,24.5,100.0,SURF_0072,-5.348869452534279,-5.538916462607614,5.491212917804065,2.3920660365433575,1.0,0.2016496580927726
32.5917,118.9553,45.9,2025,7,31,2,0,,,40.0,4.3,26.0,,,SURF_0073,-2.7639867216521186,-3.2939911054116053,2.5399763801972943,1.2068268775760742,0.6019337860334635,0.2016496580927726
32.0511,118.9158,17.2,2025,7,31,2,0,990.8,992.9,21.0,0.4,25.2,24.0,93.0,SURF_0074,-0.14334717981812012,-0.37343217059888073,2.177242524455045,0.7301434417896083,0.13278727501731627,0.2016496580927726
31.96,118.7006,9.2,2025,7,31,2,0,991.5,992.7,7.0,2.1,25.8,24.2,91.0,SURF_0075,-0.2559256211508097,-2.0843469184467764,1.4889247671995989,0.6501706581420997,0.05407895497137963,0.2016496580927726
32.2592,118.8958,14.4,2025,7,31,2,0,991.5,993.3,64.0,2.2,25.5,24.8,96.0,SURF_0076,-1.9773469018581673,-0.9644165229359705,1.2925231229555174,0.6158116616281207,0.020263214531491495,0.2016496580927726
31.4889,119.0336,19.5,2025,7,31,2,0,990.9,993.3,298.0,2.2,25.5,25.5,100.0,SURF_0077,1.9424847042896398,-1.032837438128959,1.785766823302118,0.740222425071346,0.14270689774013195,0.2016496580927726
31.9514,118.7156,8.3,2025,7,31,2,0,991.9,993.0,318.0,0.9,26.0,25.1,95.0,SURF_0078,0.6022175457229724,-0.6688303429296549,1.4598699352242357,0.5188470367364348,0.0,0.2016496580927726
31.8708,119.1919,13.0,2025,7,31,2,0,,,2.0,4.3,24.9,24.9,100.0,SURF_0079,-0.15006783582075417,-4.2973805561821115,2.059685252995255,1.1004394749071909,0.4972284931049826,0.2016496580927726
32.2225,119.0367,14.3,2025,7,31,2,0,991.8,993.6,39.0,1.9,25.2,22.9,87.0,SURF_0080,-1.1957087429946909,-1.4765773267682447,2.0005081470768684,0.7675091636456876,0.16956220094159793,0.2016496580927726
31.9725,118.8258,10.2,2025,7,31,2,0,991.8,993.1,348.0,1.5,25.3,25.1,,SURF_0081,0.3118675362266398,-1.4672214011007083,1.3070621224653816,0.5289834477544546,0.0,0.2016496580927726
32.4161,119.0967,32.0,2025,7,31,2,0,,,51.0,4.0,25.3,24.6,96.0,SURF_0082,-3.1085838458278836,-2.5172815641993496,1.8445519007071856,1.0089803276577185,0.40721542235120284,0.2016496580927726
32.0939,118.9586,11.9,2025,7,31,2,0,991.5,993.0,26.0,2.6,25.0,24.3,96.0,SURF_0083,-1.1397649816516013,-2.3368645203778344,1.7245081083442482,0.7751364192296202,0.17706886065996363,0.2016496580927726
31.9056,118.7297,41.0,2025,7,31,2,0,,,8.0,0.7,25.0,25.0,100.0,SURF_0084,-0.0974211706720458,-0.6931876481190992,1.1858386145535327,0.4193398541843599,0.0,0.2016496580927726
31.59,118.8983,31.7,2025,7,31,2,0,988.8,992.6,26.0,2.2,24.5,24.2,98.0,SURF_0085,-0.9644165229359705,-1.9773469018581677,1.5693216367119238,0.6835504045018831,0.0869309283516993,0.2016496580927726
31.3742,119.1836,8.6,2025,7,31,2,0,991.0,992.2,313.0,2.3,25.4,24.9,97.0,SURF_0086,1.6821135137240917,-1.5685962281437469,1.2874646855685232,0.6291056541353903,0.03334701340939958,0.2016496580927726
31.9817,118.6675,8.1,2025,7,31,2,0,992.0,993.1,25.0,4.5,26.0,26.0,100.0,SURF_0087,-1.9017821778331474,-4.078385041664925,2.9473102414721613,1.3323595468810916,0.7254816364550467,0.2016496580927726
31.4761,119.2136,18.0,2025,7,31,2,0,,,323.0,1.8,25.1,24.4,96.0,SURF_0088,1.083267041673687,-1.437543918085127,1.4236391630020153,0.5956460979878235,0.0004164921277420594,0.2016496580927726
32.0358,118.5689,32.0,2025,7,31,2,0,,,21.0,3.8,25.5,24.1,92.0,SURF_0089,-1.361798208272141,-3.5476056206893665,2.285722909943077,1.0761520556046307,0.47332508641625826,0.2016496580927726
32.4753,118.7311,22.0,2025,7,31,2,0,,,33.0,2.3,25.6,25.4,,SURF_0090,-1.2526697805345621,-1.9289423062744753,2.1410817573606433,0.8490930515492229,0.2498561517937554,0.2016496580927726
32.0431,118.7236,6.2,2025,7,31,2,0,992.6,993.3,228.0,2.0,25.6,24.4,93.0,SURF_0091,1.4862896509547887,1.3382612127177163,4.025192960866401,1.4000864406730362,0.7921376885413318,0.2016496580927726
32.6308,119.2425,16.3,2025,7,31,2,0,,,60.0,2.0,25.9,25.0,95.0,SURF_0092,-1.7320508075688772,-1.0000000000000002,2.611248596203135,0.9579271157135103,0.3569694216268932,0.2016496580927726
31.9717,118.7761,22.6,2025,7,31,2,0,990.4,992.9,4.0,0.7,25.1,24.4,96.0,SURF_0093,-0.04882953162088771,-0.6982948351818768,1.6205331342370266,0.5580250531173987,0.0,0.2016496580927726
31.6992,118.9864,10.4,2025,7,31,2,0,,,307.0,1.3,25.1,24.1,94.0,SURF_0094,1.038226163061481,-0.7823595300976623,2.1353267691377726,0.7577760157927318,0.15998294558340673,0.2016496580927726
32.5258,118.6725,21.7,2025,7,31,2,0,991.6,994.2,13.0,1.8,26.8,26.8,100.0,SURF_0095,-0.40491189781895703,-1.7538661166134235,2.8397858637538733,1.0127401636690831,0.4109158109409896,0.2016496580927726
31.4733,119.1008,38.2,2025,7,31,2,0,987.6,992.1,312.0,1.8,24.8,24.3,97.0,SURF_0096,1.3376606858593103,-1.204435091445944,1.3290461039185504,0.5708437757041062,0.0,0.2016496580927726
32.0631,118.785,51.5,2025,7,31,2,0,986.1,992.1,26.0,3.0,25.0,24.5,97.0,SURF_0097,-1.3151134403672324,-2.6963821388975013,2.4306957413308132,1.0082042224185728,0.40645158824707495,0.2016496580927726
32.1022,118.7347,9.0,2025,7,31,2,0,,,67.0,4.6,25.9,24.9,94.0,SURF_0098,-4.234322325881226,-1.797363191050659,5.1348932242960394,1.9432140736682553,1.0,0.2016496580927726
32.0594,119.0264,100.0,2025,7,31,2,0,,,338.0,1.4,24.4,24.4,100.0,SURF_0099,0.5244492307822772,-1.2980573963935023,1.716800673771064,0.6370944944268279,0.04120954075652573,0.2016496580927726
32.4919,119.1572,33.0,2025,7,31,2,0,,,53.0,3.4,25.1,24.2,95.0,SURF_0100,-2.7153607341607957,-2.0461710787169642,3.3564570259957422,1.3092577951460465,0.7027451505375611,0.2016496580927726
31.9686,118.6433,41.0,2025,7,31,2,0,,,11.0,4.7,25.0,25.0,100.0,SURF_0101,-0.8968022782697607,-4.613647762204021,2.3229147498882496,1.2178456814869805,0.6127783697179036,0.2016496580927726
31.8803,118.7544,48.0,2025,7,31,2,0,,,144.0,0.9,28.5,27.8,96.0,SURF_0102,-0.5290067270632259,0.7281152949374526,3.2980463038840795,1.1139873040650687,0.5105621151780358,0.2016496580927726
32.3006,118.3089,27.5,2025,7,31,2,0,,,12.0,1.4,26.6,,,SURF_0103,-0.29107636714486307,-1.3694066410273278,2.149777485078177,0.769353497377943,0.1713773735922051,0.2016496580927726
32.1517,118.4511,24.0,2025,7,31,2,0,,,356.0,6.0,25.9,,,SURF_0104,0.4185388424647538,-5.985384301558945,4.1774171089539,1.838200016386222,1.0,0.2016496580927726
31.3853,118.3603,24.0,2025,7,31,2,0,,,296.0,3.8,25.6,,,SURF_0105,3.4154173759368347,-1.665810357798494,2.949518442296798,1.242670021519476,0.6372102077894507,0.2016496580927726
31.9606,119.2025,36.0,2025,7,31,2,0,988.0,992.2,13.0,2.3,24.8,24.3,97.0,SURF_0106,-0.5173874249908895,-2.241051149006041,1.240880543465534,0.6186171426973515,0.023024337651240595,0.2016496580927726
32.0653,118.59,46.6,2025,7,31,2,0,987.9,993.3,22.0,5.4,25.4,24.9,97.0,SURF_0107,-2.022875604445925,-5.006792814660653,3.425923748740673,1.5717843198163652,0.9611208226333848,0.2016496580927726
31.6028,119.0639,30.4,2025,7,31,2,0,988.5,992.1,346.0,3.5,24.7,23.5,93.0,SURF_0108,0.8467266345988376,-3.3960350419659875,2.183939969750206,1.009928148790383,0.40814825731896986,0.2016496580927726
31.3003,118.9161,10.0,2025,7,31,2,0,991.0,991.8,309.0,3.6,25.9,25.0,95.0,SURF_0109,2.797725461245095,-2.2655534077794153,2.063392024971242,0.9957234471431046,0.3941681486817752,0.2016496580927726
32.0856,118.8675,67.8,2025,7,31,2,0,985.3,993.2,139.0,0.8,24.8,24.8,100.0,SURF_0110,-0.5248472231924058,0.6037676641782177,2.7698007770724082,0.9370281831804987,0.3364009257536355,0.2016496580927726
31.8725,118.7644,34.8,2025,7,31,2,0,988.9,993.0,349.0,2.0,25.0,24.3,96.0,SURF_0111,0.38161799075308933,-1.963254366895328,2.0169683860657615,0.7823157554046208,0.18413468310113265,0.2016496580927726
32.0289,118.7792,9.3,2025,7,31,2,0,989.4,990.6,350.0,1.6,25.6,24.7,95.0,SURF_0112,0.27783708426708864,-1.5756924048195329,1.4542065897985204,0.5808343429750615,0.0,0.2016496580927726
31.6586,118.5256,13.1,2025,7,31,2,0,,,235.0,1.1,25.9,,,SURF_0113,0.9010672487178908,0.630934079986151,2.6854826730260783,0.9217987962627618,0.32141233332314084,0.2016496580927726
32.6764,118.9681,5.6,2025,7,31,2,0,,,116.0,4.8,26.3,,,SURF_0114,-4.314211422236001,2.104181504587572,6.26715349225232,2.2990725882757945,1.0,0.2016496580927726
32.5022,119.095,83.0,2025,7,31,2,0,,,43.0,3.5,25.0,,,SURF_0115,-2.386994260218745,-2.5597379556670967,4.144561955872466,1.5487412023269236,0.9384420438852401,0.2016496580927726
32.0658,118.9106,50.0,2025,7,31,2,0,,,70.0,2.0,24.7,24.2,97.0,SURF_0116,-1.8793852415718166,-0.6840402866513376,1.439583243818463,0.6247132600804316,0.029024068261343183,0.2016496580927726
31.2814,118.7281,17.0,2025,7,31,2,0,,,0.0,5.6,25.9,,,SURF_0117,-0.0,-5.6,4.432318395126471,1.8539760982450812,1.0,0.2016496580927726
31.2092,118.9178,31.0,2025,7,31,2,0,990.9,,279.0,2.4,25.9,25.7,,SURF_0118,2.3704520174283306,-0.3754427160965536,1.3195337327468244,0.6510478111694484,0.05494223917954379,0.2016496580927726
31.2094,119.2994,47.0,2025,7,31,2,0,,,273.0,2.2,24.9,,,SURF_0119,2.1969849764600626,-0.1151391037344767,2.32315976285654,0.8906596359350534,0.29076551967916725,0.2016496580927726
31.4472,118.3278,5.0,2025,7,31,2,0,992.6,993.3,348.0,2.9,25.7,25.0,96.0,SURF_0120,0.6029439033715036,-2.836628042128036,3.1895115712910402,1.2110869343692623,0.6061264863272284,0.2016496580927726
31.925,118.3433,37.0,2025,7,31,2,0,,,359.0,3.8,25.5,25.3,,SURF_0121,0.06631914446167753,-3.7994212415942865,2.0462174370297674,1.0211869890586842,0.4192290821041796,0.2016496580927726
31.3369,118.3792,10.0,2025,7,31,2,0,992.3,993.6,301.0,1.3,26.1,25.2,95.0,SURF_0122,1.114317490912746,-0.6695494973830705,1.5621651246653732,0.5820232790992299,0.0,0.2016496580927726
32.32,118.4933,20.6,2025,7,31,2,0,,,5.0,1.8,26.3,,,SURF_0123,-0.1568803369457847,-1.793150456565142,2.419114302335095,0.8830826064142342,0.2833082918908893,0.2016496580927726
32.1303,118.8789,37.7,2025,7,31,2,0,988.6,993.1,34.0,2.2,25.4,25.4,100.0,SURF_0124,-1.2302243876356433,-1.823882659621092,1.7841427594488155,0.739787160539633,0.14227851525168803,0.2016496580927726
31.2064,119.1756,23.0,2025,7,31,2,0,,,254.0,3.6,24.9,,,SURF_0125,3.4605421053779484,0.992294480941196,2.827546590414383,1.1860588200218216,0.5814940958518966,0.2016496580927726
31.7164,118.3675,9.6,2025,7,31,2,0,,,10.0,2.2,25.9,,,SURF_0126,-0.38202599086724676,-2.1665770566268576,1.8217779671809529,0.749909250932402,0.15224056351149978,0.2016496580927726
