point_key,latitude_deg,longitude_deg,height_agl_m,radar_turbulence_index,radar_uncertainty,radar_coverage,contributing_radars
32.0589_118.8322,32.0589,118.8322,650.0,0.6949550297274125,0.29310582465450824,0.9885176473294408,4
32.0589_118.8322,32.0589,118.8322,700.0,0.6856210700448049,0.2986593000089257,0.9880591361543505,4
32.0589_118.8322,32.0589,118.8322,750.0,0.6485714992319814,0.3008224474025109,0.9867272033258732,4
32.0589_118.8322,32.0589,118.8322,800.0,0.6141579859094592,0.30095026467762026,0.9840055643944859,4
32.0589_118.8322,32.0589,118.8322,850.0,0.5715836271434542,0.29585470924162405,0.9798386059991622,4
32.0589_118.8322,32.0589,118.8322,900.0,0.5270574574427651,0.2853518813688636,0.9746340457871329,4
32.0589_118.8322,32.0589,118.8322,950.0,0.48837292534728716,0.275102471976992,0.9686897265761257,4
32.0589_118.8322,32.0589,118.8322,1000.0,0.4612185738071675,0.2721370384221684,0.9632029063546834,4
32.0589_118.8322,32.0589,118.8322,1050.0,0.44711440579253486,0.2859032529737917,0.9589676706856965,4
32.0589_118.8322,32.0589,118.8322,1100.0,0.44444372072159516,0.3068173086275519,0.9553545012017368,4
32.0589_118.8322,32.0589,118.8322,1150.0,0.43933572716199143,0.3260827705317925,0.9524286563520217,4
32.0589_118.8322,32.0589,118.8322,1200.0,0.41508048736635667,0.33428254129952084,0.9499363396988058,4
32.0589_118.8322,32.0589,118.8322,1250.0,0.3711838981761225,0.327913665321799,0.9482057780805725,4
32.0589_118.8322,32.0589,118.8322,1300.0,0.3223704416743278,0.31645859790627207,0.9466728965154492,4
32.0589_118.8322,32.0589,118.8322,1350.0,0.2765140370738066,0.3049893941212871,0.9472183420782065,4
32.0589_118.8322,32.0589,118.8322,1400.0,0.23868655985258283,0.2994537292521582,0.9486863402036477,4
32.0589_118.8322,32.0589,118.8322,1450.0,0.2043814778825086,0.29678617840561483,0.9500364867088221,4
32.0589_118.8322,32.0589,118.8322,1500.0,0.17695048148883719,0.2945049189660049,0.9502855265289716,4
32.0589_118.8322,32.0589,118.8322,1550.0,0.15283613273509092,0.2918748599848172,0.9463441339603775,4
32.0589_118.8322,32.0589,118.8322,1600.0,0.13246463208647968,0.28951726486958174,0.9350414508735588,4
32.0589_118.8322,32.0589,118.8322,1650.0,0.11694720392788581,0.28965143386181524,0.912348371863995,4
32.0589_118.8322,32.0589,118.8322,1700.0,0.10526670693128223,0.293643990031274,0.8700136938360574,4
32.0589_118.8322,32.0589,118.8322,1750.0,0.09814363270023026,0.3054649753241053,0.7999768345657793,4
32.0589_118.8322,32.0589,118.8322,1800.0,0.08477368703976323,0.32230792149984544,0.6906754294395117,4
32.0589_118.8322,32.0589,118.8322,1850.0,0.0868959101697792,0.36257401281681584,0.5559544200063022,4
32.0589_118.8322,32.0589,118.8322,1900.0,0.08991178910949844,0.42793970926869823,0.40715760503358345,4
32.0589_118.8322,32.0589,118.8322,1950.0,0.09375850266408123,0.5333099766868579,0.26905120055057585,4
32.0589_118.8322,32.0589,118.8322,2000.0,0.08266675250054294,0.7070353112731756,0.14804440687584364,3
32.1981_118.9522,32.1981,118.9522,0.0,0.5797975070148722,0.5587561711523893,0.1564535774177127,3
32.1981_118.9522,32.1981,118.9522,50.0,0.5945203346045494,0.43864817704131875,0.27122236341966977,3
32.1981_118.9522,32.1981,118.9522,100.0,0.6058781339072192,0.3601219064301082,0.4168166977342559,3
32.1981_118.9522,32.1981,118.9522,150.0,0.6148992656686064,0.3135498772225691,0.568988125659181,3
32.1981_118.9522,32.1981,118.9522,200.0,0.624322462593809,0.28432087392514444,0.7058033977475195,3
32.1981_118.9522,32.1981,118.9522,250.0,0.6338158869143236,0.2659954701212224,0.8096657522603598,3
32.1981_118.9522,32.1981,118.9522,300.0,0.6419080974075377,0.2569015788019485,0.882810908398368,4
32.1981_118.9522,32.1981,118.9522,350.0,0.6510668382976285,0.2521797430599865,0.9246174998943605,4
32.1981_118.9522,32.1981,118.9522,400.0,0.6593130623393778,0.25179579263727647,0.9473490081761459,4
32.1981_118.9522,32.1981,118.9522,450.0,0.6664221991516747,0.25591599799091036,0.9594327149508646,4
32.1981_118.9522,32.1981,118.9522,500.0,0.6708059051417499,0.26506289994405513,0.9649900294395152,4
32.1981_118.9522,32.1981,118.9522,550.0,0.6693113442357304,0.2809349553523664,0.9668926727373988,4
32.1981_118.9522,32.1981,118.9522,600.0,0.6579682930406674,0.3049658781820316,0.9669588650731209,4
32.1981_118.9522,32.1981,118.9522,650.0,0.6346072421957473,0.3369033786719412,0.9657620626647769,4
32.1981_118.9522,32.1981,118.9522,700.0,0.604709455594816,0.3697721072999413,0.9647225856066971,4
32.1981_118.9522,32.1981,118.9522,750.0,0.5824149141168702,0.3948720872749753,0.9629796660954664,4
32.1981_118.9522,32.1981,118.9522,800.0,0.5843735814118333,0.40705860007404915,0.9607933939953877,4
32.1981_118.9522,32.1981,118.9522,850.0,0.609313534807887,0.40640795634038596,0.9580511115390683,4
32.1981_118.9522,32.1981,118.9522,900.0,0.6430500621448506,0.39460353112386665,0.9548541411042453,4
32.1981_118.9522,32.1981,118.9522,950.0,0.672548716834541,0.37612822067098906,0.9508701809917963,4
32.1981_118.9522,32.1981,118.9522,1000.0,0.695527569164888,0.35333325189849396,0.9476753449728843,4
32.1981_118.9522,32.1981,118.9522,1050.0,0.7061493236407616,0.3322696317380488,0.9458683130868883,4
32.1981_118.9522,32.1981,118.9522,1100.0,0.7110362814888194,0.31572395745453014,0.9423017464400689,4
32.1981_118.9522,32.1981,118.9522,1150.0,0.7147264107590329,0.30453619481342525,0.9373251782249683,4
32.1981_118.9522,32.1981,118.9522,1200.0,0.7192278939366132,0.2994538172713318,0.9294023048496466,4
32.1981_118.9522,32.1981,118.9522,1250.0,0.7259934160950946,0.3004301334823202,0.9192029856670374,4
32.1981_118.9522,32.1981,118.9522,1300.0,0.7335962608523353,0.30779277518790565,0.9075886533472431,4
32.1981_118.9522,32.1981,118.9522,1350.0,0.7396590221031376,0.3180924586373396,0.8993165885855806,4
32.1981_118.9522,32.1981,118.9522,1400.0,0.7131908717094608,0.33490464324298275,0.898388689598971,4
32.1981_118.9522,32.1981,118.9522,1450.0,0.6914033072975803,0.3487442250544267,0.9032641206174452,4
32.1981_118.9522,32.1981,118.9522,1500.0,0.6713503455658937,0.3543693602301951,0.910441749643395,4
32.1981_118.9522,32.1981,118.9522,1550.0,0.650093489301414,0.3521778412745303,0.9181372245331668,4
32.1981_118.9522,32.1981,118.9522,1600.0,0.6428242437439466,0.34049367302226463,0.9234229509049277,4
32.1981_118.9522,32.1981,118.9522,1650.0,0.6469555359471872,0.3232907298807137,0.9261154477621039,4
32.1981_118.9522,32.1981,118.9522,1700.0,0.6552111763184821,0.3054799735316821,0.9263396756475828,4
32.1981_118.9522,32.1981,118.9522,1750.0,0.6598756775531349,0.29143940798650225,0.9254142222002568,4
32.1981_118.9522,32.1981,118.9522,1800.0,0.6595883522589799,0.28293590119758727,0.9228622729036355,4
32.1981_118.9522,32.1981,118.9522,1850.0,0.6542627457289548,0.28131625764111184,0.9168747004088706,4
32.1981_118.9522,32.1981,118.9522,1900.0,0.6453646664836634,0.2859729271747501,0.9041625380028737,4
32.1981_118.9522,32.1981,118.9522,1950.0,0.634452708635046,0.2963722171333921,0.8802453689951815,4
32.1981_118.9522,32.1981,118.9522,2000.0,0.6223679656561089,0.3130133687381868,0.8387468846936217,4
32.1578_118.5522,32.1578,118.5522,0.0,0.2930153669234198,0.3942463323515249,0.27170769148928786,2
32.1578_118.5522,32.1578,118.5522,50.0,0.40750599269985094,0.4121991307923783,0.41551283893208224,3
32.1578_118.5522,32.1578,118.5522,100.0,0.4708518901038798,0.4109241952302277,0.5502398846739041,3
32.1578_118.5522,32.1578,118.5522,150.0,0.5537807424545759,0.41089560172758044,0.6787641906955246,3
32.1578_118.5522,32.1578,118.5522,200.0,0.6371588253028567,0.3980099474704471,0.79719341228324,4
32.1578_118.5522,32.1578,118.5522,250.0,0.711121186526709,0.3743955728906362,0.8776350429989348,4
32.1578_118.5522,32.1578,118.5522,300.0,0.7686636900139373,0.34502796263772684,0.9308415723427035,4
32.1578_118.5522,32.1578,118.5522,350.0,0.8089521989284907,0.3171096241040424,0.9624913556864895,4
32.1578_118.5522,32.1578,118.5522,400.0,0.8350577216884087,0.29498378541108994,0.9795471328341548,4
32.1578_118.5522,32.1578,118.5522,450.0,0.8499983266478851,0.2802810062719767,0.9884242495752307,4
32.1578_118.5522,32.1578,118.5522,500.0,0.8577645124370946,0.2723795766761013,0.9927495782812196,4
32.1578_118.5522,32.1578,118.5522,550.0,0.8597212647546818,0.27061294529197644,0.9948589610315823,4
32.1578_118.5522,32.1578,118.5522,600.0,0.856499308142668,0.2744661852165038,0.9957100047132897,4
32.1578_118.5522,32.1578,118.5522,650.0,0.8475627488424189,0.28381729899519276,0.9958435579390851,4
32.1578_118.5522,32.1578,118.5522,700.0,0.8329604501875095,0.2974625213297245,0.995402144823768,4
32.1578_118.5522,32.1578,118.5522,750.0,0.8116844582171148,0.31446422124482815,0.9943635867408905,4
32.1578_118.5522,32.1578,118.5522,800.0,0.7842551349674465,0.3323601294598749,0.9926704894274492,4
32.1578_118.5522,32.1578,118.5522,850.0,0.7489829685004158,0.34736066936745813,0.9903339511255197,4
32.1578_118.5522,32.1578,118.5522,900.0,0.716121451641433,0.3577196515665285,0.9874228499851817,4
32.1578_118.5522,32.1578,118.5522,950.0,0.6866441995006447,0.3637517015391849,0.9842165278917699,4
32.1578_118.5522,32.1578,118.5522,1000.0,0.6658172176154261,0.36741114940757535,0.9806847043210354,4
32.1578_118.5522,32.1578,118.5522,1050.0,0.6530465153144143,0.3693954783577982,0.9774948782228313,4
32.1578_118.5522,32.1578,118.5522,1100.0,0.6509716842342635,0.3711415105090227,0.9743857727756068,4
32.1578_118.5522,32.1578,118.5522,1150.0,0.6404881506477219,0.36996313967897815,0.9713506033357683,4
32.1578_118.5522,32.1578,118.5522,1200.0,0.6336321603184824,0.36933392320569675,0.9681175292698303,4
32.1578_118.5522,32.1578,118.5522,1250.0,0.6299188544799129,0.36951968877670477,0.9638416414616698,4
32.1578_118.5522,32.1578,118.5522,1300.0,0.6317121491929938,0.3719710939509967,0.9592930921038128,4
32.1578_118.5522,32.1578,118.5522,1350.0,0.6375546561449574,0.37547617569073893,0.9542479785750774,4
32.1578_118.5522,32.1578,118.5522,1400.0,0.6441415727628836,0.3803505246638372,0.9481925848012901,4
32.1578_118.5522,32.1578,118.5522,1450.0,0.6469410950166783,0.3872519618881182,0.9408175684140422,4
32.1578_118.5522,32.1578,118.5522,1500.0,0.6441180679916544,0.3968480667333009,0.931307944325879,4
32.1578_118.5522,32.1578,118.5522,1550.0,0.6346591974353012,0.4092881917562437,0.9164702627939302,4
32.1578_118.5522,32.1578,118.5522,1600.0,0.6202327619348659,0.4223672543351437,0.892870492188631,4
32.1578_118.5522,32.1578,118.5522,1650.0,0.6030916144546468,0.43592389361367506,0.8563640124546873,4
32.1578_118.5522,32.1578,118.5522,1700.0,0.5820102342502035,0.4495632573475106,0.7990609438197592,4
32.1578_118.5522,32.1578,118.5522,1750.0,0.5594564381095676,0.4639736113542109,0.713120635504435,4
32.1578_118.5522,32.1578,118.5522,1800.0,0.5279421713284957,0.47966846985061484,0.6000186256381248,4
32.1578_118.5522,32.1578,118.5522,1850.0,0.49233887043825086,0.5062564983149971,0.46324409756004403,3
32.1578_118.5522,32.1578,118.5522,1900.0,0.46732184069871097,0.5393591824817481,0.32032321863420354,2
32.1578_118.5522,32.1578,118.5522,1950.0,0.4411248170416312,0.595235629720839,0.21042876617277362,2
32.1578_118.5522,32.1578,118.5522,2000.0,0.4167761270658541,0.6958198527427496,0.12553406772595088,2
31.6428_118.7150,31.6428,118.715,250.0,0.0,0.9876749019417363,0.03485385990034273,1
31.6428_118.7150,31.6428,118.715,300.0,0.0,0.7453272405292551,0.061204721830759534,1
31.6428_118.7150,31.6428,118.715,350.0,0.0,0.5864576153982587,0.09885659707578542,1
31.6428_118.7150,31.6428,118.715,400.0,0.017574585951573744,0.4743726202334094,0.18492236001645002,2
31.6428_118.7150,31.6428,118.715,450.0,0.12669522917243706,0.4322784273541854,0.29122713608189044,3
31.6428_118.7150,31.6428,118.715,500.0,0.16478674747228195,0.40347646308285684,0.3975237308994245,3
31.6428_118.7150,31.6428,118.715,550.0,0.20557739621505478,0.3862928693332106,0.5110901928324052,3
31.6428_118.7150,31.6428,118.715,600.0,0.24681231397080047,0.3751019021187933,0.6158145362182865,3
31.6428_118.7150,31.6428,118.715,650.0,0.2841733931151415,0.3653913015393334,0.7047454386324612,3
31.6428_118.7150,31.6428,118.715,700.0,0.315239212191921,0.3562222799751698,0.7733125562143397,3
31.6428_118.7150,31.6428,118.715,750.0,0.3393265587913386,0.3479654963081389,0.8212189327371029,3
31.6428_118.7150,31.6428,118.715,800.0,0.3570892351273052,0.3412000936773163,0.850707476081932,3
31.6428_118.7150,31.6428,118.715,850.0,0.36979197111764983,0.3363035406305179,0.8644666737772965,3
31.6428_118.7150,31.6428,118.715,900.0,0.3786664639464031,0.33350783115985416,0.8641098606817457,3
31.6428_118.7150,31.6428,118.715,950.0,0.38446643300261024,0.3331287927049711,0.8494405048931707,3
31.6428_118.7150,31.6428,118.715,1000.0,0.3871813773384638,0.33581527136492173,0.8184036105634073,3
