样本编号,温度_oC,频率_Hz,磁芯材料,励磁波形,磁芯损耗_w每m3,五折预测磁芯损耗_w每m3,相对误差_percent,绝对百分比误差
33,25,63020.0,材料1,正弦波,2690.828365,2478.6425626298665,-7.885519757784083,7.885519757784083
34,25,63020.0,材料1,正弦波,4918.264521,5073.7400026640325,3.1611858410661617,3.1611858410661617
35,25,63020.0,材料1,正弦波,6538.643558,6170.162524586279,-5.6354353948975575,5.6354353948975575
36,25,63020.0,材料1,正弦波,11504.91656,11847.214435502907,2.97523127367129,2.97523127367129
37,25,63020.0,材料1,正弦波,14827.08294,14629.927501145217,-1.329698091341377,1.329698091341377
38,25,63020.0,材料1,正弦波,19682.18168,22211.92188245321,12.852946099079038,12.852946099079038
39,25,63020.0,材料1,正弦波,26015.31362,24645.316271396256,-5.266118904484478,5.266118904484478
40,25,63020.0,材料1,正弦波,33431.1089,36117.67821242338,8.036135805304921,8.036135805304921
41,25,63020.0,材料1,正弦波,43311.21706,42268.17631901116,-2.408246204543029,2.408246204543029
42,25,63020.0,材料1,正弦波,56888.04649,58257.01518241131,2.406425913485981,2.406425913485981
43,25,63020.0,材料1,正弦波,73132.61212,69312.47947965082,-5.2235692526350626,5.2235692526350626
44,25,63020.0,材料1,正弦波,96561.45489,112681.47337412485,16.69405095696654,16.69405095696654
45,25,63020.0,材料1,正弦波,124836.8907,134091.1618552915,7.413090075697859,7.413090075697859
46,25,63020.0,材料1,正弦波,164156.6808,167369.70233812707,1.9572895373302823,1.9572895373302823
47,25,63020.0,材料1,正弦波,213181.9924,201597.18448354446,-5.434233814044945,5.434233814044945
48,25,63020.0,材料1,正弦波,272698.8683,281110.6055866749,3.0846249341310186,3.0846249341310186
49,25,63020.0,材料1,正弦波,345321.4402,332972.72290199663,-3.5760065435993105,3.5760065435993105
50,25,63030.0,材料1,正弦波,450682.3276,467388.2597255754,3.706808788030093,3.706808788030093
51,25,63030.0,材料1,正弦波,568872.0099,586088.9107972559,3.0264981573416634,3.0264981573416634
52,25,70840.0,材料1,正弦波,2225.097322,2120.487695753571,-4.701350597662931,4.701350597662931
53,25,70840.0,材料1,正弦波,3024.184603,3438.7860008609073,13.709526774576569,13.709526774576569
54,25,70840.0,材料1,正弦波,4089.657062,4826.2872793944325,18.012029033901236,18.012029033901236
55,25,70840.0,材料1,正弦波,5561.224672,4865.015163241662,-12.518996261087189,12.518996261087189
56,25,70840.0,材料1,正弦波,7428.611375,6967.582005282851,-6.206131219472349,6.206131219472349
57,25,70840.0,材料1,正弦波,9781.334899,9632.787395958125,-1.5186833349000408,1.5186833349000408
58,25,70830.0,材料1,正弦波,13030.14014,13310.944669516173,2.1550384454742613,2.1550384454742613
59,25,70840.0,材料1,正弦波,17428.60715,15760.581383385726,-9.570620028659453,9.570620028659453
60,25,70840.0,材料1,正弦波,38034.45168,40973.24645929911,7.7266652981471635,7.7266652981471635
61,25,70840.0,材料1,正弦波,64866.78904,64826.78004832518,-0.06167869917247512,0.06167869917247512
62,25,70840.0,材料1,正弦波,84929.72944,88762.33724045932,4.5126810431757445,4.5126810431757445
63,25,70840.0,材料1,正弦波,109923.077,103240.54628087189,-6.079279166401171,6.079279166401171
64,25,70840.0,材料1,正弦波,144795.5963,145718.88777706312,0.6376516279888532,0.6376516279888532
65,25,70840.0,材料1,正弦波,398991.6659,418839.906539268,4.974600307627116,4.974600307627116
66,25,70840.0,材料1,正弦波,677349.1971,732326.8024656813,8.116582347932534,8.116582347932534
67,25,79470.0,材料1,正弦波,1351.668508,1313.9606694871925,-2.7897253127989194,2.7897253127989194
68,25,79460.0,材料1,正弦波,2547.825849,2779.859303667754,9.107115965513312,9.107115965513312
69,25,79460.0,材料1,正弦波,3427.227242,2690.443832398187,-21.49794447746785,21.49794447746785
70,25,79470.0,材料1,正弦波,4655.897506,4527.457678965795,-2.758648077383285,2.758648077383285
71,25,79460.0,材料1,正弦波,6205.058112,6119.694442653001,-1.3757110377727741,1.3757110377727741
72,25,79460.0,材料1,正弦波,8367.055189,9245.437787571625,10.498109295686453,10.498109295686453
73,25,79470.0,材料1,正弦波,11089.48772,11520.084411154601,3.882926804436752,3.882926804436752
74,25,79470.0,材料1,正弦波,14658.56285,13634.882880557021,-6.983494766289311,6.983494766289311
75,25,79470.0,材料1,正弦波,19233.50271,18719.53479326291,-2.6722533304860114,2.6722533304860114
76,25,79460.0,材料1,正弦波,32688.69228,34945.94412400875,6.905298702908979,6.905298702908979
77,25,79460.0,材料1,正弦波,55945.83678,57018.639465553984,1.9175737593713165,1.9175737593713165
78,25,79460.0,材料1,正弦波,74362.24612,78841.40979477816,6.023437844454072,6.023437844454072
79,25,79460.0,材料1,正弦波,128576.4162,138350.1904807341,7.601529556968704,7.601529556968704
80,25,79460.0,材料1,正弦波,166639.6736,166588.63232376284,-0.03062972648379616,0.03062972648379616
81,25,79470.0,材料1,正弦波,218449.8965,217081.1148812653,-0.626588357634999,0.626588357634999
82,25,79460.0,材料1,正弦波,273541.545,247504.35832639178,-9.518549247650189,9.518549247650189
83,25,79460.0,材料1,正弦波,360199.2721,359308.271833191,-0.24736315029577666,0.24736315029577666
84,25,79460.0,材料1,正弦波,461810.5667,440250.02154076396,-4.668698967479918,4.668698967479918
85,25,79460.0,材料1,正弦波,613904.3362,653045.5974692975,6.375791627662631,6.375791627662631
86,25,89080.0,材料1,正弦波,1129.391913,1030.7932135106023,-8.73024663577502,8.73024663577502
87,25,89080.0,材料1,正弦波,1532.851361,1549.3239737590377,1.0746386230359162,1.0746386230359162
88,25,89080.0,材料1,正弦波,2119.668152,2292.9566840824673,8.175267053900006,8.175267053900006
89,25,89090.0,材料1,正弦波,5166.874084,5494.73762197867,6.34549115477671,6.34549115477671
90,25,89080.0,材料1,正弦波,7061.093869,7387.121356019322,4.617237683960913,4.617237683960913
91,25,89080.0,材料1,正弦波,9430.12443,9238.912075176024,-2.0276758407945636,2.0276758407945636
92,25,89080.0,材料1,正弦波,12766.46246,13733.18576504191,7.572366331478713,7.572366331478713
93,25,89090.0,材料1,正弦波,21893.48022,19628.25130781759,-10.346591265618391,10.346591265618391
94,25,89080.0,材料1,正弦波,28291.14184,28154.815951774453,-0.4818677485572523,0.4818677485572523
95,25,89090.0,材料1,正弦波,49708.07326,52112.97202916994,4.838044630277718,4.838044630277718
96,25,89080.0,材料1,正弦波,65196.27638,70313.07822129436,7.8483038072156175,7.8483038072156175
97,25,89080.0,材料1,正弦波,85243.35886,83377.44661398268,-2.1889238891698333,2.1889238891698333
98,25,89090.0,材料1,正弦波,112150.6467,107811.46411883416,-3.869066036483082,3.869066036483082
99,25,89080.0,材料1,正弦波,147631.7533,146007.24309451898,-1.1003799448075964,1.1003799448075964
100,25,89090.0,材料1,正弦波,193355.8322,210967.5618735848,9.10845536604652,9.10845536604652
101,25,89080.0,材料1,正弦波,245886.8962,249480.64199934067,1.4615442526134446,1.4615442526134446
102,25,89090.0,材料1,正弦波,321281.5746,304621.09048193105,-5.185633237390434,5.185633237390434
103,25,89090.0,材料1,正弦波,415631.7819,410766.8440390937,-1.170492265694155,1.170492265694155
104,25,89090.0,材料1,正弦波,542772.7158,579125.0486631638,6.697523992079003,6.697523992079003
105,25,89080.0,材料1,正弦波,711545.3171,699988.0840928742,-1.6242441246369057,1.6242441246369057
106,25,89090.0,材料1,正弦波,896343.4213,885248.1952409694,-1.2378320401949074,1.2378320401949074
107,25,99950.0,材料1,正弦波,1299.233133,1228.4971428793417,-5.444441672860128,5.444441672860128
108,25,99950.0,材料1,正弦波,1755.831126,1672.5362696522502,-4.743899063773052,4.743899063773052
109,25,99950.0,材料1,正弦波,2390.408185,2075.7575709972884,-13.163049556856807,13.163049556856807
110,25,99950.0,材料1,正弦波,3242.978165,2818.652485116998,-13.084444553545186,13.084444553545186
111,25,99960.0,材料1,正弦波,5892.742949,5618.073412110761,-4.661149133203768,4.661149133203768
112,25,99950.0,材料1,正弦波,7874.71143,8348.059639150866,6.0109911754679475,6.0109911754679475
113,25,99950.0,材料1,正弦波,10735.42591,10541.435363456449,-1.8070130441946417,1.8070130441946417
114,25,99950.0,材料1,正弦波,14477.24774,14661.770929206372,1.2745736794745985,1.2745736794745985
115,25,99950.0,材料1,正弦波,18907.91771,19910.971846594028,5.304942363185408,5.304942363185408
116,25,99950.0,材料1,正弦波,42837.66482,45818.67182925651,6.9588457302293145,6.9588457302293145
117,25,99950.0,材料1,正弦波,74230.01899,67151.62820329732,-9.53575235870039,9.53575235870039
118,25,99950.0,材料1,正弦波,99316.153,103937.16043119151,4.65282563974413,4.65282563974413
119,25,99950.0,材料1,正弦波,281919.8367,279719.778882114,-0.7803841842555953,0.7803841842555953
120,25,99950.0,材料1,正弦波,371891.5855,375431.10157895554,0.9517601948957116,0.9517601948957116
121,25,99950.0,材料1,正弦波,486551.2281,500833.9034535643,2.9354926118136877,2.9354926118136877
122,25,99950.0,材料1,正弦波,642255.3272,653445.6382859813,1.7423461685817216,1.7423461685817216
123,25,99950.0,材料1,正弦波,808495.9048,824575.1595819895,1.9887861752332647,1.9887861752332647
124,25,99950.0,材料1,正弦波,1026883.575,947040.3246978632,-7.775297243617589,7.775297243617589
125,25,112170.0,材料1,正弦波,1114.703914,1325.1613181739792,18.880117090355824,18.880117090355824
126,25,112160.0,材料1,正弦波,1964.803519,1961.626817220308,-0.16168037918156533,0.16168037918156533
127,25,112160.0,材料1,正弦波,3628.229323,3409.3542229409095,-6.032559702651699,6.032559702651699
128,25,112160.0,材料1,正弦波,4949.221631,4455.896802479396,-9.967725539519378,9.967725539519378
129,25,112160.0,材料1,正弦波,6603.373697,6674.782460912057,1.0813981941458055,1.0813981941458055
130,25,112170.0,材料1,正弦波,9111.892514,9204.974546057985,1.0215444477090767,1.0215444477090767
131,25,112160.0,材料1,正弦波,21305.04772,21210.09894784622,-0.445663269107088,0.445663269107088
132,25,112160.0,材料1,正弦波,28708.38837,27957.75580461743,-2.6146802659496338,2.6146802659496338
133,25,112160.0,材料1,正弦波,36731.5784,37052.839322142376,0.8746177979173835,0.8746177979173835
134,25,112160.0,材料1,正弦波,49122.63239,50309.42519762623,2.4159796612769275,2.4159796612769275
135,25,112160.0,材料1,正弦波,64903.79723,61089.34118385833,-5.877092264146514,5.877092264146514
136,25,112160.0,材料1,正弦波,114103.3322,108378.79651710921,-5.016975028263721,5.016975028263721
137,25,112160.0,材料1,正弦波,194634.2954,224761.43766747334,15.478845701657024,15.478845701657024
138,25,112160.0,材料1,正弦波,329555.1343,334778.2870268148,1.5849101358742963,1.5849101358742963
139,25,112160.0,材料1,正弦波,432205.1043,417659.73732018756,-3.3653852846949004,3.3653852846949004
140,25,112160.0,材料1,正弦波,579176.7738,603299.8300144414,4.16505932310945,4.16505932310945
141,25,112160.0,材料1,正弦波,737413.5818,675483.6771886229,-8.398259286221512,8.398259286221512
142,25,112160.0,材料1,正弦波,1223675.078,1235625.76155005,0.9766222884576894,0.9766222884576894
143,25,125860.0,材料1,正弦波,1472.545902,1390.8325725925602,-5.549119337907057,5.549119337907057
144,25,125850.0,材料1,正弦波,2256.015194,1991.1279937524928,-11.741374834353499,11.741374834353499
145,25,125860.0,材料1,正弦波,3084.707485,2956.7784122598096,-4.147202720590875,4.147202720590875
146,25,125860.0,材料1,正弦波,4200.974078,3735.975103336495,-11.068837037073122,11.068837037073122
147,25,125850.0,材料1,正弦波,5525.178254,4546.776212268516,-17.708062921285148,17.708062921285148
148,25,125860.0,材料1,正弦波,13775.45003,14347.113516828042,4.149871587375223,4.149871587375223
149,25,125850.0,材料1,正弦波,18310.96022,17051.190713615153,-6.879865890423783,6.879865890423783
150,25,125860.0,材料1,正弦波,24421.93184,24190.774887887954,-0.9465137877972527,0.9465137877972527
151,25,125860.0,材料1,正弦波,32684.68129,33533.02282842309,2.595532539834321,2.595532539834321
152,25,125860.0,材料1,正弦波,56884.91087,55563.76222163786,-2.3224940114284145,2.3224940114284145
153,25,125850.0,材料1,正弦波,76878.8708,86818.54115157032,12.929001490446336,12.929001490446336
154,25,125860.0,材料1,正弦波,172790.731,160211.60241375104,-7.27997880062731,7.27997880062731
155,25,125860.0,材料1,正弦波,516365.5506,521127.7487231534,0.9222532598504757,0.9222532598504757
156,25,125860.0,材料1,正弦波,679260.437,648531.9026382184,-4.5238221877747415,4.5238221877747415
157,25,141250.0,材料1,正弦波,1402.690272,1333.1194319227384,-4.959814826267054,4.959814826267054
158,25,141260.0,材料1,正弦波,3564.3754,3124.947788262879,-12.32832018022347,12.32832018022347
159,25,141270.0,材料1,正弦波,4792.365224,4347.298479233799,-9.28699554318861,9.28699554318861
160,25,141270.0,材料1,正弦波,8888.402923,9435.463259324695,6.15476527182515,6.15476527182515
161,25,141260.0,材料1,正弦波,20972.82318,21586.087318551967,2.9240895862641194,2.9240895862641194
162,25,141260.0,材料1,正弦波,37837.05515,35810.027966638714,-5.357254086834731,5.357254086834731
163,25,141260.0,材料1,正弦波,49742.16541,51137.90901233855,2.8059566583684545,2.8059566583684545
164,25,141260.0,材料1,正弦波,67223.83993,65686.45576813501,-2.286962725523956,2.286962725523956
165,25,141270.0,材料1,正弦波,89782.66539,102425.0637003302,14.081112713031924,14.081112713031924
166,25,141260.0,材料1,正弦波,266704.6966,267301.8982845322,0.22391869815020093,0.22391869815020093
167,25,141260.0,材料1,正弦波,357572.7731,375575.52303129225,5.0347093754416115,5.0347093754416115
168,25,141260.0,材料1,正弦波,619011.8338,650441.8532025825,5.077450492285311,5.077450492285311
169,25,141260.0,材料1,正弦波,1026071.684,1121237.9835215262,9.274819781648532,9.274819781648532
170,25,158500.0,材料1,正弦波,1187.754171,1206.6876624782321,1.594058092196933,1.594058092196933
171,25,158500.0,材料1,正弦波,1192.605834,1261.7447722336335,5.797300018375858,5.797300018375858
172,25,158500.0,材料1,正弦波,1641.045747,1655.2233808192934,0.8639389758153728,0.8639389758153728
173,25,158500.0,材料1,正弦波,3044.949531,3213.309087366209,5.529141112263933,5.529141112263933
174,25,158500.0,材料1,正弦波,4080.613099,3640.630963373184,-10.782255630523725,10.782255630523725
175,25,158510.0,材料1,正弦波,5648.015608,5834.794509515758,3.3069827436595616,3.3069827436595616
176,25,158500.0,材料1,正弦波,13587.381,14205.684966733483,4.550575027913646,4.550575027913646
177,25,158500.0,材料1,正弦波,18242.28949,18911.5680985607,3.668830104508447,3.668830104508447
178,25,158510.0,材料1,正弦波,24635.10959,23362.008803272016,-5.167830823227867,5.167830823227867
179,25,158510.0,材料1,正弦波,33238.5309,35480.840741192755,6.746115969863027,6.746115969863027
180,25,158500.0,材料1,正弦波,44430.17965,43480.87390852144,-2.1366236845242152,2.1366236845242152
181,25,158500.0,材料1,正弦波,59069.01523,60087.883154403586,1.7248771127068414,1.7248771127068414
182,25,158500.0,材料1,正弦波,79066.42767,77584.71838673088,-1.8740056012816784,1.8740056012816784
183,25,158500.0,材料1,正弦波,107275.1057,119972.18020403838,11.835993468555843,11.835993468555843
184,25,158500.0,材料1,正弦波,139304.1316,132627.37236289022,-4.792936979271741,4.792936979271741
185,25,158500.0,材料1,正弦波,183014.8648,203264.2264328088,11.064326198277627,11.064326198277627
186,25,158510.0,材料1,正弦波,237859.9575,236401.6955007676,-0.6130758680693044,0.6130758680693044
187,25,158500.0,材料1,正弦波,320931.3637,320698.2403593958,-0.07263962546898514,0.07263962546898514
188,25,158500.0,材料1,正弦波,556312.9256,596806.5014196305,7.27892054205949,7.27892054205949
189,25,177820.0,材料1,正弦波,1455.296582,1341.2288512958219,-7.838108885504005,7.838108885504005
190,25,177820.0,材料1,正弦波,1947.216719,2014.62687867841,3.461872477811756,3.461872477811756
191,25,177820.0,材料1,正弦波,2619.028052,2436.9908401949165,-6.950563651506991,6.950563651506991
192,25,177830.0,材料1,正弦波,3573.989819,3702.1642387709135,3.5863118324935996,3.5863118324935996
193,25,177820.0,材料1,正弦波,4896.646627,4711.838357006729,-3.774180251730693,3.774180251730693
194,25,177820.0,材料1,正弦波,8757.571039,9212.580705254259,5.1956149054111975,5.1956149054111975
195,25,177820.0,材料1,正弦波,15704.90259,15551.331144489825,-0.9778567210468458,0.9778567210468458
196,25,177820.0,材料1,正弦波,21387.24118,20809.551788532193,-2.701093547343667,2.701093547343667
197,25,177820.0,材料1,正弦波,29039.82633,28004.41032706601,-3.565503426803693,3.565503426803693
198,25,177820.0,材料1,正弦波,38777.3922,40186.60776506185,3.6341163887288213,3.6341163887288213
199,25,177820.0,材料1,正弦波,51692.85659,50086.77854561283,-3.106963225355718,3.106963225355718
200,25,177820.0,材料1,正弦波,69575.88416,71129.73145121797,2.233313036518042,2.233313036518042
201,25,177820.0,材料1,正弦波,94829.7604,91697.74746331034,-3.302774280435341,3.302774280435341
202,25,177820.0,材料1,正弦波,123936.1788,122463.93510455743,-1.187904701998578,1.187904701998578
203,25,177820.0,材料1,正弦波,216240.5996,221105.42497807991,2.249728028445556,2.249728028445556
204,25,177820.0,材料1,正弦波,290107.5928,300012.28150061984,3.414143216667941,3.414143216667941
205,25,177820.0,材料1,正弦波,381807.5464,403632.1843239611,5.716135820190561,5.716135820190561
206,25,177820.0,材料1,正弦波,508254.8668,487203.5008957718,-4.141891653053667,4.141891653053667
207,25,199500.0,材料1,正弦波,1359.728946,1705.0200988389695,25.394116515260944,25.394116515260944
208,25,199500.0,材料1,正弦波,1295.823376,1351.9896039970772,4.3344045984456105,4.3344045984456105
209,25,199500.0,材料1,正弦波,1713.519808,1716.2605236864904,0.15994654241489664,0.15994654241489664
210,25,199510.0,材料1,正弦波,3131.491897,3167.921285605685,1.1633237384578579,1.1633237384578579
211,25,199500.0,材料1,正弦波,4293.7631,4361.138758253348,1.5691517366979997,1.5691517366979997
212,25,199500.0,材料1,正弦波,5780.063046,5670.791464205259,-1.8904911750116746,1.8904911750116746
213,25,199500.0,材料1,正弦波,7703.877937,8033.71798818886,4.281480754059089,4.281480754059089
214,25,199500.0,材料1,正弦波,13727.56106,13405.170001871074,-2.348494803409205,2.348494803409205
215,25,199500.0,材料1,正弦波,18846.99738,18603.396348419927,-1.2925190504805708,1.2925190504805708
216,25,199500.0,材料1,正弦波,34431.32807,36596.44430801359,6.288215875994778,6.288215875994778
217,25,199500.0,材料1,正弦波,46554.40586,48373.476428462316,3.90740797752352,3.90740797752352
218,25,199500.0,材料1,正弦波,61598.99788,61658.56261693538,0.09669757461219197,0.09669757461219197
219,25,199510.0,材料1,正弦波,84808.51689,86765.35421822703,2.307359449246269,2.307359449246269
220,25,199500.0,材料1,正弦波,109976.8533,106311.21751900783,-3.333097530071062,3.333097530071062
221,25,199500.0,材料1,正弦波,147898.0434,140416.93156659254,-5.058289928267879,5.058289928267879
222,25,199500.0,材料1,正弦波,195279.9663,183776.66911169305,-5.89066938419835,5.89066938419835
223,25,199500.0,材料1,正弦波,263199.8984,290110.51528961776,10.224402461098272,10.224402461098272
224,25,199500.0,材料1,正弦波,584646.126,562065.2801820575,-3.8623100049315164,3.8623100049315164
225,25,199500.0,材料1,正弦波,778826.1991,777787.8699493441,-0.13331975116601968,0.13331975116601968
226,25,223850.0,材料1,正弦波,1741.014541,1730.3330645723113,-0.6135202306554843,0.6135202306554843
227,25,223850.0,材料1,正弦波,1568.169639,1759.7537429250401,12.217052234681107,12.217052234681107
228,25,223850.0,材料1,正弦波,2071.805286,2091.2844524345824,0.9402025647009846,0.9402025647009846
229,25,223850.0,材料1,正弦波,3794.890527,3625.6109292302135,-4.460724138559228,4.460724138559228
230,25,223850.0,材料1,正弦波,12211.32658,12082.87254662001,-1.0519252968827772,1.0519252968827772
231,25,223850.0,材料1,正弦波,16267.93111,16412.57486971426,0.8891343265238318,0.8891343265238318
232,25,223850.0,材料1,正弦波,22632.85134,21726.21009730443,-4.005863994225184,4.005863994225184
233,25,223850.0,材料1,正弦波,41569.50494,40756.33865270084,-1.9561606241711433,1.9561606241711433
234,25,223850.0,材料1,正弦波,56012.09577,53577.769842929825,-4.3460718503841385,4.3460718503841385
235,25,223850.0,材料1,正弦波,98906.6499,97416.038445134,-1.5070892163197178,1.5070892163197178
236,25,223850.0,材料1,正弦波,237281.9938,222934.78357180615,-6.046480813157194,6.046480813157194
237,25,223850.0,材料1,正弦波,314961.8538,307949.21975251805,-2.226502658298086,2.226502658298086
238,25,223850.0,材料1,正弦波,544722.457,599935.668068591,10.136026220154713,10.136026220154713
239,25,223850.0,材料1,正弦波,709348.3739,657973.6490985939,-7.24252379954686,7.24252379954686
240,25,251170.0,材料1,正弦波,2262.910587,2373.777252469224,4.899295009981066,4.899295009981066
241,25,251170.0,材料1,正弦波,1948.042054,2067.8528393057436,6.150318216166374,6.150318216166374
242,25,251170.0,材料1,正弦波,2592.256897,2537.0111530142867,-2.1311832191342215,2.1311832191342215
243,25,251170.0,材料1,正弦波,4704.915331,4938.229838046707,4.958952300574506,4.958952300574506
244,25,251170.0,材料1,正弦波,6166.926736,6404.917872298409,3.859152970135244,3.859152970135244
245,25,251170.0,材料1,正弦波,10941.64448,11476.836715741714,4.891332712555045,4.891332712555045
246,25,251170.0,材料1,正弦波,14874.62098,16038.958474463501,7.827678406253424,7.827678406253424
247,25,251170.0,材料1,正弦波,27126.64693,27800.62030765003,2.484543627486335,2.484543627486335
248,25,251170.0,材料1,正弦波,37101.17357,38080.24926282773,2.6389345635670503,2.6389345635670503
249,25,251170.0,材料1,正弦波,50336.60598,47782.398726029016,-5.074254022978496,5.074254022978496
250,25,251170.0,材料1,正弦波,69303.99422,69519.67623710433,0.311211524720597,0.311211524720597
251,25,251170.0,材料1,正弦波,90837.14978,86072.78182885401,-5.244955354373066,5.244955354373066
252,25,251170.0,材料1,正弦波,120548.5034,135638.09835595128,12.517446944887812,12.517446944887812
253,25,251170.0,材料1,正弦波,160968.1046,167199.02653176378,3.8709047032934945,3.8709047032934945
254,25,251170.0,材料1,正弦波,216823.809,223839.38298989987,3.235610527393631,3.235610527393631
255,25,251170.0,材料1,正弦波,286943.8736,281765.1837977606,-1.804774479854731,1.804774479854731
256,25,251170.0,材料1,正弦波,385325.0273,393225.2450617677,2.050273717522339,2.050273717522339
257,25,281860.0,材料1,正弦波,2889.53144,3026.2390582153885,4.731134478169522,4.731134478169522
258,25,281850.0,材料1,正弦波,2480.678594,2887.519879914548,16.400402974354357,16.400402974354357
259,25,281850.0,材料1,正弦波,3297.714089,3178.3883439500464,-3.6184381613913055,3.6184381613913055
260,25,281850.0,材料1,正弦波,4341.331734,5006.428860322261,15.320117583123652,15.320117583123652
261,25,281850.0,材料1,正弦波,5670.629505,5904.068264733173,4.116628665782907,4.116628665782907
262,25,281860.0,材料1,正弦波,13623.67457,14667.344767950643,7.6607099838457415,7.6607099838457415
263,25,281860.0,材料1,正弦波,18325.83964,19338.55839790428,5.526179306370272,5.526179306370272
264,25,281850.0,材料1,正弦波,24592.22803,27672.180257187792,12.524087786720942,12.524087786720942
265,25,281850.0,材料1,正弦波,33679.40394,33370.11405482525,-0.9183353889687188,0.9183353889687188
266,25,281860.0,材料1,正弦波,45459.87546,45959.56440075514,1.0991867788877028,1.0991867788877028
267,25,281850.0,材料1,正弦波,62572.44922,60289.851632756894,-3.647927507548358,3.647927507548358
268,25,281850.0,材料1,正弦波,82051.91465,85790.56700628868,4.556447429942662,4.556447429942662
269,25,281850.0,材料1,正弦波,110783.9294,105323.98552980961,-4.928462006864315,4.928462006864315
270,25,281850.0,材料1,正弦波,145390.1865,146274.1168070504,0.607971093737046,0.607971093737046
271,25,281850.0,材料1,正弦波,196252.4584,181258.7002991307,-7.640035810562518,7.640035810562518
272,50,50020.0,材料1,正弦波,1095.616077,1122.1879819629808,2.4252934509449386,2.4252934509449386
273,50,50020.0,材料1,正弦波,1909.33587,1976.3903465354535,3.5119267169821424,3.5119267169821424
274,50,50020.0,材料1,正弦波,2623.160983,2267.956902123244,-13.541070608275207,13.541070608275207
275,50,50020.0,材料1,正弦波,3549.272659,3562.6339219511533,0.37645073328679124,0.37645073328679124
276,50,50030.0,材料1,正弦波,4845.135951,4439.6498830236615,-8.368930656995278,8.368930656995278
277,50,50020.0,材料1,正弦波,6351.403688,4956.43547135836,-21.963148386823818,21.963148386823818
278,50,50020.0,材料1,正弦波,11029.67308,7264.955781953748,-34.13262814536886,34.13262814536886
279,50,50020.0,材料1,正弦波,15113.44827,14536.539262565571,-3.8171898108758304,3.8171898108758304
280,50,50020.0,材料1,正弦波,19940.16763,19808.944528946195,-0.6580842422627382,0.6580842422627382
