时间,处理类型,原GPS车速,处理后GPS车速,说明
2017-12-19 07:52:46,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:52:47,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:52:48,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:52:49,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:52:50,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:52:51,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:52:52,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:52:53,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:52:54,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:52:55,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:52:56,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:52:57,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:52:58,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:52:59,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:00,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:01,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:02,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:03,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:04,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:05,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:06,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:07,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:08,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:09,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:10,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:11,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:12,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:13,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:14,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:15,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:16,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:17,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:18,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:19,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:20,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:21,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:22,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:23,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:24,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-19 07:53:25,删除长低速记录,5.7,5.7,连续低于10 km/h的记录超过180条
2017-12-19 07:53:26,删除长低速记录,8.7,8.7,连续低于10 km/h的记录超过180条
2017-12-19 11:17:01,新增插值记录,,70.7,相邻速度 70.7 与 70.7 km/h 的线性中点
2017-12-19 12:37:44,车速限幅,35.7,35.556,"连续1秒允许范围 [0.000000, 35.556000] km/h"
2017-12-19 12:37:58,新增插值记录,,35.95,相邻速度 36.2 与 35.7 km/h 的线性中点
2017-12-19 12:39:58,车速限幅,45.7,40.656,"连续1秒允许范围 [0.000000, 40.656000] km/h"
2017-12-19 13:37:23,新增插值记录,,23.6,相邻速度 23.3 与 23.9 km/h 的线性中点
2017-12-19 13:39:22,新增插值记录,,24.15,相邻速度 24.7 与 23.6 km/h 的线性中点
2017-12-19 13:40:41,新增插值记录,,21.3,相邻速度 19.5 与 23.1 km/h 的线性中点
2017-12-19 13:41:03,新增插值记录,,27.6,相邻速度 27.1 与 28.1 km/h 的线性中点
2017-12-19 14:18:27,新增插值记录,,82.0,相邻速度 82.1 与 81.9 km/h 的线性中点
2017-12-19 16:29:56,新增插值记录,,82.1,相邻速度 82.5 与 81.7 km/h 的线性中点
2017-12-19 19:18:03,新增插值记录,,7.1000000000000005,相邻速度 5.9 与 8.3 km/h 的线性中点
2017-12-20 06:58:32,新增插值记录,,35.7,相邻速度 36.8 与 34.6 km/h 的线性中点
2017-12-20 07:16:11,新增插值记录,,35.6,相邻速度 34.6 与 36.6 km/h 的线性中点
2017-12-20 07:18:06,新增插值记录,,37.6,相邻速度 38.2 与 37 km/h 的线性中点
2017-12-20 07:18:29,新增插值记录,,50.65,相邻速度 50.5 与 50.8 km/h 的线性中点
2017-12-20 07:18:37,新增插值记录,,51.35,相邻速度 51.5 与 51.2 km/h 的线性中点
2017-12-20 07:18:45,新增插值记录,,44.1,相邻速度 45.1 与 43.1 km/h 的线性中点
2017-12-20 08:01:38,新增插值记录,,41.9,相邻速度 41.3 与 42.5 km/h 的线性中点
2017-12-20 08:01:43,新增插值记录,,44.4,相邻速度 44 与 44.8 km/h 的线性中点
2017-12-20 08:02:02,车速限幅,41.8,40.656,"连续1秒允许范围 [0.000000, 40.656000] km/h"
2017-12-20 08:05:57,新增插值记录,,42.05,相邻速度 41.5 与 42.6 km/h 的线性中点
2017-12-20 08:06:03,新增插值记录,,33.55,相邻速度 41.2 与 25.9 km/h 的线性中点
2017-12-20 08:07:32,新增插值记录,,16.75,相邻速度 15.7 与 17.8 km/h 的线性中点
2017-12-20 08:07:56,车速限幅,33.1,30.656,"连续1秒允许范围 [0.000000, 30.656000] km/h"
2017-12-20 08:08:21,新增插值记录,,44.2,相邻速度 44.2 与 44.2 km/h 的线性中点
2017-12-20 09:19:41,新增插值记录,,26.75,相邻速度 25.1 与 28.4 km/h 的线性中点
2017-12-20 09:20:07,新增插值记录,,28.35,相邻速度 30 与 26.7 km/h 的线性中点
2017-12-20 11:04:26,新增插值记录,,33.0,相邻速度 33.5 与 32.5 km/h 的线性中点
2017-12-20 12:10:55,车速限幅,30.4,21.956,"连续1秒允许范围 [0.000000, 21.956000] km/h"
2017-12-20 12:11:03,新增插值记录,,30.65,相邻速度 29.2 与 32.1 km/h 的线性中点
2017-12-20 12:53:53,新增插值记录,,14.65,相邻速度 12.5 与 16.8 km/h 的线性中点
2017-12-20 12:57:01,新增插值记录,,20.1,相邻速度 19.6 与 20.6 km/h 的线性中点
2017-12-20 13:27:45,新增插值记录,,25.35,相邻速度 24.2 与 26.5 km/h 的线性中点
2017-12-20 13:27:57,新增插值记录,,30.2,相邻速度 30.4 与 30 km/h 的线性中点
2017-12-20 13:28:01,新增插值记录,,29.75,相邻速度 31.7 与 27.8 km/h 的线性中点
2017-12-20 13:28:16,车速限幅,29.9,18.756,"连续1秒允许范围 [0.000000, 18.756000] km/h"
2017-12-20 13:54:46,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-20 13:54:47,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-20 13:54:48,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-20 13:54:49,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-20 13:54:50,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-20 13:54:51,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-20 13:54:52,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-20 13:54:53,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-20 13:54:54,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-20 13:54:55,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-20 13:54:56,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-20 13:54:57,删除长低速记录,2.2,2.2,连续低于10 km/h的记录超过180条
2017-12-20 13:54:58,删除长低速记录,3.3,3.3,连续低于10 km/h的记录超过180条
2017-12-20 13:54:59,删除长低速记录,4.3,4.3,连续低于10 km/h的记录超过180条
2017-12-20 13:55:00,删除长低速记录,5.2,5.2,连续低于10 km/h的记录超过180条
2017-12-20 13:55:01,删除长低速记录,6.3,6.3,连续低于10 km/h的记录超过180条
2017-12-20 13:55:02,删除长低速记录,9.4,9.4,连续低于10 km/h的记录超过180条
2017-12-20 15:41:08,新增插值记录,,36.05,相邻速度 35.6 与 36.5 km/h 的线性中点
2017-12-20 15:41:55,新增插值记录,,36.85,相邻速度 39.7 与 34 km/h 的线性中点
2017-12-20 15:42:02,车速限幅,37.5,30.956,"连续1秒允许范围 [0.000000, 30.956000] km/h"
2017-12-20 22:51:35,新增插值记录,,37.099999999999994,相邻速度 36.9 与 37.3 km/h 的线性中点
2017-12-21 01:59:26,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:27,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:28,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:29,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:30,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:31,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:32,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:33,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:34,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:35,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:36,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:37,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:38,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:39,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:40,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:41,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:42,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:43,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:44,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:45,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:46,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:47,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:48,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:49,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:50,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:51,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:52,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:53,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:54,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:55,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:56,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:57,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:58,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 01:59:59,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:00,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:01,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:02,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:03,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:04,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:05,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:06,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:07,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:08,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:09,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:10,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:11,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:12,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:13,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:14,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:15,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:16,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:17,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:18,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:19,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:20,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:21,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:22,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:23,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:24,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:25,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:26,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:27,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:28,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:29,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:30,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:31,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:32,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:33,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:34,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:35,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:36,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:37,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:38,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:39,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:40,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:41,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:42,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:43,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:44,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:45,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:46,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:47,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:48,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:49,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:50,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:51,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:52,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:53,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:00:54,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
