时间,处理类型,原GPS车速,处理后GPS车速,说明
2017-11-02 10:26:10,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:11,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:12,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:13,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:14,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:15,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:16,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:17,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:18,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:19,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:20,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:21,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:22,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:23,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:24,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:25,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:26,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:27,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:28,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:29,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:30,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:31,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:32,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:33,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:34,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:35,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:36,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:37,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:38,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:39,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:40,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:41,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:42,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:43,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:44,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:45,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:46,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:47,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:48,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:49,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:50,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:51,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:52,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:53,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:54,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:55,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:56,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:57,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:58,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:26:59,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:00,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:01,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:02,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:03,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:04,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:05,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:06,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:07,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:08,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:09,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:10,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:11,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:12,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:13,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:14,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:15,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:16,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:17,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:18,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:19,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:20,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:21,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:22,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:23,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:24,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:25,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:26,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:27,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:28,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:29,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:30,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:31,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:32,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:33,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:34,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:35,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:36,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:37,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:38,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:39,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:40,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:41,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:42,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:43,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:44,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:45,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:46,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:47,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:48,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:49,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:50,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:51,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:52,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:53,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:54,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:55,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:56,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:57,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:58,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:27:59,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:00,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:01,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:02,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:03,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:04,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:05,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:06,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:07,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:08,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:09,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:10,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:11,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:12,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:13,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:14,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:15,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:16,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:17,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:18,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:19,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:20,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:21,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:22,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:23,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:24,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:25,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:26,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:27,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:28,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:29,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:30,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:31,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:32,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:33,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:34,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:35,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:36,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:37,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:38,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:39,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:40,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:41,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:42,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:43,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:44,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:45,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:46,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:47,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:48,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:49,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:50,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:51,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:52,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:53,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:54,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:55,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:56,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:57,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:58,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:28:59,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:00,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:01,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:02,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:03,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:04,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:05,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:06,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:07,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:08,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:09,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:10,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:11,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:12,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:13,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:14,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:15,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:16,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:17,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:18,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:19,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:20,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:21,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:22,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-11-02 10:29:23,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
