时间,处理类型,原GPS车速,处理后GPS车速,说明
2017-12-01 23:33:59,车速限幅,49.2,33.656,"连续1秒允许范围 [0.000000, 33.656000] km/h"
2017-12-01 23:34:02,车速限幅,45.2,33.656,"连续1秒允许范围 [0.000000, 33.656000] km/h"
2017-12-01 23:34:18,新增插值记录,,14.0,相邻速度 19.4 与 8.6 km/h 的线性中点
2017-12-01 23:34:43,新增插值记录,,12.05,相邻速度 10.3 与 13.8 km/h 的线性中点
2017-12-01 23:36:30,新增插值记录,,0.0,相邻速度 0 与 0 km/h 的线性中点
2017-12-01 23:36:44,新增插值记录,,0.0,相邻速度 0 与 0 km/h 的线性中点
2017-12-01 23:37:03,新增插值记录,,0.0,相邻速度 0 与 0 km/h 的线性中点
2017-12-01 23:37:17,新增插值记录,,0.0,相邻速度 0 与 0 km/h 的线性中点
2017-12-01 23:37:35,新增插值记录,,0.0,相邻速度 0 与 0 km/h 的线性中点
2017-12-01 23:37:50,新增插值记录,,0.0,相邻速度 0 与 0 km/h 的线性中点
2017-12-01 23:38:08,新增插值记录,,0.0,相邻速度 0 与 0 km/h 的线性中点
2017-12-01 23:38:23,新增插值记录,,0.0,相邻速度 0 与 0 km/h 的线性中点
2017-12-01 23:38:41,新增插值记录,,0.0,相邻速度 0 与 0 km/h 的线性中点
2017-12-01 23:38:56,新增插值记录,,0.0,相邻速度 0 与 0 km/h 的线性中点
2017-12-01 23:39:29,新增插值记录,,0.0,相邻速度 0 与 0 km/h 的线性中点
2017-12-01 23:40:01,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:02,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:03,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:04,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:05,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:06,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:07,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:08,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:09,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:10,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:11,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:12,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:13,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:14,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:15,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:16,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:17,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:18,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:19,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:20,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:21,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:22,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:23,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:24,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:25,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:26,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:27,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:28,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:29,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:30,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:31,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:32,删除长低速记录,,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:32,新增插值记录,,0.0,相邻速度 0 与 0 km/h 的线性中点
2017-12-01 23:40:33,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:34,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:35,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:40:44,新增插值记录,,0.85,相邻速度 0 与 1.7 km/h 的线性中点
2017-12-01 23:41:18,新增插值记录,,0.0,相邻速度 0 与 0 km/h 的线性中点
2017-12-01 23:45:29,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:30,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:31,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:32,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:33,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:34,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:35,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:36,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:37,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:38,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:39,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:40,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:41,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:42,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:43,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:44,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:45,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:46,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:47,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:48,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:49,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:50,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:51,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:52,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:53,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:54,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:55,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:56,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:57,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:58,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:45:59,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:00,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:01,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:02,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:03,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:04,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:05,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:06,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:07,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:08,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:09,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:10,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:11,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:12,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:13,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:14,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:15,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:16,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:17,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:18,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:19,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:20,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:21,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:22,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:23,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:24,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:25,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:26,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:27,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:28,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:29,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:30,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:31,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:32,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:33,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:34,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:35,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:36,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:37,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:38,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:39,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:40,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:41,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:42,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:43,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:44,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:45,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:46,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:47,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:48,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:49,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:50,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:51,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:52,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:53,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:54,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:55,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:56,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:57,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:58,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:46:59,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:00,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:01,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:02,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:03,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:04,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:05,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:06,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:07,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:08,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:09,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:10,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:11,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:12,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:13,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:14,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:15,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:16,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:17,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:18,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:19,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:20,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:21,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:22,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:23,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:24,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:25,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:26,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:27,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:28,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:29,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:30,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:31,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:32,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:33,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:34,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:35,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:36,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:37,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:38,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:39,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:40,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:41,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:42,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:43,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:44,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:45,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:46,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:47,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:48,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:49,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:50,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:51,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:52,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:53,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:54,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:55,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:56,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:57,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:58,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:47:59,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:00,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:01,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:02,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:03,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:04,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:05,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:06,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:07,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:08,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:09,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:10,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:11,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:12,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:13,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:14,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:15,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:16,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:17,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:18,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:19,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:20,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:21,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:22,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:23,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:24,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:25,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:26,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:27,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:28,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:29,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:30,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:31,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:32,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:33,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:34,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:35,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:36,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:37,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:38,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:39,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:40,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:41,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:42,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:43,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:44,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:45,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:46,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:47,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:48,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:49,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:50,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:51,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:52,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:53,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:54,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:55,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:56,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:57,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:58,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:48:59,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:49:00,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:49:01,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:49:02,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:49:03,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:49:04,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:49:05,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:49:06,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:49:07,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:49:08,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:49:09,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:49:10,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-01 23:49:11,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
