model,valid_time,height_agl_m,mean_turbulence,p90_turbulence,high_risk_fraction,mean_uncertainty
model_d,2025-07-31 02:00:00,900.0,0.48698610067367554,0.6047384738922119,0.020802586267481903,0.3783157765865326
model_d,2025-07-31 02:00:00,950.0,0.4874904751777649,0.6120695471763611,0.03338252863869562,0.37880560755729675
model_d,2025-07-31 02:00:00,1000.0,0.4937475323677063,0.6262761950492859,0.059315482465387585,0.3823941648006439
model_d,2025-07-31 02:00:00,1050.0,0.4958552420139313,0.6422057747840881,0.08454564621547543,0.38358303904533386
model_d,2025-07-31 02:00:00,1100.0,0.49891746044158936,0.6456345915794373,0.09065991988193127,0.3845617175102234
model_d,2025-07-31 02:00:00,1150.0,0.49638831615448,0.6450675129890442,0.08974629278234592,0.38473576307296753
model_d,2025-07-31 02:00:00,1200.0,0.5003546476364136,0.6537908315658569,0.10661325462084476,0.38861241936683655
model_d,2025-07-31 02:00:00,1250.0,0.49667009711265564,0.6529712677001953,0.10513739545997611,0.38806289434432983
model_d,2025-07-31 02:00:00,1300.0,0.4968016743659973,0.6547043919563293,0.11012720500386534,0.3884095251560211
model_d,2025-07-31 02:00:00,1350.0,0.49437466263771057,0.6551210880279541,0.10998664698854452,0.38862156867980957
model_d,2025-07-31 02:00:00,1400.0,0.4969683885574341,0.6616082191467285,0.11870124393843559,0.39067718386650085
model_d,2025-07-31 02:00:00,1450.0,0.49847936630249023,0.6626294255256653,0.12221519432145618,0.3930600583553314
model_d,2025-07-31 02:00:00,1500.0,0.49634796380996704,0.6637471914291382,0.1241127275282873,0.392518013715744
model_d,2025-07-31 02:00:00,1550.0,0.4973866939544678,0.6661040186882019,0.1301567221870827,0.393096923828125
model_d,2025-07-31 02:00:00,1600.0,0.4948121905326843,0.6660919785499573,0.12748611989598707,0.3929769694805145
model_d,2025-07-31 02:00:00,1650.0,0.49480047821998596,0.6671854257583618,0.13170286035561177,0.39367109537124634
model_d,2025-07-31 02:00:00,1700.0,0.49551844596862793,0.6660933494567871,0.1311406282943285,0.3965030312538147
model_d,2025-07-31 02:00:00,1750.0,0.492584228515625,0.6649871468544006,0.12664277180406214,0.3962344527244568
model_d,2025-07-31 02:00:00,1800.0,0.496488094329834,0.6667044758796692,0.12854030501089325,0.39696362614631653
model_d,2025-07-31 02:00:00,1850.0,0.5008278489112854,0.6711866855621338,0.13760629699908639,0.3978164494037628
model_d,2025-07-31 02:00:00,1900.0,0.496107816696167,0.6687512397766113,0.13092979127134724,0.39719265699386597
model_d,2025-07-31 02:00:00,1950.0,0.5077291131019592,0.67780601978302,0.15257572563075408,0.39977070689201355
model_d,2025-07-31 02:00:00,2000.0,0.5075942277908325,0.6801338791847229,0.1573546981516621,0.40108969807624817
model_d,2025-07-31 02:30:00,0.0,0.4184078574180603,0.548163890838623,0.025722116803710733,0.35344409942626953
model_d,2025-07-31 02:30:00,50.0,0.4340790808200836,0.5541074275970459,0.0302902523016375,0.38058313727378845
model_d,2025-07-31 02:30:00,100.0,0.5223546028137207,0.608890175819397,0.017429193899782137,0.36668652296066284
model_d,2025-07-31 02:30:00,150.0,0.5161730647087097,0.6228898167610168,0.021716213367067257,0.3533238470554352
model_d,2025-07-31 02:30:00,200.0,0.5302262902259827,0.6415388584136963,0.07259821491320542,0.35608455538749695
model_d,2025-07-31 02:30:00,250.0,0.5364406108856201,0.6424612402915955,0.0789936046103029,0.35719674825668335
model_d,2025-07-31 02:30:00,300.0,0.5445992946624756,0.6423548460006714,0.07730690842645302,0.35856252908706665
model_d,2025-07-31 02:30:00,350.0,0.5412362217903137,0.6382192373275757,0.06774896338463701,0.3588756024837494
model_d,2025-07-31 02:30:00,400.0,0.5296287536621094,0.6326299905776978,0.058682971396443885,0.35948169231414795
model_d,2025-07-31 02:30:00,450.0,0.5243863463401794,0.6274734139442444,0.049898095438892405,0.36155855655670166
model_d,2025-07-31 02:30:00,500.0,0.5246519446372986,0.627458393573761,0.04441633284138028,0.3636331558227539
model_d,2025-07-31 02:30:00,550.0,0.5178083777427673,0.6195736527442932,0.022419003443671374,0.36595287919044495
model_d,2025-07-31 02:30:00,600.0,0.5177900195121765,0.6178372502326965,0.021575655351746433,0.36601725220680237
model_d,2025-07-31 02:30:00,650.0,0.5203912258148193,0.6172782778739929,0.023332630543256728,0.3691825270652771
model_d,2025-07-31 02:30:00,700.0,0.5213590264320374,0.6183533668518066,0.025370721765408673,0.3727460205554962
model_d,2025-07-31 02:30:00,750.0,0.5195256471633911,0.6193336844444275,0.029657741232693793,0.37391114234924316
model_d,2025-07-31 02:30:00,800.0,0.5141280293464661,0.6161771416664124,0.02410569962752126,0.3758068382740021
model_d,2025-07-31 02:30:00,850.0,0.5142621994018555,0.6153392195701599,0.02480848970412538,0.3796965777873993
model_d,2025-07-31 02:30:00,900.0,0.5165607929229736,0.6226698756217957,0.03928596528217022,0.38096320629119873
model_d,2025-07-31 02:30:00,950.0,0.5185950994491577,0.6312071681022644,0.058823529411764705,0.38217559456825256
model_d,2025-07-31 02:30:00,1000.0,0.5216782689094543,0.6447176933288574,0.0884812706444585,0.38618335127830505
model_d,2025-07-31 02:30:00,1050.0,0.5216516256332397,0.6590023636817932,0.11940403401503971,0.38752397894859314
model_d,2025-07-31 02:30:00,1100.0,0.5259680151939392,0.6630614995956421,0.128329467987912,0.3886720836162567
model_d,2025-07-31 02:30:00,1150.0,0.5236679911613464,0.6639459133148193,0.1294539321104786,0.388813316822052
model_d,2025-07-31 02:30:00,1200.0,0.5252744555473328,0.667591392993927,0.13795769203738842,0.3916165828704834
model_d,2025-07-31 02:30:00,1250.0,0.5274367332458496,0.6727575063705444,0.15166209853116874,0.39142048358917236
model_d,2025-07-31 02:30:00,1300.0,0.527865469455719,0.6760011315345764,0.15756553517464333,0.3918638825416565
model_d,2025-07-31 02:30:00,1350.0,0.5252527594566345,0.6758334040641785,0.15700330311336003,0.391980916261673
model_d,2025-07-31 02:30:00,1400.0,0.5263050198554993,0.6775826811790466,0.16346897181811793,0.3938455581665039
model_d,2025-07-31 02:30:00,1450.0,0.5263928174972534,0.678165078163147,0.16789654930072387,0.39607521891593933
model_d,2025-07-31 02:30:00,1500.0,0.5272310972213745,0.6804965138435364,0.17246468479865065,0.39588406682014465
model_d,2025-07-31 02:30:00,1550.0,0.5290157794952393,0.6829165816307068,0.17921146953405018,0.3967174291610718
model_d,2025-07-31 02:30:00,1600.0,0.5270942449569702,0.6833713054656982,0.17900063251106893,0.39678141474723816
model_d,2025-07-31 02:30:00,1650.0,0.5288460850715637,0.6840676069259644,0.18202262984046666,0.3979841470718384
model_d,2025-07-31 02:30:00,1700.0,0.5307392477989197,0.6831009387969971,0.18876941457586618,0.401183158159256
model_d,2025-07-31 02:30:00,1750.0,0.531858503818512,0.6831313371658325,0.19017499472907443,0.4012545645236969
model_d,2025-07-31 02:30:00,1800.0,0.5355135202407837,0.6848810315132141,0.1953756412959449,0.40214473009109497
model_d,2025-07-31 02:30:00,1850.0,0.5415111184120178,0.6897167563438416,0.2107667439735751,0.4032622277736664
model_d,2025-07-31 02:30:00,1900.0,0.53801429271698,0.6897537708282471,0.2031063321385902,0.4028027057647705
model_d,2025-07-31 02:30:00,1950.0,0.5472943186759949,0.6985806822776794,0.231569330241057,0.4055679440498352
model_d,2025-07-31 02:30:00,2000.0,0.543144702911377,0.7007269859313965,0.22953123901890504,0.40669623017311096
model_d,2025-07-31 03:00:00,0.0,0.42841964960098267,0.6337405443191528,0.08496732026143791,0.3532438576221466
model_d,2025-07-31 03:00:00,50.0,0.44166043400764465,0.6158352494239807,0.048351957270363344,0.3790351450443268
model_d,2025-07-31 03:00:00,100.0,0.5055046081542969,0.6185960173606873,0.02719797596457938,0.3680180013179779
model_d,2025-07-31 03:00:00,150.0,0.5049569606781006,0.6210305094718933,0.02031063321385902,0.35446107387542725
model_d,2025-07-31 03:00:00,200.0,0.5233626365661621,0.6445779800415039,0.08384285613887132,0.3571304976940155
model_d,2025-07-31 03:00:00,250.0,0.5270633101463318,0.6461557745933533,0.08981657179000632,0.35944780707359314
model_d,2025-07-31 03:00:00,300.0,0.528454065322876,0.6359066367149353,0.06978705460678895,0.36252373456954956
model_d,2025-07-31 03:00:00,350.0,0.5243306159973145,0.627672016620636,0.0552393000210837,0.3639594614505768
model_d,2025-07-31 03:00:00,400.0,0.5133392214775085,0.6153697371482849,0.042307962611567926,0.3653262257575989
model_d,2025-07-31 03:00:00,450.0,0.5148681998252869,0.615706741809845,0.038934570243868157,0.36676597595214844
model_d,2025-07-31 03:00:00,500.0,0.5194319486618042,0.6194274425506592,0.03766954810598074,0.3685135245323181
model_d,2025-07-31 03:00:00,550.0,0.5176741480827332,0.6186485290527344,0.02944690420971256,0.3711017072200775
model_d,2025-07-31 03:00:00,600.0,0.5198649764060974,0.6219937205314636,0.029165788179070912,0.370835542678833
model_d,2025-07-31 03:00:00,650.0,0.5332104563713074,0.637521505355835,0.06451612903225806,0.3751756250858307
model_d,2025-07-31 03:00:00,700.0,0.5407260656356812,0.6440990567207336,0.08187504392437979,0.3774506747722626
model_d,2025-07-31 03:00:00,750.0,0.5422698259353638,0.6465970873832703,0.09037880385128962,0.37725940346717834
model_d,2025-07-31 03:00:00,800.0,0.5371860265731812,0.6450902223587036,0.08538899430740038,0.379168838262558
model_d,2025-07-31 03:00:00,850.0,0.5349197387695312,0.6413716673851013,0.07414435308173449,0.3819029927253723
model_d,2025-07-31 03:00:00,900.0,0.5356450080871582,0.6455854177474976,0.0867242954529482,0.3820743262767792
model_d,2025-07-31 03:00:00,950.0,0.5385231375694275,0.6535103917121887,0.11082999508046947,0.3828944265842438
model_d,2025-07-31 03:00:00,1000.0,0.533402681350708,0.6524946093559265,0.10647269660552393,0.38471171259880066
model_d,2025-07-31 03:00:00,1050.0,0.5311644673347473,0.6614052057266235,0.13064867524070561,0.3840107321739197
model_d,2025-07-31 03:00:00,1100.0,0.5357396602630615,0.6680237054824829,0.14273666455829645,0.38452768325805664
model_d,2025-07-31 03:00:00,1150.0,0.5331981778144836,0.6680141091346741,0.1425258275353152,0.38448408246040344
model_d,2025-07-31 03:00:00,1200.0,0.5240920186042786,0.6650649309158325,0.13345983554712207,0.3871862292289734
model_d,2025-07-31 03:00:00,1250.0,0.5207186341285706,0.6669014096260071,0.1396443882212383,0.3896408975124359
model_d,2025-07-31 03:00:00,1300.0,0.5235931873321533,0.6701766848564148,0.1478670321175065,0.3905642628669739
model_d,2025-07-31 03:00:00,1350.0,0.5211880803108215,0.6701004505157471,0.1454775458570525,0.3908707797527313
model_d,2025-07-31 03:00:00,1400.0,0.5186366438865662,0.6673781871795654,0.1401363412748612,0.3918425738811493
model_d,2025-07-31 03:00:00,1450.0,0.5168938040733337,0.6667388081550598,0.13711434394546348,0.39383092522621155
model_d,2025-07-31 03:00:00,1500.0,0.5203510522842407,0.6725335121154785,0.1454072668493921,0.39428389072418213
model_d,2025-07-31 03:00:00,1550.0,0.5219294428825378,0.6749657988548279,0.15299739967671658,0.39509257674217224
model_d,2025-07-31 03:00:00,1600.0,0.5188862681388855,0.6751649975776672,0.15053763440860216,0.395131379365921
model_d,2025-07-31 03:00:00,1650.0,0.5177718997001648,0.6739749312400818,0.14702368402558155,0.3956820070743561
model_d,2025-07-31 03:00:00,1700.0,0.5123429298400879,0.6656039357185364,0.1288917000491953,0.39722010493278503
model_d,2025-07-31 03:00:00,1750.0,0.5138341784477234,0.6648261547088623,0.127134724857685,0.39771848917007446
model_d,2025-07-31 03:00:00,1800.0,0.5170652270317078,0.6661190986633301,0.1299458851641015,0.3983328938484192
model_d,2025-07-31 03:00:00,1850.0,0.5220110416412354,0.6711401343345642,0.1412608053974278,0.39929163455963135
model_d,2025-07-31 03:00:00,1900.0,0.5179222822189331,0.6705132722854614,0.13908215615995503,0.3988470137119293
model_d,2025-07-31 03:00:00,1950.0,0.5283322334289551,0.6776493787765503,0.15847916227422867,0.4010195732116699
model_d,2025-07-31 03:00:00,2000.0,0.5299025774002075,0.6818211078643799,0.17021575655351748,0.40241798758506775
model_d,2025-07-31 03:30:00,0.0,0.41042616963386536,0.5225560665130615,0.0026706022910956495,0.35314449667930603
model_d,2025-07-31 03:30:00,50.0,0.43281233310699463,0.5508621335029602,0.02642490688031485,0.38072699308395386
model_d,2025-07-31 03:30:00,100.0,0.5182155966758728,0.6230633854866028,0.03837233818258486,0.36601266264915466
model_d,2025-07-31 03:30:00,150.0,0.5220625400543213,0.6401782631874084,0.058682971396443885,0.3549756407737732
model_d,2025-07-31 03:30:00,200.0,0.5345498323440552,0.6566177606582642,0.1396443882212383,0.35813242197036743
model_d,2025-07-31 03:30:00,250.0,0.5371251106262207,0.6667960286140442,0.15580855998313303,0.3607213497161865
model_d,2025-07-31 03:30:00,300.0,0.5436275005340576,0.6676391959190369,0.14224471150467355,0.3647320568561554
model_d,2025-07-31 03:30:00,350.0,0.5453846454620361,0.6654750108718872,0.1406282943284841,0.367408812046051
model_d,2025-07-31 03:30:00,400.0,0.5391638875007629,0.6602643132209778,0.12404244852062689,0.3683437407016754
model_d,2025-07-31 03:30:00,450.0,0.5418729782104492,0.6615132689476013,0.12692388783470376,0.37042325735092163
model_d,2025-07-31 03:30:00,500.0,0.5449278354644775,0.6611366868019104,0.12319910042870194,0.37279555201530457
model_d,2025-07-31 03:30:00,550.0,0.5422134399414062,0.6545883417129517,0.10851078782767587,0.3758547306060791
model_d,2025-07-31 03:30:00,600.0,0.5395515561103821,0.6517837047576904,0.1045048843910324,0.3773351311683655
model_d,2025-07-31 03:30:00,650.0,0.5519518852233887,0.6673614382743835,0.1341626256237262,0.3819983899593353
model_d,2025-07-31 03:30:00,700.0,0.5564639568328857,0.6732649207115173,0.14343945463490054,0.38547760248184204
model_d,2025-07-31 03:30:00,750.0,0.5567269921302795,0.6748379468917847,0.14758591608686486,0.38608816266059875
model_d,2025-07-31 03:30:00,800.0,0.5517314672470093,0.666186511516571,0.13437346264670744,0.38707587122917175
model_d,2025-07-31 03:30:00,850.0,0.5513241291046143,0.656516969203949,0.11624147867032117,0.38851502537727356
model_d,2025-07-31 03:30:00,900.0,0.5534409284591675,0.6595199108123779,0.13085951226368683,0.3884085416793823
model_d,2025-07-31 03:30:00,950.0,0.5576258897781372,0.6689695715904236,0.16944268746925292,0.3891923725605011
model_d,2025-07-31 03:30:00,1000.0,0.5593775510787964,0.6736615896224976,0.18033593365661676,0.3886812627315521
model_d,2025-07-31 03:30:00,1050.0,0.559608519077301,0.6856294274330139,0.2237683603907513,0.38668155670166016
model_d,2025-07-31 03:30:00,1100.0,0.5651864409446716,0.6935539245605469,0.24042448520626888,0.3870365619659424
model_d,2025-07-31 03:30:00,1150.0,0.5616758465766907,0.6927453875541687,0.2346616065781151,0.3865908980369568
model_d,2025-07-31 03:30:00,1200.0,0.5565555691719055,0.6877360939979553,0.22004357298474944,0.3875166177749634
model_d,2025-07-31 03:30:00,1250.0,0.5521755218505859,0.6880984902381897,0.21196148710380208,0.3878553509712219
model_d,2025-07-31 03:30:00,1300.0,0.551775336265564,0.6893460750579834,0.2162485065710872,0.3883451819419861
model_d,2025-07-31 03:30:00,1350.0,0.5480281114578247,0.6869080066680908,0.21027479091995221,0.38827815651893616
model_d,2025-07-31 03:30:00,1400.0,0.5457819700241089,0.6855912804603577,0.20683111954459202,0.3887888491153717
model_d,2025-07-31 03:30:00,1450.0,0.5399925112724304,0.6788172721862793,0.18307681495537284,0.38981300592422485
model_d,2025-07-31 03:30:00,1500.0,0.538402795791626,0.679411768913269,0.18124956075620213,0.38967782258987427
model_d,2025-07-31 03:30:00,1550.0,0.5382543802261353,0.6822640299797058,0.19340782908145338,0.3900012969970703
model_d,2025-07-31 03:30:00,1600.0,0.5332393050193787,0.6797643303871155,0.18490406915454355,0.38948172330856323
model_d,2025-07-31 03:30:00,1650.0,0.5335983037948608,0.6792477369308472,0.18089816571790007,0.3896247148513794
model_d,2025-07-31 03:30:00,1700.0,0.5317718982696533,0.677480161190033,0.17857895846510646,0.39067140221595764
model_d,2025-07-31 03:30:00,1750.0,0.5268077850341797,0.677476167678833,0.16775599128540306,0.3900563716888428
model_d,2025-07-31 03:30:00,1800.0,0.5309994220733643,0.6796730756759644,0.17576779815869,0.39086979627609253
model_d,2025-07-31 03:30:00,1850.0,0.5382313132286072,0.6871793270111084,0.19910042870194672,0.3921057879924774
model_d,2025-07-31 03:30:00,1900.0,0.5335009694099426,0.6874706149101257,0.1905263897673765,0.3914822041988373
model_d,2025-07-31 03:30:00,1950.0,0.5557124614715576,0.7155290842056274,0.2630543256729215,0.39575666189193726
model_d,2025-07-31 03:30:00,2000.0,0.5657944083213806,0.727092444896698,0.30487033523086654,0.3997100591659546
model_d,2025-07-31 04:00:00,0.0,0.3879168927669525,0.49739357829093933,0.023262351535596318,0.35330402851104736
model_d,2025-07-31 04:00:00,50.0,0.4041505455970764,0.49660468101501465,0.02677630191861691,0.3806939721107483
model_d,2025-07-31 04:00:00,100.0,0.5037001967430115,0.6293284296989441,0.02382458359687961,0.36534565687179565
model_d,2025-07-31 04:00:00,150.0,0.5152379274368286,0.6420484781265259,0.06212664277180406,0.3538135588169098
model_d,2025-07-31 04:00:00,200.0,0.5318120718002319,0.6560167074203491,0.13268676646285754,0.3549669682979584
model_d,2025-07-31 04:00:00,250.0,0.5341800451278687,0.6606591939926147,0.13556820577693443,0.35610729455947876
model_d,2025-07-31 04:00:00,300.0,0.5387872457504272,0.6637166142463684,0.1329678824934992,0.35905614495277405
model_d,2025-07-31 04:00:00,350.0,0.5297563672065735,0.6551212072372437,0.11090027408812987,0.36029767990112305
model_d,2025-07-31 04:00:00,400.0,0.5187714099884033,0.64567631483078,0.0908707569049125,0.3615495264530182
model_d,2025-07-31 04:00:00,450.0,0.5191328525543213,0.6430948972702026,0.0860917843840045,0.36373841762542725
model_d,2025-07-31 04:00:00,500.0,0.5261513590812683,0.6454648375511169,0.0908707569049125,0.36663818359375
model_d,2025-07-31 04:00:00,550.0,0.5257169604301453,0.6389751434326172,0.07512825918898025,0.36986294388771057
model_d,2025-07-31 04:00:00,600.0,0.526651918888092,0.6400197148323059,0.07583104926558437,0.37077832221984863
model_d,2025-07-31 04:00:00,650.0,0.5366525053977966,0.6471830606460571,0.0931899641577061,0.3758601248264313
model_d,2025-07-31 04:00:00,700.0,0.5408189296722412,0.6526020169258118,0.1062618595825427,0.38062816858291626
model_d,2025-07-31 04:00:00,750.0,0.5426824688911438,0.6553977131843567,0.11357087637922553,0.3813870847225189
model_d,2025-07-31 04:00:00,800.0,0.5387678146362305,0.6528491973876953,0.10668353362850516,0.38291558623313904
model_d,2025-07-31 04:00:00,850.0,0.5400146245956421,0.6500203013420105,0.10021786492374728,0.3856009840965271
model_d,2025-07-31 04:00:00,900.0,0.5441024899482727,0.6551278829574585,0.11525757256307541,0.38630712032318115
model_d,2025-07-31 04:00:00,950.0,0.5497514605522156,0.667145311832428,0.1514512615081875,0.38755112886428833
model_d,2025-07-31 04:00:00,1000.0,0.5536605715751648,0.6772408485412598,0.17949258556469183,0.3909643888473511
model_d,2025-07-31 04:00:00,1050.0,0.562050998210907,0.6939637064933777,0.2441492726122707,0.39281758666038513
model_d,2025-07-31 04:00:00,1100.0,0.5696210265159607,0.6999030113220215,0.27169864361515217,0.39403045177459717
model_d,2025-07-31 04:00:00,1150.0,0.5684348940849304,0.7007274031639099,0.27528287300583315,0.39424929022789
model_d,2025-07-31 04:00:00,1200.0,0.5697634220123291,0.7057080268859863,0.2952421111813901,0.39763686060905457
model_d,2025-07-31 04:00:00,1250.0,0.5710482597351074,0.7114628553390503,0.3147796753109846,0.3995136618614197
model_d,2025-07-31 04:00:00,1300.0,0.572796642780304,0.7163168787956238,0.32532152646004636,0.40007156133651733
model_d,2025-07-31 04:00:00,1350.0,0.5704678893089294,0.7171071171760559,0.3248295734064235,0.4002167582511902
model_d,2025-07-31 04:00:00,1400.0,0.5726355910301208,0.725240170955658,0.3319277531801251,0.40165701508522034
model_d,2025-07-31 04:00:00,1450.0,0.5723273754119873,0.7299234867095947,0.33417668142525825,0.40376871824264526
model_d,2025-07-31 04:00:00,1500.0,0.5749360918998718,0.7368117570877075,0.3331927753180125,0.4038514494895935
model_d,2025-07-31 04:00:00,1550.0,0.5762431621551514,0.7407866716384888,0.3428912783751493,0.40438732504844666
model_d,2025-07-31 04:00:00,1600.0,0.572517454624176,0.7394530177116394,0.334809192494202,0.4041133522987366
model_d,2025-07-31 04:00:00,1650.0,0.5727657079696655,0.7402077913284302,0.3314358001265022,0.4044986665248871
model_d,2025-07-31 04:00:00,1700.0,0.5711673498153687,0.7420931458473206,0.33270082226438963,0.40622416138648987
model_d,2025-07-31 04:00:00,1750.0,0.5702647566795349,0.742190420627594,0.3267271066132546,0.4051416516304016
model_d,2025-07-31 04:00:00,1800.0,0.5735691785812378,0.7415966391563416,0.32686766462857547,0.4058283865451813
model_d,2025-07-31 04:00:00,1850.0,0.5784671306610107,0.7461037635803223,0.3401503970763933,0.40675368905067444
model_d,2025-07-31 04:00:00,1900.0,0.573737621307373,0.7439792156219482,0.32764073371283997,0.4061442017555237
model_d,2025-07-31 04:00:00,1950.0,0.5832796692848206,0.7485958933830261,0.3622180054817626,0.40816226601600647
model_d,2025-07-31 04:00:00,2000.0,0.5818374156951904,0.7492391467094421,0.37022981235504954,0.4090695381164551
model_d,2025-07-31 04:30:00,0.0,0.3688599467277527,0.46981391310691833,0.0040761824443038865,0.3540057837963104
model_d,2025-07-31 04:30:00,50.0,0.3885440230369568,0.47846126556396484,0.009839061072457658,0.38079583644866943
model_d,2025-07-31 04:30:00,100.0,0.49538204073905945,0.6236129403114319,0.0056925996204933585,0.36489740014076233
model_d,2025-07-31 04:30:00,150.0,0.511366605758667,0.6363347768783569,0.037739827113641156,0.3548947870731354
model_d,2025-07-31 04:30:00,200.0,0.5309168100357056,0.6535596251487732,0.12010682409164383,0.35560619831085205
model_d,2025-07-31 04:30:00,250.0,0.5374488234519958,0.6606937050819397,0.14154192142806943,0.35607025027275085
model_d,2025-07-31 04:30:00,300.0,0.546414315700531,0.6708618402481079,0.17141049968374447,0.3571694493293762
model_d,2025-07-31 04:30:00,350.0,0.5400186777114868,0.6683012843132019,0.15644107105207675,0.35742977261543274
model_d,2025-07-31 04:30:00,400.0,0.5277640223503113,0.659060001373291,0.12376133248998523,0.3581526279449463
model_d,2025-07-31 04:30:00,450.0,0.5212469696998596,0.645588219165802,0.09058964087427085,0.36081090569496155
model_d,2025-07-31 04:30:00,500.0,0.5231246948242188,0.6394063830375671,0.07547965422728231,0.3640931248664856
model_d,2025-07-31 04:30:00,550.0,0.5147186517715454,0.6254724860191345,0.038231780167264036,0.3676023483276367
model_d,2025-07-31 04:30:00,600.0,0.5153436660766602,0.6237123012542725,0.036685641998734975,0.36922696232795715
model_d,2025-07-31 04:30:00,650.0,0.5227581262588501,0.6278918981552124,0.04434605383371987,0.3732542395591736
model_d,2025-07-31 04:30:00,700.0,0.5286788940429688,0.6357347369194031,0.059315482465387585,0.377651184797287
model_d,2025-07-31 04:30:00,750.0,0.5307056307792664,0.6404223442077637,0.07056012369105348,0.3787555396556854
model_d,2025-07-31 04:30:00,800.0,0.5275707840919495,0.6382154822349548,0.06922482254550566,0.3806452751159668
model_d,2025-07-31 04:30:00,850.0,0.529197633266449,0.6384971141815186,0.06964649659146813,0.38434237241744995
model_d,2025-07-31 04:30:00,900.0,0.5343304872512817,0.6486513614654541,0.0955794504181601,0.38598933815956116
model_d,2025-07-31 04:30:00,950.0,0.5388126969337463,0.659509539604187,0.13071895424836602,0.387166291475296
model_d,2025-07-31 04:30:00,1000.0,0.543948769569397,0.6741340160369873,0.1704968725841591,0.39121949672698975
model_d,2025-07-31 04:30:00,1050.0,0.551202654838562,0.6922787427902222,0.22608756764354487,0.3942040801048279
model_d,2025-07-31 04:30:00,1100.0,0.5586382746696472,0.6978670358657837,0.25082577834000985,0.39577996730804443
model_d,2025-07-31 04:30:00,1150.0,0.5581293702125549,0.6983051300048828,0.25686977299880526,0.3961280584335327
model_d,2025-07-31 04:30:00,1200.0,0.5587708353996277,0.7037271857261658,0.2735961768219833,0.3990822732448578
model_d,2025-07-31 04:30:00,1250.0,0.5593905448913574,0.7074727416038513,0.28336495888678054,0.4001595973968506
model_d,2025-07-31 04:30:00,1300.0,0.5607210993766785,0.7100911140441895,0.29439876308946517,0.40069735050201416
model_d,2025-07-31 04:30:00,1350.0,0.5596054196357727,0.711046040058136,0.2974207604188629,0.40090423822402954
model_d,2025-07-31 04:30:00,1400.0,0.5589686632156372,0.7137067914009094,0.2984749455337691,0.4018914997577667
model_d,2025-07-31 04:30:00,1450.0,0.5572639107704163,0.7151100635528564,0.30255112797807293,0.40315335988998413
model_d,2025-07-31 04:30:00,1500.0,0.5603412389755249,0.7184653878211975,0.3094384707287933,0.4030196964740753
model_d,2025-07-31 04:30:00,1550.0,0.5610557198524475,0.7200816869735718,0.3163960924871741,0.4033910036087036
model_d,2025-07-31 04:30:00,1600.0,0.5576834678649902,0.7194985747337341,0.3123901890505306,0.40306445956230164
model_d,2025-07-31 04:30:00,1650.0,0.5571050643920898,0.7193061113357544,0.3074706585143018,0.40325504541397095
model_d,2025-07-31 04:30:00,1700.0,0.5526977777481079,0.7168241143226624,0.2984749455337691,0.4039536416530609
model_d,2025-07-31 04:30:00,1750.0,0.5526050329208374,0.7175965309143066,0.2952421111813901,0.4033268988132477
model_d,2025-07-31 04:30:00,1800.0,0.5541042685508728,0.7174129486083984,0.29439876308946517,0.4036305546760559
