sequence,model,valid_time,longitude_deg,latitude_deg,altitude_agl_m,turbulence_index,grid_z,grid_y,grid_x
40,model_d,2025-07-31 06:00:00,118.46441650390625,31.64334487915039,100.0,0.2679324746131897,2,49,20
41,model_d,2025-07-31 06:00:00,118.46536254882812,31.652606964111328,100.0,0.2711941599845886,2,50,20
42,model_d,2025-07-31 06:00:00,118.46630859375,31.661876678466797,100.0,0.2362140268087387,2,51,20
43,model_d,2025-07-31 06:00:00,118.46722412109375,31.671123504638672,100.0,0.21099123358726501,2,52,20
44,model_d,2025-07-31 06:00:00,118.46817016601562,31.680377960205078,100.0,0.23149123787879944,2,53,20
45,model_d,2025-07-31 06:00:00,118.47998046875,31.68883514404297,100.0,0.19643338024616241,2,54,21
46,model_d,2025-07-31 06:00:00,118.4918212890625,31.697311401367188,100.0,0.18211963772773743,2,55,22
47,model_d,2025-07-31 06:00:00,118.49273681640625,31.706558227539062,100.0,0.18657700717449188,2,56,22
48,model_d,2025-07-31 06:00:00,118.50457763671875,31.71502685546875,100.0,0.16451489925384521,2,57,23
49,model_d,2025-07-31 06:00:00,118.5054931640625,31.724281311035156,100.0,0.25525781512260437,2,58,23
50,model_d,2025-07-31 06:00:00,118.50643920898438,31.733539581298828,100.0,0.354356586933136,2,59,23
51,model_d,2025-07-31 06:00:00,118.50738525390625,31.7427978515625,100.0,0.35406583547592163,2,60,23
52,model_d,2025-07-31 06:00:00,118.50833129882812,31.752059936523438,100.0,0.33097049593925476,2,61,23
53,model_d,2025-07-31 06:00:00,118.50927734375,31.761314392089844,100.0,0.37441134452819824,2,62,23
54,model_d,2025-07-31 06:00:00,118.51019287109375,31.77057647705078,150.0,0.4491616189479828,3,63,23
55,model_d,2025-07-31 06:00:00,118.51116943359375,31.779830932617188,150.0,0.4350946545600891,3,64,23
56,model_d,2025-07-31 06:00:00,118.5120849609375,31.789108276367188,200.0,0.4991680383682251,4,65,23
57,model_d,2025-07-31 06:00:00,118.51303100585938,31.798355102539062,250.0,0.5357571840286255,5,66,23
58,model_d,2025-07-31 06:00:00,118.51397705078125,31.8076171875,300.0,0.5394090414047241,6,67,23
59,model_d,2025-07-31 06:00:00,118.51492309570312,31.816879272460938,350.0,0.4354371428489685,7,68,23
60,model_d,2025-07-31 06:00:00,118.52676391601562,31.825336456298828,400.0,0.37401068210601807,8,69,24
61,model_d,2025-07-31 06:00:00,118.5277099609375,31.834590911865234,450.0,0.4242173433303833,9,70,24
62,model_d,2025-07-31 06:00:00,118.52865600585938,31.843852996826172,500.0,0.4897644817829132,10,71,24
63,model_d,2025-07-31 06:00:00,118.54049682617188,31.852306365966797,550.0,0.311506450176239,11,72,25
64,model_d,2025-07-31 06:00:00,118.54144287109375,31.86156463623047,600.0,0.3351583778858185,12,73,25
65,model_d,2025-07-31 06:00:00,118.54238891601562,31.87082290649414,550.0,0.41907572746276855,11,74,25
66,model_d,2025-07-31 06:00:00,118.5433349609375,31.880084991455078,500.0,0.43062788248062134,10,75,25
67,model_d,2025-07-31 06:00:00,118.55517578125,31.88854217529297,500.0,0.4067317247390747,10,76,26
68,model_d,2025-07-31 06:00:00,118.55615234375,31.897811889648438,550.0,0.4543803930282593,11,77,26
69,model_d,2025-07-31 06:00:00,118.5679931640625,31.906265258789062,600.0,0.3330456018447876,12,78,27
70,model_d,2025-07-31 06:00:00,118.56893920898438,31.91552734375,550.0,0.3852466940879822,11,79,27
71,model_d,2025-07-31 06:00:00,118.580810546875,31.92397689819336,600.0,0.30214616656303406,12,80,28
72,model_d,2025-07-31 06:00:00,118.5926513671875,31.93242645263672,550.0,0.313839316368103,11,81,29
73,model_d,2025-07-31 06:00:00,118.5936279296875,31.941696166992188,600.0,0.4685553312301636,12,82,29
74,model_d,2025-07-31 06:00:00,118.59457397460938,31.95096206665039,550.0,0.461570143699646,11,83,29
75,model_d,2025-07-31 06:00:00,118.59552001953125,31.960205078125,600.0,0.39523613452911377,12,84,29
76,model_d,2025-07-31 06:00:00,118.59646606445312,31.969467163085938,550.0,0.3673360347747803,11,85,29
77,model_d,2025-07-31 06:00:00,118.597412109375,31.97873306274414,600.0,0.37549084424972534,12,86,29
78,model_d,2025-07-31 06:00:00,118.598388671875,31.98800277709961,600.0,0.3172072470188141,12,87,29
79,model_d,2025-07-31 06:00:00,118.61026000976562,31.996444702148438,650.0,0.35265499353408813,13,88,30
80,model_d,2025-07-31 06:00:00,118.6112060546875,32.005706787109375,600.0,0.32657307386398315,12,89,30
81,model_d,2025-07-31 06:00:00,118.62307739257812,32.014163970947266,600.0,0.3568558096885681,12,90,31
82,model_d,2025-07-31 06:00:00,118.6240234375,32.0234260559082,650.0,0.3476024568080902,13,91,31
83,model_d,2025-07-31 06:00:00,118.625,32.03268051147461,600.0,0.28309065103530884,12,92,31
84,model_d,2025-07-31 06:00:00,118.63687133789062,32.04113006591797,650.0,0.28033098578453064,13,93,32
85,model_d,2025-07-31 06:00:00,118.64877319335938,32.0495719909668,650.0,0.35758957266807556,13,94,33
86,model_d,2025-07-31 06:00:00,118.64971923828125,32.058834075927734,700.0,0.37776273488998413,14,95,33
87,model_d,2025-07-31 06:00:00,118.66162109375,32.06727981567383,700.0,0.45785820484161377,14,96,34
88,model_d,2025-07-31 06:00:00,118.67352294921875,32.07573699951172,750.0,0.4210008978843689,15,97,35
89,model_d,2025-07-31 06:00:00,118.68539428710938,32.08418655395508,750.0,0.29057419300079346,15,98,36
90,model_d,2025-07-31 06:00:00,118.69729614257812,32.092620849609375,750.0,0.39633339643478394,15,99,37
91,model_d,2025-07-31 06:00:00,118.6982421875,32.10187530517578,750.0,0.5113030076026917,15,100,37
92,model_d,2025-07-31 06:00:00,118.71014404296875,32.11032485961914,700.0,0.2675843834877014,14,101,38
93,model_d,2025-07-31 06:00:00,118.71112060546875,32.11957931518555,750.0,0.4148492217063904,15,102,38
94,model_d,2025-07-31 06:00:00,118.7230224609375,32.128021240234375,750.0,0.3111262321472168,15,103,39
95,model_d,2025-07-31 06:00:00,118.7239990234375,32.137290954589844,750.0,0.3822198510169983,15,104,39
96,model_d,2025-07-31 06:00:00,118.73590087890625,32.14571762084961,750.0,0.4418542683124542,15,105,40
97,model_d,2025-07-31 06:00:00,118.747802734375,32.15416717529297,800.0,0.3278338313102722,16,106,41
98,model_d,2025-07-31 06:00:00,118.75973510742188,32.1626091003418,800.0,0.47794634103775024,16,107,42
99,model_d,2025-07-31 06:00:00,118.77163696289062,32.171051025390625,800.0,0.37252551317214966,16,108,43
100,model_d,2025-07-31 06:00:00,118.7835693359375,32.179481506347656,750.0,0.42110753059387207,15,109,44
101,model_d,2025-07-31 06:00:00,118.7845458984375,32.18874740600586,700.0,0.3019495904445648,14,110,44
102,model_d,2025-07-31 06:00:00,118.79644775390625,32.19717025756836,650.0,0.3281078338623047,13,111,45
103,model_d,2025-07-31 06:00:00,118.80838012695312,32.205604553222656,600.0,0.3185068964958191,12,112,46
104,model_d,2025-07-31 06:00:00,118.8203125,32.21404266357422,600.0,0.4091185927391052,12,113,47
105,model_d,2025-07-31 06:00:00,118.83221435546875,32.222469329833984,650.0,0.4300098419189453,13,114,48
106,model_d,2025-07-31 06:00:00,118.83322143554688,32.23173141479492,600.0,0.4031181037425995,12,115,48
107,model_d,2025-07-31 06:00:00,118.83419799804688,32.24099349975586,600.0,0.42871785163879395,12,116,48
108,model_d,2025-07-31 06:00:00,118.83517456054688,32.25026321411133,600.0,0.3987587094306946,12,117,48
109,model_d,2025-07-31 06:00:00,118.836181640625,32.259517669677734,650.0,0.3087463974952698,13,118,48
110,model_d,2025-07-31 06:00:00,118.837158203125,32.26877975463867,650.0,0.30955955386161804,13,119,48
111,model_d,2025-07-31 06:00:00,118.838134765625,32.278045654296875,600.0,0.2586045265197754,12,120,48
112,model_d,2025-07-31 06:00:00,118.839111328125,32.28730392456055,600.0,0.258474737405777,12,121,48
113,model_d,2025-07-31 06:00:00,118.840087890625,32.29655838012695,600.0,0.32440388202667236,12,122,48
114,model_d,2025-07-31 06:00:00,118.841064453125,32.305824279785156,650.0,0.301038920879364,13,123,48
115,model_d,2025-07-31 06:00:00,118.84207153320312,32.315086364746094,700.0,0.4441436231136322,14,124,48
116,model_d,2025-07-31 06:00:00,118.85400390625,32.323524475097656,650.0,0.5417656898498535,13,125,49
117,model_d,2025-07-31 06:00:00,118.865966796875,32.33193588256836,600.0,0.5231056809425354,12,126,50
118,model_d,2025-07-31 06:00:00,118.87789916992188,32.34036636352539,650.0,0.5182236433029175,13,127,51
119,model_d,2025-07-31 06:00:00,118.88986206054688,32.34878921508789,600.0,0.4541695713996887,12,128,52
120,model_d,2025-07-31 06:00:00,118.90179443359375,32.35723114013672,550.0,0.41771161556243896,11,129,53
121,model_d,2025-07-31 06:00:00,118.91278076171875,32.35638427734375,500.0,0.37020301818847656,10,129,54
122,model_d,2025-07-31 06:00:00,118.92474365234375,32.364803314208984,450.0,0.5179920196533203,9,130,55
123,model_d,2025-07-31 06:00:00,118.93670654296875,32.373226165771484,400.0,0.49894219636917114,8,131,56
124,model_d,2025-07-31 06:00:00,118.94866943359375,32.381649017333984,350.0,0.4913632571697235,7,132,57
125,model_d,2025-07-31 06:00:00,118.96063232421875,32.39007568359375,300.0,0.5624693632125854,6,133,58
126,model_d,2025-07-31 06:00:00,118.97259521484375,32.39848327636719,250.0,0.563407838344574,5,134,59
127,model_d,2025-07-31 06:00:00,118.98455810546875,32.40690612792969,250.0,0.5755678415298462,5,135,60
128,model_d,2025-07-31 06:00:00,118.99652099609375,32.415313720703125,250.0,0.5764073133468628,5,136,61
129,model_d,2025-07-31 06:00:00,119.00851440429688,32.42374038696289,250.0,0.4880787134170532,5,137,62
130,model_d,2025-07-31 06:00:00,119.02047729492188,32.432151794433594,200.0,0.4526098668575287,4,138,63
131,model_d,2025-07-31 06:00:00,119.03146362304688,32.43130111694336,200.0,0.4127553105354309,4,138,64
132,model_d,2025-07-31 06:00:00,119.04342651367188,32.439697265625,200.0,0.44846677780151367,4,139,65
133,model_d,2025-07-31 06:00:00,119.05441284179688,32.43885803222656,250.0,0.4096350371837616,5,139,66
134,model_d,2025-07-31 06:00:00,119.06640625,32.44725799560547,250.0,0.43207359313964844,5,140,67
135,model_d,2025-07-31 06:00:00,119.078369140625,32.45567321777344,300.0,0.451241672039032,6,141,68
136,model_d,2025-07-31 06:00:00,119.09036254882812,32.464088439941406,350.0,0.49677151441574097,7,142,69
137,model_d,2025-07-31 06:00:00,119.10235595703125,32.47248077392578,400.0,0.5138058066368103,8,143,70
138,model_d,2025-07-31 06:00:00,119.11434936523438,32.48089599609375,450.0,0.5217671394348145,9,144,71
139,model_d,2025-07-31 06:00:00,119.1263427734375,32.48929214477539,450.0,0.3886369466781616,9,145,72
140,model_d,2025-07-31 06:00:00,119.1373291015625,32.48843002319336,400.0,0.3459361791610718,8,145,73
141,model_d,2025-07-31 06:00:00,119.1483154296875,32.487571716308594,350.0,0.38478773832321167,7,145,74
142,model_d,2025-07-31 06:00:00,119.16030883789062,32.4959716796875,300.0,0.48287639021873474,6,146,75
143,model_d,2025-07-31 06:00:00,119.17230224609375,32.504371643066406,250.0,0.38543573021888733,5,147,76
144,model_d,2025-07-31 06:00:00,119.184326171875,32.512760162353516,250.0,0.39868637919425964,5,148,77
145,model_d,2025-07-31 06:00:00,119.19631958007812,32.52116775512695,250.0,0.4241054654121399,5,149,78
146,model_d,2025-07-31 06:00:00,119.20834350585938,32.529563903808594,250.0,0.5392245054244995,5,150,79
147,model_d,2025-07-31 06:00:00,119.2093505859375,32.5388298034668,250.0,0.48372071981430054,5,151,79
148,model_d,2025-07-31 06:00:00,119.22137451171875,32.547203063964844,250.0,0.5285263061523438,5,152,80
149,model_d,2025-07-31 06:00:00,119.222412109375,32.556480407714844,300.0,0.5132701396942139,6,153,80
150,model_d,2025-07-31 06:00:00,119.22344970703125,32.56574249267578,300.0,0.5340571403503418,6,154,80
151,model_d,2025-07-31 06:00:00,119.22445678710938,32.57499694824219,300.0,0.5843948125839233,6,155,80
152,model_d,2025-07-31 06:00:00,119.22549438476562,32.584266662597656,300.0,0.49289339780807495,6,156,80
153,model_d,2025-07-31 06:00:00,119.22653198242188,32.59352111816406,250.0,0.4585550129413605,5,157,80
154,model_d,2025-07-31 06:00:00,119.23855590820312,32.601905822753906,300.0,0.4935266673564911,6,158,81
