sequence,model,valid_time,longitude_deg,latitude_deg,altitude_agl_m,turbulence_index,grid_z,grid_y,grid_x
21,model_e,2025-07-31 06:00:00,118.604736328125,31.409137725830078,600.0,0.045942455530166626,12,25,35
22,model_e,2025-07-31 06:00:00,118.61651611328125,31.417606353759766,550.0,0.0823853462934494,11,26,36
23,model_e,2025-07-31 06:00:00,118.62832641601562,31.426036834716797,500.0,0.060167599469423294,10,27,37
24,model_e,2025-07-31 06:00:00,118.64013671875,31.434486389160156,500.0,0.044915057718753815,10,28,38
25,model_e,2025-07-31 06:00:00,118.65191650390625,31.442928314208984,500.0,0.05092863738536835,10,29,39
26,model_e,2025-07-31 06:00:00,118.66372680664062,31.45136260986328,500.0,0.044915057718753815,10,30,40
27,model_e,2025-07-31 06:00:00,118.675537109375,31.45980453491211,500.0,0.04489343240857124,10,31,41
28,model_e,2025-07-31 06:00:00,118.68731689453125,31.468238830566406,500.0,0.038178715854883194,10,32,42
29,model_e,2025-07-31 06:00:00,118.69915771484375,31.476673126220703,500.0,0.037960294634103775,10,33,43
30,model_e,2025-07-31 06:00:00,118.7109375,31.485111236572266,500.0,0.0387178398668766,10,34,44
31,model_e,2025-07-31 06:00:00,118.7227783203125,31.493545532226562,500.0,0.0387178398668766,10,35,45
32,model_e,2025-07-31 06:00:00,118.73458862304688,31.501995086669922,500.0,0.05182735621929169,10,36,46
33,model_e,2025-07-31 06:00:00,118.74639892578125,31.510421752929688,500.0,0.06912769377231598,10,37,47
34,model_e,2025-07-31 06:00:00,118.75823974609375,31.51885986328125,500.0,0.054658375680446625,10,38,48
35,model_e,2025-07-31 06:00:00,118.77005004882812,31.527294158935547,500.0,0.0487239845097065,10,39,49
36,model_e,2025-07-31 06:00:00,118.7818603515625,31.53571319580078,500.0,0.06228882074356079,10,40,50
37,model_e,2025-07-31 06:00:00,118.793701171875,31.544143676757812,500.0,0.06220271438360214,10,41,51
38,model_e,2025-07-31 06:00:00,118.8055419921875,31.552570343017578,450.0,0.06730630993843079,9,42,52
39,model_e,2025-07-31 06:00:00,118.8173828125,31.560993194580078,450.0,0.07080983370542526,9,43,53
40,model_e,2025-07-31 06:00:00,118.82919311523438,31.569427490234375,450.0,0.07505303621292114,9,44,54
41,model_e,2025-07-31 06:00:00,118.84103393554688,31.577842712402344,450.0,0.0711023360490799,9,45,55
42,model_e,2025-07-31 06:00:00,118.85287475585938,31.586273193359375,450.0,0.07377424836158752,9,46,56
43,model_e,2025-07-31 06:00:00,118.86471557617188,31.594680786132812,450.0,0.0713789090514183,9,47,57
44,model_e,2025-07-31 06:00:00,118.87655639648438,31.60311508178711,450.0,0.0713789090514183,9,48,58
45,model_e,2025-07-31 06:00:00,118.888427734375,31.611530303955078,400.0,0.07301244139671326,8,49,59
46,model_e,2025-07-31 06:00:00,118.9002685546875,31.619953155517578,350.0,0.08601698279380798,7,50,60
47,model_e,2025-07-31 06:00:00,118.912109375,31.628372192382812,300.0,0.08953068405389786,6,51,61
48,model_e,2025-07-31 06:00:00,118.9239501953125,31.63678741455078,250.0,0.08550992608070374,5,52,62
49,model_e,2025-07-31 06:00:00,118.93582153320312,31.64521026611328,200.0,0.08581186085939407,4,53,63
50,model_e,2025-07-31 06:00:00,118.94769287109375,31.65361785888672,150.0,0.10766379535198212,3,54,64
51,model_e,2025-07-31 06:00:00,118.95953369140625,31.662033081054688,100.0,0.0865144431591034,2,55,65
52,model_e,2025-07-31 06:00:00,118.97140502929688,31.670440673828125,100.0,0.09584155678749084,2,56,66
53,model_e,2025-07-31 06:00:00,118.9832763671875,31.678855895996094,100.0,0.09471946209669113,2,57,67
54,model_e,2025-07-31 06:00:00,118.99514770507812,31.68726348876953,100.0,0.09904422610998154,2,58,68
55,model_e,2025-07-31 06:00:00,119.00701904296875,31.69567108154297,100.0,0.1096678227186203,2,59,69
56,model_e,2025-07-31 06:00:00,119.01889038085938,31.704071044921875,100.0,0.11425570398569107,2,60,70
57,model_e,2025-07-31 06:00:00,119.03076171875,31.712486267089844,100.0,0.12123889476060867,2,61,71
58,model_e,2025-07-31 06:00:00,119.04263305664062,31.720890045166016,100.0,0.14462201297283173,2,62,72
59,model_e,2025-07-31 06:00:00,119.05450439453125,31.729297637939453,100.0,0.18146540224552155,2,63,73
60,model_e,2025-07-31 06:00:00,119.06640625,31.737689971923828,100.0,0.22151805460453033,2,64,74
61,model_e,2025-07-31 06:00:00,119.07827758789062,31.746097564697266,100.0,0.24505813419818878,2,65,75
62,model_e,2025-07-31 06:00:00,119.09017944335938,31.754493713378906,100.0,0.3024009168148041,2,66,76
63,model_e,2025-07-31 06:00:00,119.10205078125,31.762901306152344,100.0,0.33668848872184753,2,67,77
64,model_e,2025-07-31 06:00:00,119.11395263671875,31.77129364013672,100.0,0.3522897958755493,2,68,78
65,model_e,2025-07-31 06:00:00,119.1258544921875,31.77969741821289,100.0,0.34781816601753235,2,69,79
66,model_e,2025-07-31 06:00:00,119.13775634765625,31.788082122802734,100.0,0.3717454969882965,2,70,80
67,model_e,2025-07-31 06:00:00,119.149658203125,31.796478271484375,100.0,0.5267748832702637,2,71,81
68,model_e,2025-07-31 06:00:00,119.15066528320312,31.805740356445312,100.0,0.5868449807167053,2,72,81
69,model_e,2025-07-31 06:00:00,119.15167236328125,31.814979553222656,100.0,0.7051814794540405,2,73,81
70,model_e,2025-07-31 06:00:00,119.15267944335938,31.824249267578125,100.0,0.7291991114616394,2,74,81
71,model_e,2025-07-31 06:00:00,119.1536865234375,31.83350372314453,100.0,0.7190593481063843,2,75,81
72,model_e,2025-07-31 06:00:00,119.15472412109375,31.842750549316406,100.0,0.7324553728103638,2,76,81
73,model_e,2025-07-31 06:00:00,119.15573120117188,31.852008819580078,100.0,0.7599244713783264,2,77,81
74,model_e,2025-07-31 06:00:00,119.15673828125,31.861270904541016,100.0,0.7363063097000122,2,78,81
75,model_e,2025-07-31 06:00:00,119.15774536132812,31.87051773071289,100.0,0.737436056137085,2,79,81
76,model_e,2025-07-31 06:00:00,119.15875244140625,31.879772186279297,100.0,0.7697690725326538,2,80,81
77,model_e,2025-07-31 06:00:00,119.1597900390625,31.889019012451172,100.0,0.7933772206306458,2,81,81
78,model_e,2025-07-31 06:00:00,119.16079711914062,31.89828109741211,100.0,0.8143478035926819,2,82,81
79,model_e,2025-07-31 06:00:00,119.16180419921875,31.907543182373047,100.0,0.81300288438797,2,83,81
80,model_e,2025-07-31 06:00:00,119.162841796875,31.916790008544922,100.0,0.8008668422698975,2,84,81
81,model_e,2025-07-31 06:00:00,119.163818359375,31.926048278808594,100.0,0.8291723132133484,2,85,81
82,model_e,2025-07-31 06:00:00,119.16485595703125,31.935306549072266,100.0,0.8334010243415833,2,86,81
83,model_e,2025-07-31 06:00:00,119.16586303710938,31.944564819335938,100.0,0.8295710682868958,2,87,81
84,model_e,2025-07-31 06:00:00,119.1668701171875,31.953819274902344,150.0,0.850784182548523,3,88,81
85,model_e,2025-07-31 06:00:00,119.16790771484375,31.96308135986328,150.0,0.850784182548523,3,89,81
86,model_e,2025-07-31 06:00:00,119.16891479492188,31.972328186035156,200.0,0.8647344708442688,4,90,81
87,model_e,2025-07-31 06:00:00,119.169921875,31.981582641601562,150.0,0.850784182548523,3,91,81
88,model_e,2025-07-31 06:00:00,119.17095947265625,31.99083709716797,100.0,0.8321571946144104,2,92,81
89,model_e,2025-07-31 06:00:00,119.17196655273438,32.000091552734375,100.0,0.8321571946144104,2,93,81
90,model_e,2025-07-31 06:00:00,119.1729736328125,32.00935363769531,100.0,0.870046079158783,2,94,81
91,model_e,2025-07-31 06:00:00,119.17401123046875,32.01860809326172,100.0,0.874354898929596,2,95,81
92,model_e,2025-07-31 06:00:00,119.17501831054688,32.027862548828125,100.0,0.8320206999778748,2,96,81
93,model_e,2025-07-31 06:00:00,119.176025390625,32.037113189697266,100.0,0.8618522882461548,2,97,81
94,model_e,2025-07-31 06:00:00,119.17706298828125,32.0463752746582,100.0,0.8577015995979309,2,98,81
95,model_e,2025-07-31 06:00:00,119.17807006835938,32.05563735961914,100.0,0.8320206999778748,2,99,81
96,model_e,2025-07-31 06:00:00,119.1790771484375,32.06489181518555,100.0,0.8332645297050476,2,100,81
97,model_e,2025-07-31 06:00:00,119.18011474609375,32.074153900146484,100.0,0.8702703714370728,2,101,81
98,model_e,2025-07-31 06:00:00,119.18112182617188,32.08340072631836,100.0,0.8748628497123718,2,102,81
99,model_e,2025-07-31 06:00:00,119.18212890625,32.0926628112793,100.0,0.870108962059021,2,103,81
100,model_e,2025-07-31 06:00:00,119.18316650390625,32.101924896240234,100.0,0.861754834651947,2,104,81
101,model_e,2025-07-31 06:00:00,119.1842041015625,32.11118698120117,100.0,0.8695141077041626,2,105,81
102,model_e,2025-07-31 06:00:00,119.18521118164062,32.12044143676758,100.0,0.8039690852165222,2,106,81
103,model_e,2025-07-31 06:00:00,119.18621826171875,32.12968826293945,100.0,0.8219612240791321,2,107,81
104,model_e,2025-07-31 06:00:00,119.187255859375,32.13895034790039,150.0,0.8452743887901306,3,108,81
105,model_e,2025-07-31 06:00:00,119.18826293945312,32.1482048034668,100.0,0.8304792046546936,2,109,81
106,model_e,2025-07-31 06:00:00,119.18927001953125,32.157466888427734,100.0,0.8344296216964722,2,110,81
107,model_e,2025-07-31 06:00:00,119.1903076171875,32.16671371459961,100.0,0.8668331503868103,2,111,81
108,model_e,2025-07-31 06:00:00,119.19134521484375,32.17597579956055,100.0,0.8617140054702759,2,112,81
109,model_e,2025-07-31 06:00:00,119.19235229492188,32.185237884521484,100.0,0.8320206999778748,2,113,81
110,model_e,2025-07-31 06:00:00,119.193359375,32.19449234008789,100.0,0.8699095845222473,2,114,81
111,model_e,2025-07-31 06:00:00,119.19439697265625,32.2037467956543,100.0,0.8320206999778748,2,115,81
112,model_e,2025-07-31 06:00:00,119.1954345703125,32.21300506591797,100.0,0.8651032447814941,2,116,81
113,model_e,2025-07-31 06:00:00,119.19644165039062,32.22227096557617,100.0,0.8332645297050476,2,117,81
114,model_e,2025-07-31 06:00:00,119.19744873046875,32.23152542114258,100.0,0.8320206999778748,2,118,81
115,model_e,2025-07-31 06:00:00,119.198486328125,32.240779876708984,100.0,0.8313654065132141,2,119,81
116,model_e,2025-07-31 06:00:00,119.19952392578125,32.25004959106445,100.0,0.8313654065132141,2,120,81
117,model_e,2025-07-31 06:00:00,119.20053100585938,32.25929641723633,100.0,0.8683680295944214,2,121,81
118,model_e,2025-07-31 06:00:00,119.2015380859375,32.268558502197266,150.0,0.8495352864265442,3,122,81
119,model_e,2025-07-31 06:00:00,119.20257568359375,32.27781677246094,100.0,0.8320206999778748,2,123,81
120,model_e,2025-07-31 06:00:00,119.20361328125,32.28707504272461,100.0,0.8316265940666199,2,124,81
121,model_e,2025-07-31 06:00:00,119.20462036132812,32.29633712768555,100.0,0.8301025032997131,2,125,81
122,model_e,2025-07-31 06:00:00,119.20565795898438,32.305599212646484,150.0,0.8457969427108765,3,126,81
123,model_e,2025-07-31 06:00:00,119.2066650390625,32.31485366821289,100.0,0.8320206999778748,2,127,81
124,model_e,2025-07-31 06:00:00,119.20770263671875,32.3241081237793,100.0,0.8301025032997131,2,128,81
125,model_e,2025-07-31 06:00:00,119.208740234375,32.333377838134766,100.0,0.8328704237937927,2,129,81
126,model_e,2025-07-31 06:00:00,119.20974731445312,32.34263229370117,100.0,0.8279479742050171,2,130,81
127,model_e,2025-07-31 06:00:00,119.21078491210938,32.35189437866211,100.0,0.8321571946144104,2,131,81
128,model_e,2025-07-31 06:00:00,119.2117919921875,32.361148834228516,100.0,0.861412525177002,2,132,81
129,model_e,2025-07-31 06:00:00,119.21282958984375,32.37040328979492,100.0,0.8544353246688843,2,133,81
130,model_e,2025-07-31 06:00:00,119.2138671875,32.37966537475586,150.0,0.8457969427108765,3,134,81
131,model_e,2025-07-31 06:00:00,119.21487426757812,32.388919830322266,150.0,0.849843442440033,3,135,81
132,model_e,2025-07-31 06:00:00,119.21591186523438,32.3981819152832,100.0,0.8318262696266174,2,136,81
133,model_e,2025-07-31 06:00:00,119.2169189453125,32.40744400024414,150.0,0.8499058485031128,3,137,81
134,model_e,2025-07-31 06:00:00,119.21795654296875,32.41670608520508,100.0,0.808826744556427,2,138,81
135,model_e,2025-07-31 06:00:00,119.218994140625,32.425968170166016,100.0,0.8304055333137512,2,139,81
136,model_e,2025-07-31 06:00:00,119.22003173828125,32.43522262573242,100.0,0.8304055333137512,2,140,81
137,model_e,2025-07-31 06:00:00,119.22103881835938,32.44448471069336,100.0,0.8307996392250061,2,141,81
138,model_e,2025-07-31 06:00:00,119.22207641601562,32.45375442504883,150.0,0.8557698726654053,3,142,81
139,model_e,2025-07-31 06:00:00,119.22308349609375,32.46299362182617,100.0,0.8329727053642273,2,143,81
140,model_e,2025-07-31 06:00:00,119.22412109375,32.47226333618164,100.0,0.8329727053642273,2,144,81
141,model_e,2025-07-31 06:00:00,119.22515869140625,32.48151779174805,150.0,0.8605043888092041,3,145,81
142,model_e,2025-07-31 06:00:00,119.2261962890625,32.490787506103516,100.0,0.841019868850708,2,146,81
143,model_e,2025-07-31 06:00:00,119.22720336914062,32.50004196166992,100.0,0.8353682160377502,2,147,81
144,model_e,2025-07-31 06:00:00,119.22824096679688,32.50930404663086,100.0,0.8310320973396301,2,148,81
145,model_e,2025-07-31 06:00:00,119.22927856445312,32.5185661315918,100.0,0.8309751152992249,2,149,81
146,model_e,2025-07-31 06:00:00,119.23028564453125,32.527828216552734,100.0,0.8309751152992249,2,150,81
147,model_e,2025-07-31 06:00:00,119.2313232421875,32.53707504272461,100.0,0.8182283043861389,2,151,81
148,model_e,2025-07-31 06:00:00,119.23236083984375,32.54634475708008,100.0,0.800803542137146,2,152,81
149,model_e,2025-07-31 06:00:00,119.2333984375,32.555606842041016,100.0,0.8051799535751343,2,153,81
150,model_e,2025-07-31 06:00:00,119.23443603515625,32.56487274169922,150.0,0.8342653512954712,3,154,81
151,model_e,2025-07-31 06:00:00,119.23544311523438,32.57411575317383,200.0,0.8326262831687927,4,155,81
152,model_e,2025-07-31 06:00:00,119.23648071289062,32.58338928222656,250.0,0.821316123008728,5,156,81
153,model_e,2025-07-31 06:00:00,119.23751831054688,32.592647552490234,300.0,0.8368752598762512,6,157,81
154,model_e,2025-07-31 06:00:00,119.23855590820312,32.601905822753906,300.0,0.8196743130683899,6,158,81
