月份,地区,事件数,累计危害,平均危害,一级事件数,有效坐标数,已知死亡记录数,已记录死亡人数,已知受伤记录数,已记录受伤人数,一级占比,坐标覆盖率,死亡信息覆盖率
2015-05-01,东亚,3.0,1.189060096639692,0.39635336554656403,0.0,3.0,3.0,8.0,3.0,4.0,0.0,1.0,1.0
2015-05-01,东南亚,100.0,38.41224652677652,0.3841224652677652,15.0,100.0,99.0,44.0,98.0,106.0,0.15,1.0,0.99
2015-05-01,南亚,468.0,214.17532939668058,0.45763959272794996,114.0,467.0,449.0,1047.0,414.0,994.0,0.24358974358974358,0.9978632478632479,0.9594017094017094
2015-05-01,中亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2015-05-01,西欧,21.0,9.551784301105979,0.4548468714812371,0.0,21.0,21.0,0.0,21.0,0.0,0.0,1.0,1.0
2015-05-01,东欧,54.0,21.52562515418048,0.3986226880403793,12.0,54.0,53.0,39.0,54.0,27.0,0.2222222222222222,1.0,0.9814814814814815
2015-05-01,中东与北非,473.0,244.22040153046893,0.5163222019671647,157.0,465.0,431.0,1716.0,407.0,1874.0,0.33192389006342493,0.9830866807610994,0.9112050739957717
2015-05-01,撒哈拉以南非洲,174.0,90.27502600620436,0.5188219885414044,58.0,171.0,147.0,677.0,107.0,470.0,0.3333333333333333,0.9827586206896551,0.8448275862068966
2015-05-01,大洋洲,1.0,0.6754693561813568,0.6754693561813568,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2015-06-01,北美,9.0,5.020356364569681,0.5578173738410757,1.0,9.0,9.0,11.0,9.0,4.0,0.1111111111111111,1.0,1.0
2015-06-01,中美洲与加勒比,1.0,0.1482407770649046,0.1482407770649046,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2015-06-01,南美,39.0,21.805744610729107,0.5591216566853617,16.0,39.0,39.0,19.0,39.0,13.0,0.41025641025641024,1.0,1.0
2015-06-01,东亚,2.0,0.8658779452201708,0.4329389726100854,0.0,2.0,2.0,34.0,2.0,5.0,0.0,1.0,1.0
2015-06-01,东南亚,71.0,28.390862143505803,0.3998712977958564,8.0,71.0,70.0,60.0,68.0,70.0,0.11267605633802817,1.0,0.9859154929577465
2015-06-01,南亚,358.0,160.44948129365858,0.4481829086415044,92.0,357.0,341.0,876.0,332.0,908.0,0.2569832402234637,0.9972067039106145,0.952513966480447
2015-06-01,中亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2015-06-01,西欧,12.0,5.920341363024757,0.4933617802520631,1.0,11.0,12.0,1.0,12.0,2.0,0.08333333333333333,0.9166666666666666,1.0
2015-06-01,东欧,40.0,17.374567524760142,0.43436418811900357,11.0,40.0,40.0,100.0,40.0,166.0,0.275,1.0,1.0
2015-06-01,中东与北非,499.0,263.6570172358569,0.5283707760237614,151.0,495.0,470.0,1920.0,430.0,2516.0,0.3026052104208417,0.9919839679358717,0.9418837675350702
2015-06-01,撒哈拉以南非洲,137.0,75.1621473832625,0.5486288130165146,62.0,136.0,125.0,854.0,110.0,574.0,0.45255474452554745,0.9927007299270073,0.9124087591240876
2015-06-01,大洋洲,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2015-07-01,北美,7.0,3.1304656069736536,0.4472093724248077,1.0,7.0,7.0,10.0,7.0,11.0,0.14285714285714285,1.0,1.0
2015-07-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2015-07-01,南美,34.0,16.611262387191623,0.4885665407997536,8.0,33.0,34.0,18.0,34.0,52.0,0.23529411764705882,0.9705882352941176,1.0
2015-07-01,东亚,4.0,2.06150596347039,0.5153764908675975,0.0,4.0,4.0,7.0,4.0,31.0,0.0,1.0,1.0
2015-07-01,东南亚,97.0,45.289239934898816,0.46689938077215276,27.0,96.0,97.0,57.0,97.0,184.0,0.27835051546391754,0.9896907216494846,1.0
2015-07-01,南亚,329.0,142.21992538923152,0.43227940847790736,64.0,326.0,317.0,709.0,300.0,746.0,0.1945288753799392,0.9908814589665653,0.9635258358662614
2015-07-01,中亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2015-07-01,西欧,20.0,8.00892056037761,0.4004460280188805,2.0,20.0,20.0,0.0,20.0,0.0,0.1,1.0,1.0
2015-07-01,东欧,34.0,16.45865764122851,0.48407816591848557,10.0,34.0,34.0,21.0,34.0,27.0,0.29411764705882354,1.0,1.0
2015-07-01,中东与北非,534.0,284.5786905291119,0.5329188961219324,174.0,528.0,500.0,1913.0,475.0,2857.0,0.3258426966292135,0.9887640449438202,0.9363295880149812
2015-07-01,撒哈拉以南非洲,203.0,111.63750969273892,0.5499384713928025,82.0,203.0,185.0,1261.0,156.0,795.0,0.4039408866995074,1.0,0.9113300492610837
2015-07-01,大洋洲,1.0,0.164310120226002,0.164310120226002,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2015-08-01,北美,5.0,2.6379069676487332,0.5275813935297466,2.0,5.0,5.0,0.0,5.0,0.0,0.4,1.0,1.0
2015-08-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2015-08-01,南美,15.0,5.381826275550193,0.35878841837001285,1.0,15.0,15.0,9.0,15.0,13.0,0.06666666666666667,1.0,1.0
2015-08-01,东亚,6.0,4.255226237572055,0.7092043729286758,0.0,6.0,6.0,0.0,6.0,0.0,0.0,1.0,1.0
2015-08-01,东南亚,82.0,36.32073124979528,0.44293574694872295,20.0,82.0,82.0,74.0,82.0,173.0,0.24390243902439024,1.0,1.0
2015-08-01,南亚,398.0,183.53529028301898,0.46114394543472104,104.0,395.0,381.0,684.0,377.0,1216.0,0.2613065326633166,0.992462311557789,0.957286432160804
2015-08-01,中亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2015-08-01,西欧,21.0,10.644945953721402,0.5069021882724477,0.0,21.0,21.0,0.0,21.0,3.0,0.0,1.0,1.0
2015-08-01,东欧,49.0,20.82078925616441,0.4249140664523349,12.0,49.0,49.0,166.0,49.0,200.0,0.24489795918367346,1.0,1.0
2015-08-01,中东与北非,579.0,297.4877209002831,0.5137957183079155,166.0,573.0,545.0,1529.0,521.0,1982.0,0.2867012089810017,0.9896373056994818,0.9412780656303973
2015-08-01,撒哈拉以南非洲,135.0,60.34617480841927,0.44700870228458717,32.0,132.0,123.0,833.0,101.0,341.0,0.23703703703703705,0.9777777777777777,0.9111111111111111
2015-08-01,大洋洲,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2015-09-01,北美,3.0,1.4856413022835628,0.4952137674278543,0.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0
2015-09-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2015-09-01,南美,16.0,5.83271255433633,0.3645445346460206,2.0,15.0,16.0,6.0,16.0,2.0,0.125,0.9375,1.0
2015-09-01,东亚,2.0,1.1970846532988129,0.5985423266494064,0.0,2.0,2.0,50.0,1.0,0.0,0.0,1.0,1.0
2015-09-01,东南亚,75.0,29.043261897097054,0.38724349196129404,8.0,75.0,73.0,39.0,73.0,98.0,0.10666666666666667,1.0,0.9733333333333334
2015-09-01,南亚,367.0,149.82356639763907,0.40823860053852606,63.0,366.0,352.0,1030.0,348.0,1413.0,0.17166212534059946,0.997275204359673,0.9591280653950953
2015-09-01,中亚,3.0,1.72249715196837,0.57416571732279,2.0,2.0,3.0,10.0,3.0,8.0,0.6666666666666666,0.6666666666666666,1.0
2015-09-01,西欧,27.0,17.363056974724685,0.6430761842490624,4.0,27.0,27.0,1.0,26.0,15.0,0.14814814814814814,1.0,1.0
2015-09-01,东欧,19.0,8.11920459499877,0.4273265576315142,3.0,19.0,19.0,10.0,19.0,14.0,0.15789473684210525,1.0,1.0
2015-09-01,中东与北非,446.0,229.75030712937829,0.515135217778875,127.0,441.0,424.0,1355.0,413.0,1885.0,0.28475336322869954,0.9887892376681614,0.9506726457399103
2015-09-01,撒哈拉以南非洲,149.0,76.07801632066067,0.510590713561481,48.0,149.0,136.0,825.0,115.0,792.0,0.3221476510067114,1.0,0.912751677852349
2015-09-01,大洋洲,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2015-10-01,北美,10.0,5.073705433237027,0.5073705433237027,5.0,10.0,10.0,10.0,10.0,7.0,0.5,1.0,1.0
2015-10-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2015-10-01,南美,7.0,1.8538940394784107,0.26484200563977295,0.0,7.0,7.0,13.0,7.0,4.0,0.0,1.0,1.0
2015-10-01,东亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2015-10-01,东南亚,120.0,46.89649992676829,0.39080416605640245,23.0,119.0,118.0,49.0,116.0,91.0,0.19166666666666668,0.9916666666666667,0.9833333333333333
2015-10-01,南亚,355.0,140.36080841096103,0.39538255890411556,65.0,355.0,342.0,960.0,333.0,748.0,0.18309859154929578,1.0,0.9633802816901409
2015-10-01,中亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2015-10-01,西欧,45.0,22.36094891038499,0.4969099757863331,2.0,45.0,45.0,4.0,44.0,18.0,0.044444444444444446,1.0,1.0
2015-10-01,东欧,31.0,12.598837559066224,0.40641411480858786,6.0,31.0,30.0,13.0,30.0,33.0,0.1935483870967742,1.0,0.967741935483871
2015-10-01,中东与北非,552.0,243.23857924607032,0.4406496000834607,106.0,545.0,524.0,1288.0,517.0,1869.0,0.19202898550724637,0.9873188405797102,0.9492753623188406
2015-10-01,撒哈拉以南非洲,147.0,70.3168496796146,0.47834591618785444,37.0,146.0,126.0,663.0,113.0,529.0,0.25170068027210885,0.9931972789115646,0.8571428571428571
2015-10-01,大洋洲,2.0,0.9357128312436729,0.46785641562183644,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0
2015-11-01,北美,10.0,4.530888951516561,0.45308889515165607,0.0,10.0,10.0,7.0,10.0,25.0,0.0,1.0,1.0
2015-11-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2015-11-01,南美,6.0,1.3124741691269612,0.21874569485449355,0.0,6.0,6.0,2.0,6.0,1.0,0.0,1.0,1.0
2015-11-01,东亚,1.0,0.2623750855814594,0.2623750855814594,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2015-11-01,东南亚,84.0,37.54496396230172,0.44696385669406813,15.0,84.0,77.0,47.0,75.0,87.0,0.17857142857142858,1.0,0.9166666666666666
2015-11-01,南亚,313.0,119.87274522708417,0.3829800166999494,52.0,311.0,295.0,377.0,293.0,548.0,0.16613418530351437,0.9936102236421726,0.9424920127795527
2015-11-01,中亚,3.0,0.9542026466992466,0.31806754889974886,0.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0
2015-11-01,西欧,52.0,26.22669118698546,0.5043594459035665,11.0,52.0,52.0,137.0,52.0,425.0,0.21153846153846154,1.0,1.0
2015-11-01,东欧,27.0,11.841384553116914,0.4385697982635894,6.0,27.0,27.0,5.0,27.0,17.0,0.2222222222222222,1.0,1.0
2015-11-01,中东与北非,500.0,225.61174789019975,0.4512234957803995,99.0,499.0,480.0,1226.0,461.0,1797.0,0.198,0.998,0.96
2015-11-01,撒哈拉以南非洲,174.0,81.65655355905561,0.4692905376957219,43.0,170.0,145.0,526.0,136.0,604.0,0.2471264367816092,0.9770114942528736,0.8333333333333334
2015-11-01,大洋洲,2.0,1.3503532680726147,0.6751766340363073,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0
2015-12-01,北美,5.0,2.9875985146641932,0.5975197029328386,1.0,5.0,5.0,16.0,5.0,18.0,0.2,1.0,1.0
2015-12-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2015-12-01,南美,6.0,2.637217526929125,0.4395362544881875,2.0,6.0,5.0,7.0,4.0,2.0,0.3333333333333333,1.0,0.8333333333333334
2015-12-01,东亚,1.0,0.7032087671218937,0.7032087671218937,0.0,1.0,1.0,0.0,1.0,13.0,0.0,1.0,1.0
2015-12-01,东南亚,101.0,42.35026376306172,0.4193095422085319,24.0,99.0,101.0,66.0,99.0,109.0,0.2376237623762376,0.9801980198019802,1.0
2015-12-01,南亚,286.0,125.22445092988309,0.4378477305240667,79.0,286.0,276.0,559.0,267.0,539.0,0.2762237762237762,1.0,0.965034965034965
2015-12-01,中亚,1.0,0.1656583087846697,0.1656583087846697,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2015-12-01,西欧,45.0,24.12810829620608,0.5361801843601351,5.0,45.0,45.0,3.0,45.0,27.0,0.1111111111111111,1.0,1.0
2015-12-01,东欧,21.0,8.826686702040767,0.4203184143828937,5.0,21.0,21.0,30.0,21.0,69.0,0.23809523809523808,1.0,1.0
2015-12-01,中东与北非,451.0,213.12459579806782,0.4725600793748732,86.0,448.0,439.0,1024.0,426.0,1667.0,0.19068736141906872,0.9933481152993349,0.9733924611973392
2015-12-01,撒哈拉以南非洲,172.0,79.86593665859286,0.46433684103833056,38.0,170.0,150.0,673.0,142.0,627.0,0.22093023255813954,0.9883720930232558,0.872093023255814
2015-12-01,大洋洲,2.0,1.4389804474232977,0.7194902237116488,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0
2016-01-01,北美,5.0,1.8029916265032784,0.36059832530065566,0.0,5.0,5.0,0.0,5.0,34.0,0.0,1.0,1.0
2016-01-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-01-01,南美,4.0,1.5703316402955485,0.3925829100738871,0.0,3.0,4.0,2.0,4.0,2.0,0.0,0.75,1.0
2016-01-01,东亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-01-01,东南亚,74.0,30.237780915058615,0.4086186610143056,17.0,73.0,73.0,50.0,73.0,66.0,0.22972972972972974,0.9864864864864865,0.9864864864864865
2016-01-01,南亚,328.0,139.38443803277468,0.4249525549779716,85.0,328.0,317.0,455.0,312.0,536.0,0.25914634146341464,1.0,0.9664634146341463
2016-01-01,中亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-01-01,西欧,27.0,13.152768138090982,0.4871395606700364,0.0,27.0,27.0,2.0,27.0,7.0,0.0,1.0,1.0
2016-01-01,东欧,5.0,2.32160241060189,0.464320482120378,1.0,5.0,5.0,0.0,5.0,0.0,0.2,1.0,1.0
2016-01-01,中东与北非,574.0,294.6003186533959,0.513240973263756,178.0,574.0,544.0,1706.0,515.0,1899.0,0.31010452961672474,1.0,0.9477351916376306
2016-01-01,撒哈拉以南非洲,145.0,76.68417866381432,0.5288564045780298,54.0,143.0,132.0,658.0,122.0,597.0,0.3724137931034483,0.9862068965517241,0.9103448275862069
2016-01-01,大洋洲,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-02-01,北美,4.0,1.077980270341791,0.2694950675854477,0.0,4.0,4.0,2.0,4.0,8.0,0.0,1.0,1.0
2016-02-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-02-01,南美,19.0,10.13160313028011,0.5332422700147427,8.0,19.0,19.0,8.0,19.0,20.0,0.42105263157894735,1.0,1.0
2016-02-01,东亚,1.0,0.7050171384740944,0.7050171384740944,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2016-02-01,东南亚,106.0,39.57488120388832,0.37334793588573884,16.0,106.0,103.0,77.0,103.0,128.0,0.1509433962264151,1.0,0.9716981132075472
2016-02-01,南亚,319.0,126.54025053123752,0.3966779013518418,68.0,318.0,304.0,471.0,297.0,556.0,0.21316614420062696,0.9968652037617555,0.9529780564263323
2016-02-01,中亚,2.0,0.41804166107602025,0.20902083053801013,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0
2016-02-01,西欧,30.0,14.11248287336964,0.47041609577898796,4.0,30.0,30.0,3.0,30.0,5.0,0.13333333333333333,1.0,1.0
2016-02-01,东欧,16.0,9.610803673818852,0.6006752296136783,8.0,16.0,16.0,14.0,16.0,18.0,0.5,1.0,1.0
2016-02-01,中东与北非,510.0,235.85882306506682,0.4624682805197389,114.0,505.0,491.0,1858.0,478.0,1747.0,0.2235294117647059,0.9901960784313726,0.9627450980392157
2016-02-01,撒哈拉以南非洲,145.0,75.65351050706902,0.5217483483246139,57.0,142.0,130.0,715.0,120.0,663.0,0.3931034482758621,0.9793103448275862,0.896551724137931
2016-02-01,大洋洲,1.0,0.6656016541646785,0.6656016541646785,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2016-03-01,北美,2.0,0.9370911191587386,0.4685455595793693,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0
2016-03-01,中美洲与加勒比,1.0,0.2304589868591612,0.2304589868591612,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2016-03-01,南美,12.0,5.942899742345643,0.49524164519547026,3.0,11.0,12.0,4.0,12.0,7.0,0.25,0.9166666666666666,1.0
2016-03-01,东亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-03-01,东南亚,118.0,45.023312255285425,0.38155349368885955,21.0,118.0,116.0,53.0,116.0,133.0,0.17796610169491525,1.0,0.9830508474576272
2016-03-01,南亚,283.0,108.75964602821801,0.3843097032799223,52.0,283.0,278.0,630.0,268.0,868.0,0.18374558303886926,1.0,0.9823321554770318
2016-03-01,中亚,1.0,0.2832799815553567,0.2832799815553567,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2016-03-01,西欧,28.0,13.498184854710685,0.4820780305253816,5.0,28.0,28.0,37.0,28.0,273.0,0.17857142857142858,1.0,1.0
2016-03-01,东欧,14.0,6.952942583514563,0.4966387559653259,3.0,14.0,14.0,7.0,14.0,20.0,0.21428571428571427,1.0,1.0
2016-03-01,中东与北非,481.0,226.13657107391217,0.4701384014010648,109.0,479.0,447.0,1319.0,440.0,3141.0,0.22661122661122662,0.9958419958419958,0.9293139293139293
2016-03-01,撒哈拉以南非洲,205.0,101.77186161829232,0.4964481054550845,71.0,205.0,185.0,481.0,179.0,426.0,0.3463414634146341,1.0,0.9024390243902439
2016-03-01,大洋洲,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-04-01,北美,3.0,1.6485094465368562,0.5495031488456187,1.0,3.0,3.0,1.0,3.0,0.0,0.3333333333333333,1.0,1.0
2016-04-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-04-01,南美,18.0,8.835276095354232,0.49084867196412396,4.0,18.0,18.0,16.0,18.0,9.0,0.2222222222222222,1.0,1.0
2016-04-01,东亚,1.0,0.7140303944300959,0.7140303944300959,0.0,1.0,1.0,8.0,1.0,5.0,0.0,1.0,1.0
2016-04-01,东南亚,98.0,43.300570759566405,0.44184255877108575,25.0,98.0,97.0,54.0,97.0,148.0,0.25510204081632654,1.0,0.9897959183673469
2016-04-01,南亚,293.0,111.95870874197199,0.382111633931645,47.0,293.0,284.0,746.0,280.0,1048.0,0.16040955631399317,1.0,0.9692832764505119
2016-04-01,中亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2016-04-01,西欧,20.0,10.98891214615678,0.549445607307839,2.0,20.0,20.0,1.0,20.0,6.0,0.1,1.0,1.0
2016-04-01,东欧,18.0,8.018165681870231,0.4454536489927906,5.0,18.0,17.0,6.0,17.0,8.0,0.2777777777777778,1.0,0.9444444444444444
2016-04-01,中东与北非,510.0,250.63786101979946,0.4914467863133323,142.0,508.0,470.0,1524.0,459.0,1726.0,0.2784313725490196,0.996078431372549,0.9215686274509803
2016-04-01,撒哈拉以南非洲,158.0,85.94115717686878,0.5439313745371442,62.0,157.0,142.0,665.0,123.0,331.0,0.3924050632911392,0.9936708860759493,0.8987341772151899
2016-04-01,大洋洲,1.0,0.7077067612384813,0.7077067612384813,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2016-05-01,北美,3.0,2.078455101686177,0.6928183672287257,1.0,3.0,3.0,0.0,3.0,0.0,0.3333333333333333,1.0,1.0
2016-05-01,中美洲与加勒比,1.0,0.703890028166925,0.703890028166925,0.0,1.0,1.0,7.0,0.0,,0.0,1.0,1.0
2016-05-01,南美,12.0,5.399779226430724,0.4499816022025603,3.0,12.0,12.0,6.0,12.0,3.0,0.25,1.0,1.0
2016-05-01,东亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
