年份,经度格,纬度格,事件数,累计危害,中心经度,中心纬度
2015,94,54,6,3.9190814604245605,9.0,12.187474135425033
2015,94,70,4,1.725823161934972,9.0,34.51810784106126
2015,94,71,6,2.248984785521191,9.0,36.07819997184263
2015,94,75,3,1.7185217172689988,9.0,42.670233871257594
2015,94,77,1,0.207405624171147,9.0,46.23825730732021
2015,94,78,3,2.005146420294672,9.0,48.11140308495899
2015,94,79,5,2.795287480041266,9.0,50.05549481018511
2015,94,80,4,2.670054998449135,9.0,52.08179734355447
2015,94,81,5,3.4713424831270787,9.0,54.2046324563124
2015,95,50,3,1.7068897771772769,11.0,7.020370749121086
2015,95,51,3,1.9756887681212119,11.0,8.305109528050382
2015,95,52,1,0.7029765136614484,11.0,9.594068226860466
2015,95,53,42,27.60756070032472,11.0,10.887948130120165
2015,95,54,35,24.06189197153289,11.0,12.187474135425033
2015,95,55,3,2.0114205352420154,11.0,13.493398821551693
2015,95,56,1,0.751211879425037,11.0,14.806506911897516
2015,95,64,1,0.2000811171094165,11.0,25.679288619456855
2015,95,69,2,0.34969666727102255,11.0,32.98670708247892
2015,95,71,7,4.3806658134445895,11.0,36.07819997184263
2015,95,76,1,0.6681616754359964,11.0,44.4270040008057
2015,95,77,1,0.7181668413008214,11.0,46.23825730732021
2015,95,78,4,2.246231689638981,11.0,48.11140308495899
2015,95,79,3,1.5210680073520244,11.0,50.05549481018511
2015,95,80,5,2.9501007872649674,11.0,52.08179734355447
2015,95,81,3,1.5812765793341987,11.0,54.2046324563124
2015,95,83,6,4.130028159207715,11.0,58.82116446134409
2015,96,51,1,0.4675160303986072,13.0,8.305109528050382
2015,96,52,14,7.832766237435941,13.0,9.594068226860466
2015,96,53,140,83.8198910343048,13.0,10.887948130120165
2015,96,54,135,77.43066096469184,13.0,12.187474135425033
2015,96,55,73,45.11433522901704,13.0,13.493398821551693
2015,96,56,6,4.359580313738561,13.0,14.806506911897516
2015,96,67,1,0.2664084663480712,13.0,29.999999999999996
2015,96,68,13,7.10242944769575,13.0,31.48143215916898
2015,96,69,97,39.28200411567631,13.0,32.98670708247892
2015,96,75,2,0.1969592091910623,13.0,42.670233871257594
2015,96,79,13,8.303053023832124,13.0,50.05549481018511
2015,96,80,11,5.791049922235701,13.0,52.08179734355447
2015,96,81,4,2.1445802182494105,13.0,54.2046324563124
2015,96,82,13,8.433839189945468,13.0,56.44269023807928
2015,96,83,4,1.847361316938039,13.0,58.82116446134409
2015,97,49,4,1.5585464766258375,15.0,5.739170477266791
2015,97,50,1,0.4791428907433687,15.0,7.020370749121086
2015,97,53,35,20.683158788750294,15.0,10.887948130120165
2015,97,54,50,27.398624746314514,15.0,12.187474135425033
2015,97,55,19,10.909427983443845,15.0,13.493398821551693
2015,97,63,1,0.5914000746915512,15.0,24.274652194584778
2015,97,64,1,0.300169251771752,15.0,25.679288619456855
2015,97,65,6,1.8408945674682977,15.0,27.1006853482402
2015,97,66,1,0.4613946854622257,15.0,28.540365484875558
2015,97,67,1,0.4201575562508016,15.0,29.999999999999996
2015,97,68,3,1.3805495206153449,15.0,31.48143215916898
2015,97,69,19,9.47063563856944,15.0,32.98670708247892
2015,97,71,1,0.7197408550483965,15.0,36.07819997184263
2015,97,76,1,0.2201014180421312,15.0,44.4270040008057
2015,97,79,3,2.017866934123406,15.0,50.05549481018511
2015,97,80,1,0.663974440981415,15.0,52.08179734355447
2015,97,82,1,0.6772151852746152,15.0,56.44269023807928
2015,97,83,2,1.3952242775244805,15.0,58.82116446134409
2015,98,50,1,0.6948732050492793,17.0,7.020370749121086
2015,98,66,4,1.9630774404822398,17.0,28.540365484875558
2015,98,67,23,12.844685187066814,17.0,29.999999999999996
2015,98,68,88,41.06973605647759,17.0,31.48143215916898
2015,98,75,2,1.3604720017418561,17.0,42.670233871257594
2015,98,82,1,0.663974440981415,17.0,56.44269023807928
2015,98,83,3,0.9146893498974601,17.0,58.82116446134409
2015,98,84,1,0.6527510989413768,17.0,61.37544904657465
2015,98,85,1,0.663974440981415,17.0,64.15806723683286
2015,99,19,2,1.4773390750267623,19.0,-34.51810784106126
2015,99,48,26,9.970056164849124,19.0,4.460843697873993
2015,99,49,1,0.1190325543267728,19.0,5.739170477266791
2015,99,50,2,0.7896667545145704,19.0,7.020370749121086
2015,99,67,11,5.240451654822594,19.0,29.999999999999996
2015,99,68,2,0.3453963817240267,19.0,31.48143215916898
2015,99,74,4,1.9078802955858944,19.0,40.961788552349354
2015,99,75,1,0.6464479123216338,19.0,42.670233871257594
2015,99,76,3,1.781313625647324,19.0,44.4270040008057
2015,99,78,1,0.2018172458659695,19.0,48.11140308495899
2015,99,83,2,1.3837152960298114,19.0,58.82116446134409
2015,100,38,1,0.7625350482555738,21.0,-8.305109528050389
2015,100,43,1,0.2449971200560692,21.0,-1.9102131717099302
2015,100,48,3,1.342508197749306,21.0,4.460843697873993
2015,100,49,7,3.3357362892099656,21.0,5.739170477266791
2015,100,68,179,88.7436570084845,21.0,31.48143215916898
2015,100,69,9,2.3423967817417064,21.0,32.98670708247892
2015,100,75,6,3.4025496398040214,21.0,42.670233871257594
2015,100,84,1,0.663974440981415,21.0,61.37544904657465
2015,100,86,1,0.663974440981415,21.0,67.25314872563517
2015,101,36,1,0.7625350482555738,23.0,-10.887948130120165
2015,101,41,1,0.2777944661987903,23.0,-4.460843697873993
2015,101,47,3,1.2794646979492907,23.0,3.1847385367204106
2015,101,48,1,0.2679676014275886,23.0,4.460843697873993
2015,101,50,1,0.2472689195563534,23.0,7.020370749121086
2015,101,53,1,0.6850771861442003,23.0,10.887948130120165
2015,101,54,4,1.2356238299917268,23.0,12.187474135425033
2015,101,55,23,10.20315798559602,23.0,13.493398821551693
2015,101,56,1,0.7228480687917813,23.0,14.806506911897516
2015,101,63,1,0.6843472535613144,23.0,24.274652194584778
2015,101,65,1,0.7828679969512273,23.0,27.1006853482402
2015,101,68,14,4.975663194841626,23.0,31.48143215916898
2015,101,69,54,25.090677764339432,23.0,32.98670708247892
2015,101,72,26,15.340329545742872,23.0,37.669886964329635
2015,101,73,1,0.2394404882444818,23.0,39.2964802391875
2015,101,74,1,0.6546246210446036,23.0,40.961788552349354
2015,101,75,1,0.7242152399520746,23.0,42.670233871257594
2015,101,78,1,0.6873183839598224,23.0,48.11140308495899
2015,101,79,1,0.7325051033224163,23.0,50.05549481018511
2015,101,84,3,1.991923322944245,23.0,61.37544904657465
2015,102,39,1,0.6949306559472701,25.0,-7.020370749121086
2015,102,46,2,1.1578999703430428,25.0,1.9102131717099364
2015,102,47,1,0.3580108791013517,25.0,3.1847385367204106
2015,102,48,7,3.827262722373047,25.0,4.460843697873993
2015,102,51,1,0.6638692744562034,25.0,8.305109528050382
2015,102,53,10,4.965906378452659,25.0,10.887948130120165
2015,102,54,11,5.009543752945907,25.0,12.187474135425033
2015,102,55,60,32.51168989876693,25.0,13.493398821551693
2015,102,56,6,2.130246692335703,25.0,14.806506911897516
2015,102,57,7,2.796927242514077,25.0,16.127620213160753
2015,102,71,1,0.2212030002610786,25.0,36.07819997184263
2015,102,74,1,0.6623260788130056,25.0,40.961788552349354
2015,102,75,1,0.7093293054245738,25.0,42.670233871257594
2015,102,78,4,1.7607079915261885,25.0,48.11140308495899
2015,102,79,7,4.500539573826085,25.0,50.05549481018511
2015,102,83,1,0.7354385819921128,25.0,58.82116446134409
2015,102,84,3,1.535354506133977,25.0,61.37544904657465
2015,102,85,1,0.1261792250870792,25.0,64.15806723683286
2015,103,22,1,0.3751486354089673,27.0,-29.999999999999996
2015,103,25,2,0.537204119202236,27.0,-25.679288619456855
2015,103,38,1,0.7625350482555738,27.0,-8.305109528050389
2015,103,46,2,1.4024721574557808,27.0,1.9102131717099364
2015,103,47,1,0.2984443214932361,27.0,3.1847385367204106
2015,103,49,1,0.4683448184959894,27.0,5.739170477266791
2015,103,50,1,0.3451055964986207,27.0,7.020370749121086
2015,103,51,2,0.561546678006657,27.0,8.305109528050382
2015,103,53,1,0.5778304520341376,27.0,10.887948130120165
2015,103,56,1,0.1593552438578809,27.0,14.806506911897516
2015,103,59,1,0.3125301665231635,27.0,18.797368824406544
2015,103,72,3,0.7186322496091107,27.0,37.669886964329635
2015,103,73,1,0.650863936590707,27.0,39.2964802391875
2015,103,79,2,1.4880306477656953,27.0,50.05549481018511
2015,103,80,1,0.6766681657333621,27.0,52.08179734355447
2015,103,83,1,0.6915572721949717,27.0,58.82116446134409
2015,103,84,1,0.663974440981415,27.0,61.37544904657465
2015,104,38,1,0.399996551946639,29.0,-8.305109528050389
2015,104,40,1,0.7146480696748386,29.0,-5.739170477266785
2015,104,41,4,2.3848322566901548,29.0,-4.460843697873993
2015,104,42,95,42.23706388616149,29.0,-3.1847385367204106
2015,104,43,15,6.6364754336109115,29.0,-1.9102131717099302
2015,104,44,31,11.481981846438382,29.0,-0.6366328722676353
2015,104,45,50,27.780199742929963,29.0,0.6366328722676353
2015,104,46,8,5.707099153136521,29.0,1.9102131717099364
2015,104,47,8,4.4274248854165075,29.0,3.1847385367204106
2015,104,48,10,4.821466887626482,29.0,4.460843697873993
2015,104,50,2,0.8842231537320463,29.0,7.020370749121086
2015,104,51,7,3.8952639051175044,29.0,8.305109528050382
2015,104,52,4,1.6369147814544789,29.0,9.594068226860466
2015,104,53,6,2.6284913254014475,29.0,10.887948130120165
2015,104,54,3,1.251261673084404,29.0,12.187474135425033
2015,104,66,3,1.7120988082204873,29.0,28.540365484875558
2015,104,68,32,13.54362847484841,29.0,31.48143215916898
2015,104,74,37,16.741656448571636,29.0,40.961788552349354
2015,105,22,1,0.268602059601118,31.0,-29.999999999999996
2015,105,42,7,3.3876822914747615,31.0,-3.1847385367204106
2015,105,43,6,4.331641811101959,31.0,-1.9102131717099302
2015,105,47,2,0.9048804102138115,31.0,3.1847385367204106
2015,105,48,6,2.5615921598375904,31.0,4.460843697873993
2015,105,49,6,2.4146814591067582,31.0,5.739170477266791
2015,105,50,2,1.1601714630556939,31.0,7.020370749121086
2015,105,52,8,1.99673289944693,31.0,9.594068226860466
2015,105,53,5,3.86311975535272,31.0,10.887948130120165
2015,105,54,7,4.121487539123365,31.0,12.187474135425033
2015,105,65,3,0.735102686527966,31.0,27.1006853482402
2015,105,66,20,7.285272143400097,31.0,28.540365484875558
2015,105,67,179,87.5808133147503,31.0,29.999999999999996
2015,105,68,36,16.39035089455412,31.0,31.48143215916898
2015,105,77,28,15.96964943618015,31.0,46.23825730732021
2015,105,79,19,9.98892851205025,31.0,50.05549481018511
2015,106,25,2,0.5245053085049962,33.0,-25.679288619456855
2015,106,26,1,0.1807516045165913,33.0,-24.27465219458477
2015,106,30,1,0.7088454685976423,33.0,-18.797368824406544
2015,106,32,1,0.1821142073026753,33.0,-16.127620213160757
2015,106,42,1,0.2661864008165313,33.0,-3.1847385367204106
2015,106,45,9,2.574635859040121,33.0,0.6366328722676353
2015,106,47,1,0.7199240971585303,33.0,3.1847385367204106
2015,106,48,2,0.9194076216756951,33.0,4.460843697873993
2015,106,50,1,0.2092741653831419,33.0,7.020370749121086
2015,106,51,2,0.802526055557806,33.0,8.305109528050382
2015,106,53,1,0.1446696236471542,33.0,10.887948130120165
2015,106,54,1,0.1966831570733556,33.0,12.187474135425033
2015,106,57,3,1.7089370342614982,33.0,16.127620213160753
2015,106,63,5,2.441401873439688,33.0,24.274652194584778
2015,106,64,5,2.939761761194769,33.0,25.679288619456855
2015,106,65,1,0.7828679969512273,33.0,27.1006853482402
2015,106,67,38,10.96497674018831,33.0,29.999999999999996
2015,106,68,128,61.614888309327895,33.0,31.48143215916898
2015,106,70,3,1.1638599243392052,33.0,34.51810784106126
2015,106,73,5,2.2087075675329384,33.0,39.2964802391875
2015,106,77,5,3.0481063594256392,33.0,46.23825730732021
2015,106,78,2,0.4988194100332012,33.0,48.11140308495899
2015,106,79,1,0.6750047223370047,33.0,50.05549481018511
2015,107,30,2,0.35956628820008085,35.0,-18.797368824406544
2015,107,50,3,1.5985941249295816,35.0,7.020370749121086
2015,107,53,1,0.3746793398735898,35.0,10.887948130120165
2015,107,54,1,0.1807516045165913,35.0,12.187474135425033
2015,107,55,2,0.4972628694033402,35.0,13.493398821551693
2015,107,57,1,0.7250413141091738,35.0,16.127620213160753
2015,107,67,3,1.4427377662643477,35.0,29.999999999999996
2015,107,68,465,184.30504680805032,35.0,31.48143215916898
2015,107,69,44,14.42239482615351,35.0,32.98670708247892
2015,107,70,12,6.6354249248172295,35.0,34.51810784106126
2015,107,71,13,7.695488550297828,35.0,36.07819997184263
2015,107,72,9,3.274104572515574,35.0,37.669886964329635
2015,107,76,1,0.6783165279017713,35.0,44.4270040008057
2015,107,77,6,3.4896624693024116,35.0,46.23825730732021
2015,107,78,4,1.4351030883581837,35.0,48.11140308495899
2015,107,79,2,0.9474199790898148,35.0,50.05549481018511
2015,108,38,1,0.7473216009102783,37.0,-8.305109528050389
2015,108,43,2,1.4661632635271542,37.0,-1.9102131717099302
2015,108,44,4,0.8462284713258077,37.0,-0.6366328722676353
2015,108,46,1,0.5167655263038896,37.0,1.9102131717099364
2015,108,55,1,0.7194085020999519,37.0,13.493398821551693
2015,108,67,1,0.6915826743799612,37.0,29.999999999999996
2015,108,68,1,0.6632693546355798,37.0,31.48143215916898
2015,108,69,121,77.17100086996767,37.0,32.98670708247892
2015,108,70,77,39.09515662506559,37.0,34.51810784106126
2015,108,71,195,106.00908793243124,37.0,36.07819997184263
2015,108,72,6,2.04523899037602,37.0,37.669886964329635
2015,108,77,63,21.013987748102146,37.0,46.23825730732021
2015,108,78,255,93.43217404027811,37.0,48.11140308495899
2015,108,79,18,10.490436164693755,37.0,50.05549481018511
2015,108,82,3,1.2164101352399705,37.0,56.44269023807928
2015,109,33,1,0.4174093121234646,39.0,-14.806506911897516
2015,109,39,1,0.7525712107191483,39.0,-7.020370749121086
2015,109,40,4,1.4207804990576705,39.0,-5.739170477266785
2015,109,41,4,1.2949004255932266,39.0,-4.460843697873993
2015,109,44,3,1.7151792574292473,39.0,-0.6366328722676353
2015,109,50,1,0.5968380570730306,39.0,7.020370749121086
2015,109,52,1,0.5133488231842592,39.0,9.594068226860466
2015,109,55,1,0.2739085255410883,39.0,13.493398821551693
2015,109,61,1,0.2596693110642123,39.0,21.510188266887486
2015,109,69,5,3.104922021777071,39.0,32.98670708247892
2015,109,70,21,12.501811815894563,39.0,34.51810784106126
2015,109,71,13,5.784990409176251,39.0,36.07819997184263
2015,109,72,18,9.833359231681792,39.0,37.669886964329635
2015,109,73,22,10.944121849989015,39.0,39.2964802391875
2015,109,74,2,1.4740383377263842,39.0,40.961788552349354
2015,109,78,213,89.62501484091239,39.0,48.11140308495899
2015,109,79,1,0.6954017790452509,39.0,50.05549481018511
2015,110,43,20,10.642340517429435,41.0,-1.9102131717099302
2015,110,44,7,3.0156093346855677,41.0,-0.6366328722676353
2015,110,45,7,2.3194181766915682,41.0,0.6366328722676353
2015,110,46,10,2.973445963950057,41.0,1.9102131717099364
2015,110,47,14,8.264225631602411,41.0,3.1847385367204106
2015,110,48,20,9.321767686321058,41.0,4.460843697873993
2015,110,61,1,0.5501740457389566,41.0,21.510188266887486
2015,110,65,1,0.1934537142578975,41.0,27.1006853482402
2015,110,68,5,2.669981980583757,41.0,31.48143215916898
2015,110,69,38,10.478535846887935,41.0,32.98670708247892
2015,110,70,24,8.789161682651315,41.0,34.51810784106126
2015,110,71,67,35.27078464915469,41.0,36.07819997184263
2015,110,72,126,59.39775267993585,41.0,37.669886964329635
2015,110,73,22,11.652212752624251,41.0,39.2964802391875
2015,110,79,1,0.7311464283270527,41.0,50.05549481018511
2015,111,44,20,10.418063754145244,43.0,-0.6366328722676353
2015,111,45,3,0.7523972403360925,43.0,0.6366328722676353
2015,111,46,22,8.286720735306702,43.0,1.9102131717099364
2015,111,47,41,16.96320033218354,43.0,3.1847385367204106
2015,111,48,10,3.2125548616904758,43.0,4.460843697873993
2015,111,52,1,0.4575565170969493,43.0,9.594068226860466
2015,111,54,1,0.2203080929128692,43.0,12.187474135425033
2015,111,55,23,12.322457547619457,43.0,13.493398821551693
2015,111,56,23,8.653408340766509,43.0,14.806506911897516
2015,111,57,15,6.427131026873902,43.0,16.127620213160753
2015,111,58,40,17.710317707145364,43.0,17.457603123722095
2015,111,59,7,3.0000607361434364,43.0,18.797368824406544
2015,111,66,2,0.7563021354237389,43.0,28.540365484875558
2015,111,68,4,2.868513925543575,43.0,31.48143215916898
2015,111,69,337,170.83929461363238,43.0,32.98670708247892
2015,111,70,321,147.38326040149713,43.0,34.51810784106126
2015,111,71,136,56.169384988778425,43.0,36.07819997184263
2015,111,72,81,34.3017046538261,43.0,37.669886964329635
2015,111,73,32,17.043058860879146,43.0,39.2964802391875
2015,111,74,11,6.852762836160151,43.0,40.961788552349354
2015,112,45,1,0.2203080929128692,45.0,0.6366328722676353
2015,112,46,174,81.12671089781347,45.0,1.9102131717099364
2015,112,47,27,11.748090427180431,45.0,3.1847385367204106
2015,112,48,31,10.795154441466142,45.0,4.460843697873993
2015,112,49,1,0.4332875082662425,45.0,5.739170477266791
2015,112,52,1,0.2836966654466185,45.0,9.594068226860466
2015,112,54,104,49.86089794865919,45.0,12.187474135425033
2015,112,55,238,115.95483536528866,45.0,13.493398821551693
2015,112,56,145,57.36583334218012,45.0,14.806506911897516
2015,112,57,19,8.893441592598622,45.0,16.127620213160753
2015,112,58,22,11.243844072118087,45.0,17.457603123722095
2015,112,59,9,3.994824463174248,45.0,18.797368824406544
2015,112,68,2,0.8851850004563491,45.0,31.48143215916898
2015,112,69,1596,938.4518946789284,45.0,32.98670708247892
2015,112,70,192,95.95267622196513,45.0,34.51810784106126
2015,112,71,67,37.656399479182745,45.0,36.07819997184263
